Genus	Sum	Percent	KOrtholog	Host_Genus
g__Leptotrichia	0	0	K03205	Pan
g__Mogibacterium	0	0	K03205	Pan
g__Nitrosomonas	0	0	K03205	Pan
g__Paracoccus	0.107	0.0149393559880988	K03205	Pan
g__Parvimonas	74.728	10.4335345259686	K03205	Pan
g__Peptostreptococcus	57.943	8.09001031792904	K03205	Pan
g__Ralstonia	0	0	K03205	Pan
g__Rhodopseudomonas	0	0	K03205	Pan
g__Selenomonas	0	0	K03205	Pan
g__Shuttleworthia	0	0	K03205	Pan
g__Solobacterium	0	0	K03205	Pan
g__Stenotrophomonas	0.079	0.0110299918042972	K03205	Pan
g__Streptococcus	91.677	12.7999564385134	K03205	Pan
Total	716.229	100	K03205	Pan
g__Aggregatibacter	2.895	6.55644887328728	K03205	Gorilla
g__Agrobacterium	0	0	K03205	Gorilla
g__Blautia	0.085	0.192503680217416	K03205	Gorilla
g__Bulleidia	1.841	4.16940323859133	K03205	Gorilla
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	3.393	7.68429396444344	K03205	Gorilla
g__Eggerthia	3.742	8.47469142792436	K03205	Gorilla
g__Enterococcus	0.784	1.77556335635828	K03205	Gorilla
g__Escherichia	0.112	0.253651908051183	K03205	Gorilla
g__Eubacteriaceae_noname	0	0	K03205	Gorilla
g__Exiguobacterium	0	0	K03205	Gorilla
g__Faecalibacterium	0	0	K03205	Gorilla
g__Filifactor	9.046	20.4869210734911	K03205	Gorilla
g__Fusobacterium	0.156	0.353300871928434	K03205	Gorilla
g__Gemella	0	0	K03205	Gorilla
g__Johnsonella	6.471	14.6551919374929	K03205	Gorilla
g__Klebsiella	0.056	0.126825954025592	K03205	Gorilla
g__Lachnospiraceae_noname	0	0	K03205	Gorilla
g__Leptotrichia	0	0	K03205	Gorilla
g__Mogibacterium	0	0	K03205	Gorilla
g__Nitrosomonas	0.078	0.176650435964217	K03205	Gorilla
g__Paracoccus	0	0	K03205	Gorilla
g__Parvimonas	3.137	7.10451817461216	K03205	Gorilla
g__Peptostreptococcus	0	0	K03205	Gorilla
g__Ralstonia	0	0	K03205	Gorilla
g__Rhodopseudomonas	0.062	0.140414449099762	K03205	Gorilla
g__Selenomonas	0	0	K03205	Gorilla
g__Shuttleworthia	0.54	1.22296455667535	K03205	Gorilla
g__Solobacterium	2.11	4.77862076774997	K03205	Gorilla
g__Stenotrophomonas	0	0	K03205	Gorilla
g__Streptococcus	9.647	21.8480353300872	K03205	Gorilla
Total	44.155	100	K03205	Gorilla
g__Aggregatibacter	0.083	2.56251929607904	K03205	Alouatta
g__Agrobacterium	0	0	K03205	Alouatta
g__Blautia	0	0	K03205	Alouatta
g__Bulleidia	0	0	K03205	Alouatta
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	0	0	K03205	Alouatta
g__Eggerthia	0	0	K03205	Alouatta
g__Enterococcus	0	0	K03205	Alouatta
g__Escherichia	0	0	K03205	Alouatta
g__Eubacteriaceae_noname	0	0	K03205	Alouatta
g__Exiguobacterium	0	0	K03205	Alouatta
g__Faecalibacterium	0	0	K03205	Alouatta
g__Filifactor	0	0	K03205	Alouatta
g__Fusobacterium	1.502	46.3723371410929	K03205	Alouatta
g__Gemella	0	0	K03205	Alouatta
g__Johnsonella	0	0	K03205	Alouatta
g__Klebsiella	0	0	K03205	Alouatta
g__Lachnospiraceae_noname	0	0	K03205	Alouatta
g__Leptotrichia	0	0	K03205	Alouatta
g__Mogibacterium	0	0	K03205	Alouatta
g__Nitrosomonas	0.084	2.59339302253782	K03205	Alouatta
g__Paracoccus	0	0	K03205	Alouatta
g__Parvimonas	0.895	27.6319851806113	K03205	Alouatta
g__Peptostreptococcus	0	0	K03205	Alouatta
g__Ralstonia	0	0	K03205	Alouatta
g__Rhodopseudomonas	0.068	2.09941339919728	K03205	Alouatta
g__Selenomonas	0	0	K03205	Alouatta
g__Shuttleworthia	0	0	K03205	Alouatta
g__Solobacterium	0	0	K03205	Alouatta
g__Stenotrophomonas	0	0	K03205	Alouatta
g__Streptococcus	0.607	18.7403519604816	K03205	Alouatta
Total	3.239	100	K03205	Alouatta
g__Abiotrophia	3.84	0.24659550502631	K07052	Homo
g__Arthrobacter	0	0	K07052	Homo
g__Atopobium	2.375	0.152516751155595	K07052	Homo
g__Bacillus	0	0	K07052	Homo
g__Capnocytophaga	24.339	1.56299166584254	K07052	Homo
g__Citrobacter	0	0	K07052	Homo
g__Clostridium	0.19	0.0122013400924476	K07052	Homo
g__Erysipelothrix	0	0	K07052	Homo
g__Exiguobacterium	0	0	K07052	Homo
g__Filifactor	9.764	0.62702044559294	K07052	Homo
g__Flavobacterium	0	0	K07052	Homo
g__Fretibacterium	59.896	3.84637613777496	K07052	Homo
g__Fusobacterium	6.635	0.426083639544158	K07052	Homo
g__Kocuria	0	0	K07052	Homo
g__Lactococcus	0.38	0.0244026801848953	K07052	Homo
g__Leptotrichia	2.394	0.15373688516484	K07052	Homo
g__Lysinibacillus	0	0	K07052	Homo
g__Macrococcus	0	0	K07052	Homo
g__Methanobrevibacter	2.149	0.138003578203526	K07052	Homo
g__Micromonospora	0	0	K07052	Homo
g__Neisseria	11.937	0.766565245702881	K07052	Homo
g__Pantoea	0.142	0.00911889627961875	K07052	Homo
g__Porphyromonas	5.537	0.355572737325697	K07052	Homo
g__Prevotella	1.397	0.089711958469207	K07052	Homo
g__Propionibacterium	398.687	25.6027140917772	K07052	Homo
g__Pseudomonas	0	0	K07052	Homo
g__Staphylococcus	11.818	0.758923353750242	K07052	Homo
g__Streptococcus	930.98	59.7852821014047	K07052	Homo
g__Tannerella	81.395	5.22698987802513	K07052	Homo
g__Treponema	2.512	0.161314559538044	K07052	Homo
unclassified	0.839	0.0538785491450714	K07052	Homo
Total	1557.206	100	K07052	Homo
g__Abiotrophia	0	0	K07052	Pan
g__Arthrobacter	0	0	K07052	Pan
g__Atopobium	0	0	K07052	Pan
g__Bacillus	7.89	4.0916869781673	K07052	Pan
g__Capnocytophaga	0	0	K07052	Pan
g__Citrobacter	0	0	K07052	Pan
g__Clostridium	0.212	0.109941399159882	K07052	Pan
g__Erysipelothrix	0	0	K07052	Pan
g__Exiguobacterium	0	0	K07052	Pan
g__Filifactor	3.305	1.71394492558212	K07052	Pan
g__Flavobacterium	0.093	0.0482290100088161	K07052	Pan
g__Fretibacterium	84.804	43.9786340299746	K07052	Pan
g__Fusobacterium	2.594	1.34522636519214	K07052	Pan
g__Kocuria	0.2	0.103718301094228	K07052	Pan
g__Lactococcus	0	0	K07052	Pan
g__Leptotrichia	0	0	K07052	Pan
g__Lysinibacillus	6.403	3.32054140953171	K07052	Pan
g__Macrococcus	0.948	0.491624747186641	K07052	Pan
g__Methanobrevibacter	0	0	K07052	Pan
g__Micromonospora	2.594	1.34522636519214	K07052	Pan
g__Neisseria	0	0	K07052	Pan
g__Pantoea	0	0	K07052	Pan
g__Porphyromonas	15.78	8.1833739563346	K07052	Pan
g__Prevotella	0.597	0.309599128766271	K07052	Pan
g__Propionibacterium	25.663	13.3086138049059	K07052	Pan
g__Pseudomonas	0	0	K07052	Pan
g__Staphylococcus	0.367	0.190323082507908	K07052	Pan
g__Streptococcus	0.565	0.293004200591194	K07052	Pan
g__Tannerella	40.489	20.997251465021	K07052	Pan
g__Treponema	0.326	0.169060830783592	K07052	Pan
unclassified	0	0	K07052	Pan
Total	192.83	100	K07052	Pan
g__Abiotrophia	0	0	K07052	Gorilla
g__Arthrobacter	0.453	0.486082795029723	K07052	Gorilla
g__Atopobium	0	0	K07052	Gorilla
g__Bacillus	0	0	K07052	Gorilla
g__Capnocytophaga	3.03	3.25128227139086	K07052	Gorilla
g__Citrobacter	0.338	0.362684292980235	K07052	Gorilla
g__Clostridium	0	0	K07052	Gorilla
g__Erysipelothrix	1.169	1.25437259909436	K07052	Gorilla
g__Exiguobacterium	6.185	6.63669334935725	K07052	Gorilla
g__Filifactor	0.438	0.469987338240659	K07052	Gorilla
g__Flavobacterium	0	0	K07052	Gorilla
g__Fretibacterium	9.928	10.6530463334549	K07052	Gorilla
g__Fusobacterium	1.541	1.65353992746314	K07052	Gorilla
g__Kocuria	0	0	K07052	Gorilla
g__Lactococcus	0.419	0.449599759641179	K07052	Gorilla
g__Leptotrichia	0	0	K07052	Gorilla
g__Lysinibacillus	0.362	0.388437023842737	K07052	Gorilla
g__Macrococcus	0.532	0.570852200785458	K07052	Gorilla
g__Methanobrevibacter	0.29	0.311178831255231	K07052	Gorilla
g__Micromonospora	0	0	K07052	Gorilla
g__Neisseria	0	0	K07052	Gorilla
g__Pantoea	0	0	K07052	Gorilla
g__Porphyromonas	0.37	0.397021267463571	K07052	Gorilla
g__Prevotella	1.074	1.15243470609696	K07052	Gorilla
g__Propionibacterium	15.126	16.2306586260918	K07052	Gorilla
g__Pseudomonas	1.637	1.75655085091315	K07052	Gorilla
g__Staphylococcus	3.419	3.66869111745391	K07052	Gorilla
g__Streptococcus	19.152	20.5506792282765	K07052	Gorilla
g__Tannerella	26.769	28.723952185763	K07052	Gorilla
g__Treponema	0.962	1.03225529540528	K07052	Gorilla
unclassified	0	0	K07052	Gorilla
Total	93.194	100	K07052	Gorilla
g__Abiotrophia	0	0	K07052	Alouatta
g__Arthrobacter	0	0	K07052	Alouatta
g__Atopobium	0	0	K07052	Alouatta
g__Bacillus	0	0	K07052	Alouatta
g__Capnocytophaga	0	0	K07052	Alouatta
g__Citrobacter	0	0	K07052	Alouatta
g__Clostridium	0	0	K07052	Alouatta
g__Erysipelothrix	0.191	2.75772451631533	K07052	Alouatta
g__Exiguobacterium	0	0	K07052	Alouatta
g__Filifactor	0	0	K07052	Alouatta
g__Flavobacterium	0	0	K07052	Alouatta
g__Fretibacterium	0	0	K07052	Alouatta
g__Fusobacterium	0	0	K07052	Alouatta
g__Kocuria	0	0	K07052	Alouatta
g__Lactococcus	0	0	K07052	Alouatta
g__Leptotrichia	0	0	K07052	Alouatta
g__Lysinibacillus	0	0	K07052	Alouatta
g__Macrococcus	0.291	4.20155934161132	K07052	Alouatta
g__Methanobrevibacter	0	0	K07052	Alouatta
g__Micromonospora	0	0	K07052	Alouatta
g__Neisseria	0.648	9.35604966791799	K07052	Alouatta
g__Pantoea	0	0	K07052	Alouatta
g__Porphyromonas	5.612	81.0280103956107	K07052	Alouatta
g__Prevotella	0.184	2.65665607854461	K07052	Alouatta
g__Propionibacterium	0	0	K07052	Alouatta
g__Pseudomonas	0	0	K07052	Alouatta
g__Staphylococcus	0	0	K07052	Alouatta
g__Streptococcus	0	0	K07052	Alouatta
g__Tannerella	0	0	K07052	Alouatta
g__Treponema	0	0	K07052	Alouatta
unclassified	0	0	K07052	Alouatta
Total	6.926	100	K07052	Alouatta
g__Actinobacillus	0	0	K07133	Homo
g__Aggregatibacter	2.023	0.0706921223536318	K07133	Homo
g__Alloprevotella	0.437	0.0152706166428755	K07133	Homo
g__Bacteroides	0	0	K07133	Homo
g__Bacteroidetes_noname	36.882	1.28881208929642	K07133	Homo
g__Bifidobacterium	0	0	K07133	Homo
g__Blautia	0	0	K07133	Homo
g__Campylobacter	1.262	0.0440995839892651	K07133	Homo
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	1.366	0.0477337810850524	K07133	Homo
g__Cryptobacterium	0	0	K07133	Homo
g__Eikenella	21.821	0.762517450261295	K07133	Homo
g__Faecalibacterium	0	0	K07133	Homo
g__Fretibacterium	31.759	1.10979293812605	K07133	Homo
g__Fusobacterium	35.544	1.242056745891	K07133	Homo
g__Haemophilus	0	0	K07133	Homo
g__Kingella	12.446	0.434915548597777	K07133	Homo
g__Lactobacillus	0.309	0.0107977586788296	K07133	Homo
g__Leptotrichia	14.05	0.490966049959727	K07133	Homo
g__Methanobrevibacter	22.421	0.783483971967761	K07133	Homo
g__Neisseria	32.186	1.12471411274048	K07133	Homo
g__Olsenella	22.226	0.776669852413159	K07133	Homo
g__Paracoccus	0	0	K07133	Homo
g__Porphyromonas	47.868	1.67270910174179	K07133	Homo
g__Prevotella	6.144	0.214697182274204	K07133	Homo
g__Propionibacterium	2343.19	81.880906662287	K07133	Homo
g__Selenomonas	3.189	0.111437062869863	K07133	Homo
g__Streptococcus	0.083	0.00290036883606102	K07133	Homo
g__Tannerella	226.499	7.91482699998777	K07133	Homo
Total	2861.705	100	K07133	Homo
g__Actinobacillus	0	0	K07133	Pan
g__Aggregatibacter	0	0	K07133	Pan
g__Alloprevotella	0.14	0.0152291773633508	K07133	Pan
g__Bacteroides	0	0	K07133	Pan
g__Bacteroidetes_noname	83.158	9.04591379415374	K07133	Pan
g__Bifidobacterium	0.8	0.0870238706477187	K07133	Pan
g__Blautia	4.055	0.441102244345624	K07133	Pan
g__Campylobacter	0.15	0.0163169757464472	K07133	Pan
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	9.491	1.03242944539687	K07133	Pan
g__Cryptobacterium	0.068	0.00739702900505609	K07133	Pan
g__Eikenella	0.048	0.00522143223886312	K07133	Pan
g__Faecalibacterium	0	0	K07133	Pan
g__Fretibacterium	38.982	4.24045565698671	K07133	Pan
g__Fusobacterium	56.226	6.11625518879829	K07133	Pan
g__Haemophilus	0	0	K07133	Pan
g__Kingella	0	0	K07133	Pan
g__Lactobacillus	0	0	K07133	Pan
g__Leptotrichia	0	0	K07133	Pan
g__Methanobrevibacter	2.013	0.218973814517322	K07133	Pan
g__Neisseria	0	0	K07133	Pan
g__Olsenella	27.322	2.97208274229621	K07133	Pan
g__Paracoccus	0.119	0.0129448007588482	K07133	Pan
g__Porphyromonas	93.473	10.1679778263178	K07133	Pan
g__Prevotella	3.716	0.404225879158653	K07133	Pan
g__Propionibacterium	251.823	27.3932652226506	K07133	Pan
g__Selenomonas	0	0	K07133	Pan
g__Streptococcus	0	0	K07133	Pan
g__Tannerella	347.704	37.823184899618	K07133	Pan
Total	919.288	100	K07133	Pan
g__Actinobacillus	10.126	2.27848044300536	K07133	Gorilla
g__Aggregatibacter	30.723	6.91307077330177	K07133	Gorilla
g__Alloprevotella	0	0	K07133	Gorilla
g__Bacteroides	0	0	K07133	Gorilla
g__Bacteroidetes_noname	5.2	1.17006698633497	K07133	Gorilla
g__Bifidobacterium	9.043	2.03479149181291	K07133	Gorilla
g__Blautia	0	0	K07133	Gorilla
g__Campylobacter	0	0	K07133	Gorilla
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	0.761	0.171234803192483	K07133	Gorilla
g__Cryptobacterium	3.982	0.8960012960742	K07133	Gorilla
g__Eikenella	0.941	0.211737121950232	K07133	Gorilla
g__Faecalibacterium	0	0	K07133	Gorilla
g__Fretibacterium	0.482	0.108456209117972	K07133	Gorilla
g__Fusobacterium	30.742	6.91734601805954	K07133	Gorilla
g__Haemophilus	0	0	K07133	Gorilla
g__Kingella	0	0	K07133	Gorilla
g__Lactobacillus	0	0	K07133	Gorilla
g__Leptotrichia	0	0	K07133	Gorilla
g__Methanobrevibacter	0.564	0.126907265440946	K07133	Gorilla
g__Neisseria	0.208	0.0468026794533987	K07133	Gorilla
g__Olsenella	3.014	0.678188826310306	K07133	Gorilla
g__Paracoccus	0	0	K07133	Gorilla
g__Porphyromonas	9.573	2.15404831926628	K07133	Gorilla
g__Prevotella	1.335	0.300392197453304	K07133	Gorilla
g__Propionibacterium	233.514	52.5436581244276	K07133	Gorilla
g__Selenomonas	0	0	K07133	Gorilla
g__Streptococcus	0	0	K07133	Gorilla
g__Tannerella	104.211	23.4488174447987	K07133	Gorilla
Total	444.419	100	K07133	Gorilla
g__Actinobacillus	0	0	K07133	Alouatta
g__Aggregatibacter	107.09	86.2300810847807	K07133	Alouatta
g__Alloprevotella	0	0	K07133	Alouatta
g__Bacteroides	0	0	K07133	Alouatta
g__Bacteroidetes_noname	0	0	K07133	Alouatta
g__Bifidobacterium	0.408	0.328526221706887	K07133	Alouatta
g__Blautia	0	0	K07133	Alouatta
g__Campylobacter	0	0	K07133	Alouatta
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	0	0	K07133	Alouatta
g__Cryptobacterium	0	0	K07133	Alouatta
g__Eikenella	0.441	0.355098195521415	K07133	Alouatta
g__Faecalibacterium	0	0	K07133	Alouatta
g__Fretibacterium	0	0	K07133	Alouatta
g__Fusobacterium	0.892	0.718248504319959	K07133	Alouatta
g__Haemophilus	0	0	K07133	Alouatta
g__Kingella	0	0	K07133	Alouatta
g__Lactobacillus	0	0	K07133	Alouatta
g__Leptotrichia	0	0	K07133	Alouatta
g__Methanobrevibacter	0	0	K07133	Alouatta
g__Neisseria	0	0	K07133	Alouatta
g__Olsenella	0	0	K07133	Alouatta
g__Paracoccus	0	0	K07133	Alouatta
g__Porphyromonas	14.229	11.4573519820277	K07133	Alouatta
g__Prevotella	0.959	0.772197663276727	K07133	Alouatta
g__Propionibacterium	0.172	0.138496348366629	K07133	Alouatta
g__Selenomonas	0	0	K07133	Alouatta
g__Streptococcus	0	0	K07133	Alouatta
g__Tannerella	0	0	K07133	Alouatta
Total	124.191	100	K07133	Alouatta
g__Aeromonas	0	0	K07481	Homo
g__Alloprevotella	4.055	0.413414826860239	K07481	Homo
g__Cardiobacterium	16.348	1.66670914661188	K07481	Homo
g__Eikenella	72.425	7.38386407776889	K07481	Homo
g__Enterobacter	2.291	0.233571730785896	K07481	Homo
g__Escherichia	0	0	K07481	Homo
g__Neisseria	488.509	49.8044053402389	K07481	Homo
g__Porphyromonas	255.647	26.0636893322662	K07481	Homo
g__Prevotella	0	0	K07481	Homo
g__Proteus	0	0	K07481	Homo
g__Pseudomonas	10.713	1.09221036748551	K07481	Homo
g__Rhodopseudomonas	0.05	0.00509759342614352	K07481	Homo
g__Tannerella	130.817	13.3370375845563	K07481	Homo
Total	980.855	100	K07481	Homo
g__Aeromonas	0	0	K07481	Pan
g__Alloprevotella	18.688	2.29700546104199	K07481	Pan
g__Cardiobacterium	0	0	K07481	Pan
g__Eikenella	0.522	0.0641607903822729	K07481	Pan
g__Enterobacter	1.688	0.207477804914323	K07481	Pan
g__Escherichia	0	0	K07481	Pan
g__Neisseria	0	0	K07481	Pan
g__Porphyromonas	766.135	94.1682512251392	K07481	Pan
g__Prevotella	0	0	K07481	Pan
g__Proteus	0	0	K07481	Pan
g__Pseudomonas	1.241	0.152535518897319	K07481	Pan
g__Rhodopseudomonas	0	0	K07481	Pan
g__Tannerella	25.307	3.11056919962487	K07481	Pan
Total	813.581	100	K07481	Pan
g__Aeromonas	6.09	5	K07481	Gorilla
g__Alloprevotella	0	0	K07481	Gorilla
g__Cardiobacterium	0	0	K07481	Gorilla
g__Eikenella	0.065	0.0533661740558292	K07481	Gorilla
g__Enterobacter	10.83	8.89162561576355	K07481	Gorilla
g__Escherichia	3.247	2.66584564860427	K07481	Gorilla
g__Neisseria	5.429	4.45730706075534	K07481	Gorilla
g__Porphyromonas	59.045	48.4770114942529	K07481	Gorilla
g__Prevotella	0	0	K07481	Gorilla
g__Proteus	9.865	8.09934318555008	K07481	Gorilla
g__Pseudomonas	15.892	13.047619047619	K07481	Gorilla
g__Rhodopseudomonas	0.093	0.0763546798029557	K07481	Gorilla
g__Tannerella	11.244	9.23152709359606	K07481	Gorilla
Total	121.8	100	K07481	Gorilla
g__Aeromonas	0	0	K07481	Alouatta
g__Alloprevotella	0	0	K07481	Alouatta
g__Cardiobacterium	0	0	K07481	Alouatta
g__Eikenella	2.387	16.9808636266629	K07481	Alouatta
g__Enterobacter	0	0	K07481	Alouatta
g__Escherichia	0	0	K07481	Alouatta
g__Neisseria	10.318	73.4011524507363	K07481	Alouatta
g__Porphyromonas	1.352	9.61798392260084	K07481	Alouatta
g__Prevotella	0	0	K07481	Alouatta
g__Proteus	0	0	K07481	Alouatta
g__Pseudomonas	0	0	K07481	Alouatta
g__Rhodopseudomonas	0	0	K07481	Alouatta
g__Tannerella	0	0	K07481	Alouatta
Total	14.057	100	K07481	Alouatta
g__Acidaminococcus	0	0	K16785	Homo
g__Arcanobacterium	0	0	K16785	Homo
g__Arthrobacter	0	0	K16785	Homo
g__Atopobium	10.045	0.408873012468083	K16785	Homo
g__Bacillus	0	0	K16785	Homo
g__Bifidobacterium	0	0	K16785	Homo
g__Catonella	2.431	0.0989517464718675	K16785	Homo
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	38.747	1.57716302778505	K16785	Homo
g__Clostridium	0.558	0.0227129060186352	K16785	Homo
g__Cryptobacterium	0	0	K16785	Homo
g__Erysipelothrix	0	0	K16785	Homo
g__Escherichia	0	0	K16785	Homo
g__Eubacteriaceae_noname	1.54	0.0626843642808211	K16785	Homo
g__Exiguobacterium	0	0	K16785	Homo
g__Faecalibacterium	0	0	K16785	Homo
g__Filifactor	189.302	7.7053737188883	K16785	Homo
g__Fusobacterium	18.52	0.753840536675848	K16785	Homo
g__Gemella	14.453	0.588296829188771	K16785	Homo
g__Johnsonella	18.161	0.73922775305454	K16785	Homo
g__Kocuria	0	0	K16785	Homo
g__Lachnoanaerobaculum	0.32	0.0130253224479628	K16785	Homo
g__Lachnospiraceae_noname	0.735	0.0299175374976646	K16785	Homo
g__Lactobacillus	0.087	0.00354125954053989	K16785	Homo
g__Lactococcus	0.289	0.0117634943358164	K16785	Homo
g__Leptotrichia	7.95	0.323597854566576	K16785	Homo
g__Lysinibacillus	0	0	K16785	Homo
g__Macrococcus	0	0	K16785	Homo
g__Methanobrevibacter	1.306	0.0531595972407483	K16785	Homo
g__Micromonospora	0	0	K16785	Homo
g__Mogibacterium	4.227	0.172056368711059	K16785	Homo
g__Olsenella	93.693	3.81369230036556	K16785	Homo
g__Parvimonas	0	0	K16785	Homo
g__Peptostreptococcaceae_noname	16.689	0.679311269793911	K16785	Homo
g__Peptostreptococcus	246.93	10.0510714752358	K16785	Homo
g__Propionibacterium	934.567	38.040739138204	K16785	Homo
g__Pseudoramibacter	10.581	0.430690427568421	K16785	Homo
g__Rothia	16.302	0.663558770458406	K16785	Homo
g__Selenomonas	2.024	0.0823851644833648	K16785	Homo
g__Slackia	23.341	0.950075160180938	K16785	Homo
g__Staphylococcus	0.842	0.0342728796912022	K16785	Homo
g__Streptococcus	786.857	32.0283317044896	K16785	Homo
g__Streptomyces	0	0	K16785	Homo
g__Veillonella	16.256	0.661686380356511	K16785	Homo
unclassified	0	0	K16785	Homo
Total	2456.753	100	K16785	Homo
g__Acidaminococcus	0	0	K16785	Pan
g__Arcanobacterium	0	0	K16785	Pan
g__Arthrobacter	0	0	K16785	Pan
g__Atopobium	0	0	K16785	Pan
g__Bacillus	2.184	0.205767326522787	K16785	Pan
g__Bifidobacterium	0.928	0.0874322706104148	K16785	Pan
g__Catonella	0	0	K16785	Pan
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	18.906	1.78124408206951	K16785	Pan
g__Clostridium	0.343	0.0323160224346684	K16785	Pan
g__Cryptobacterium	9.454	0.890716256843601	K16785	Pan
g__Erysipelothrix	0	0	K16785	Pan
g__Escherichia	0.995	0.0937447298031926	K16785	Pan
g__Eubacteriaceae_noname	0	0	K16785	Pan
g__Exiguobacterium	0	0	K16785	Pan
g__Faecalibacterium	0	0	K16785	Pan
g__Filifactor	72.72	6.85137361938509	K16785	Pan
g__Fusobacterium	12.167	1.14632374624668	K16785	Pan
g__Gemella	0	0	K16785	Pan
g__Johnsonella	7.83	0.737709783275375	K16785	Pan
g__Kocuria	0.084	0.0079141279431841	K16785	Pan
g__Lachnoanaerobaculum	0	0	K16785	Pan
g__Lachnospiraceae_noname	0	0	K16785	Pan
g__Lactobacillus	0	0	K16785	Pan
g__Lactococcus	0	0	K16785	Pan
g__Leptotrichia	0	0	K16785	Pan
g__Lysinibacillus	1.461	0.137649296726095	K16785	Pan
g__Macrococcus	0.111	0.0104579547820647	K16785	Pan
g__Methanobrevibacter	0	0	K16785	Pan
g__Micromonospora	0.831	0.0782933371522141	K16785	Pan
g__Mogibacterium	0	0	K16785	Pan
g__Olsenella	609.326	57.408141941769	K16785	Pan
g__Parvimonas	0	0	K16785	Pan
g__Peptostreptococcaceae_noname	0.131	0.0123422709590133	K16785	Pan
g__Peptostreptococcus	59.455	5.60160091502394	K16785	Pan
g__Propionibacterium	53.29	5.02076045347953	K16785	Pan
g__Pseudoramibacter	15.069	1.41973802352192	K16785	Pan
g__Rothia	0.351	0.0330697489054478	K16785	Pan
g__Selenomonas	0	0	K16785	Pan
g__Slackia	192.415	18.1285348593782	K16785	Pan
g__Staphylococcus	0.324	0.0305259220665672	K16785	Pan
g__Streptococcus	0	0	K16785	Pan
g__Streptomyces	3.018	0.284343311101543	K16785	Pan
g__Veillonella	0	0	K16785	Pan
unclassified	0	0	K16785	Pan
Total	1061.393	100	K16785	Pan
g__Acidaminococcus	1.027	0.185831900841401	K16785	Gorilla
g__Arcanobacterium	0.331	0.0598932416538496	K16785	Gorilla
g__Arthrobacter	0.092	0.0166470641454809	K16785	Gorilla
g__Atopobium	0	0	K16785	Gorilla
g__Bacillus	0	0	K16785	Gorilla
g__Bifidobacterium	15.188	2.7482131547996	K16785	Gorilla
g__Catonella	0	0	K16785	Gorilla
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	2.178	0.394101149009319	K16785	Gorilla
g__Clostridium	0.104	0.0188184203383697	K16785	Gorilla
g__Cryptobacterium	6.708	1.21378811182484	K16785	Gorilla
g__Erysipelothrix	0.807	0.146023703971772	K16785	Gorilla
g__Escherichia	7.263	1.31421333574595	K16785	Gorilla
g__Eubacteriaceae_noname	0	0	K16785	Gorilla
g__Exiguobacterium	6.983	1.26354835791188	K16785	Gorilla
g__Faecalibacterium	0	0	K16785	Gorilla
g__Filifactor	1.817	0.328779516873247	K16785	Gorilla
g__Fusobacterium	9.214	1.66723966343979	K16785	Gorilla
g__Gemella	0	0	K16785	Gorilla
g__Johnsonella	0.198	0.0358273771826653	K16785	Gorilla
g__Kocuria	0	0	K16785	Gorilla
g__Lachnoanaerobaculum	0	0	K16785	Gorilla
g__Lachnospiraceae_noname	0	0	K16785	Gorilla
g__Lactobacillus	6.433	1.16402786573781	K16785	Gorilla
g__Lactococcus	0	0	K16785	Gorilla
g__Leptotrichia	0	0	K16785	Gorilla
g__Lysinibacillus	0	0	K16785	Gorilla
g__Macrococcus	0.141	0.0255134352664435	K16785	Gorilla
g__Methanobrevibacter	1.757	0.317922735908803	K16785	Gorilla
g__Micromonospora	0	0	K16785	Gorilla
g__Mogibacterium	0	0	K16785	Gorilla
g__Olsenella	232.835	42.1306432642721	K16785	Gorilla
g__Parvimonas	0	0	K16785	Gorilla
g__Peptostreptococcaceae_noname	0	0	K16785	Gorilla
g__Peptostreptococcus	0	0	K16785	Gorilla
g__Propionibacterium	78.528	14.2093549262644	K16785	Gorilla
g__Pseudoramibacter	0.446	0.0807020718357007	K16785	Gorilla
g__Rothia	70.811	12.8129919478875	K16785	Gorilla
g__Selenomonas	0	0	K16785	Gorilla
g__Slackia	92.686	16.7711933411743	K16785	Gorilla
g__Staphylococcus	4.238	0.766850628788564	K16785	Gorilla
g__Streptococcus	12.525	2.26635302632769	K16785	Gorilla
g__Streptomyces	0	0	K16785	Gorilla
g__Veillonella	0.34	0.0615217587985162	K16785	Gorilla
unclassified	0	0	K16785	Gorilla
Total	552.65	100	K16785	Gorilla
g__Acidaminococcus	0	0	K16785	Alouatta
g__Arcanobacterium	0	0	K16785	Alouatta
g__Arthrobacter	0	0	K16785	Alouatta
g__Atopobium	0	0	K16785	Alouatta
g__Bacillus	0	0	K16785	Alouatta
g__Bifidobacterium	0.375	1.77885299558844	K16785	Alouatta
g__Catonella	0.1	0.474360798823585	K16785	Alouatta
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	0	0	K16785	Alouatta
g__Clostridium	0	0	K16785	Alouatta
g__Cryptobacterium	0	0	K16785	Alouatta
