Pathway_name	Pathway_number	KOrtholog	Enzyme_name
Steroid hormone biosynthesis	ko00140	K13373	17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.270 1.1.1.62]
Steroid hormone biosynthesis	ko00140	K13370	17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.239 1.1.1.62]
Steroid hormone biosynthesis	ko00140	K10251	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.330 1.1.1.62]
Steroid hormone biosynthesis	ko00140	K22970	17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.270 1.1.1.62]
Steroid hormone biosynthesis	ko00140	K07408	cytochrome P450 family 1 subfamily A polypeptide 1 [EC:1.14.14.1]
Steroid hormone biosynthesis	ko00140	K07409	cytochrome P450 family 1 subfamily A polypeptide 2 [EC:1.14.14.1]
Steroid hormone biosynthesis	ko00140	K07412	cytochrome P450 family 2 subfamily B [EC:1.14.14.1]
Steroid hormone biosynthesis	ko00140	K07413	cytochrome P450 family 2 subfamily C [EC:1.14.14.1]
Steroid hormone biosynthesis	ko00140	K07414	cytochrome P450 family 2 subfamily D [EC:1.14.14.1]
Steroid hormone biosynthesis	ko00140	K17690	cytochrome P450 family 3 subfamily A polypeptide 5 [EC:1.14.14.1]
Steroid hormone biosynthesis	ko00140	K17691	cytochrome P450 family 3 subfamily A polypeptide 7 [EC:1.14.14.1]
Steroid hormone biosynthesis	ko00140	K07424	cytochrome P450 family 3 subfamily A [EC:1.14.14.1]
Steroid hormone biosynthesis	ko00140	K07415	cytochrome P450 family 2 subfamily E polypeptide 1 [EC:1.14.13.-]
Steroid hormone biosynthesis	ko00140	K17689	cytochrome P450 family 3 subfamily A polypeptide 4 [EC:1.14.13.- 1.14.14.73 1.14.14.57 1.14.14.56 1.14.14.55 1.14.13.32]
Steroid hormone biosynthesis	ko00140	K07410	cytochrome P450 family 1 subfamily B polypeptide 1 [EC:1.14.14.1]
Steroid hormone biosynthesis	ko00140	K07434	aromatase [EC:1.14.14.14]
Steroid hormone biosynthesis	ko00140	K00489	cholesterol 7alpha-monooxygenase [EC:1.14.14.23]
Steroid hormone biosynthesis	ko00140	K00699	glucuronosyltransferase [EC:2.4.1.17]
Steroid hormone biosynthesis	ko00140	K00545	catechol O-methyltransferase [EC:2.1.1.6]
Steroid hormone biosynthesis	ko00140	K05296	3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51]
Steroid hormone biosynthesis	ko00140	K10207	testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64]
Glycerolipid metabolism	ko00561	K00865	glycerate 2-kinase [EC:2.7.1.165]
Glycerolipid metabolism	ko00561	K11529	glycerate 2-kinase [EC:2.7.1.165]
Glycerolipid metabolism	ko00561	K15918	D-glycerate 3-kinase [EC:2.7.1.31]
Glycerolipid metabolism	ko00561	K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
Glycerolipid metabolism	ko00561	K14085	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.3 1.2.1.8 1.2.1.31]
Glycerolipid metabolism	ko00561	K00149	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.3 1.2.1.47]
Glycerolipid metabolism	ko00561	K00011	aldehyde reductase [EC:1.1.1.21]
Glycerolipid metabolism	ko00561	K00002	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
Glycerolipid metabolism	ko00561	K00863	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:4.6.1.15 2.7.1.29 2.7.1.28]
Glycerolipid metabolism	ko00561	K05878	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]
Glycerolipid metabolism	ko00561	K05879	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]
Glycerolipid metabolism	ko00561	K05881	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]
Glycerolipid metabolism	ko00561	K00005	glycerol dehydrogenase [EC:1.1.1.6]
Glycerolipid metabolism	ko00561	K22251	glycerol dehydrogenase [EC:1.1.1.6]
Glycerolipid metabolism	ko00561	K18097	glycerol 2-dehydrogenase (NADP+) [EC:1.1.1.156]
Glycerolipid metabolism	ko00561	K00864	glycerol kinase [EC:2.7.1.30]
Glycerolipid metabolism	ko00561	K06116	glycerol-1-phosphatase [EC:3.1.3.21]
Glycerolipid metabolism	ko00561	K06117	glycerol-1-phosphatase [EC:3.1.3.21]
Glycerolipid metabolism	ko00561	K00629	glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]
Glycerolipid metabolism	ko00561	K13506	glycerol-3-phosphate O-acyltransferase 3/4 [EC:2.3.1.15]
Glycerolipid metabolism	ko00561	K13507	glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.42 2.3.1.15]
Glycerolipid metabolism	ko00561	K00630	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]
Glycerolipid metabolism	ko00561	K13508	glycerol-3-phosphate acyltransferase [EC:2.3.1.198 2.3.1.15]
Glycerolipid metabolism	ko00561	K00631	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]
Glycerolipid metabolism	ko00561	K03621	phosphate acyltransferase [EC:2.3.1.274]
Glycerolipid metabolism	ko00561	K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
Glycerolipid metabolism	ko00561	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
Glycerolipid metabolism	ko00561	K13509	lysophosphatidate acyltransferase [EC:2.3.1.51]
Glycerolipid metabolism	ko00561	K13523	lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.- 2.3.1.51]
Glycerolipid metabolism	ko00561	K19007	lysophosphatidiate acyltransferase [EC:2.3.1.51]
Glycerolipid metabolism	ko00561	K13513	lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.-]
Glycerolipid metabolism	ko00561	K13517	lysophospholipid acyltransferase 1/2 [EC:2.3.1.- 2.3.1.51]
Glycerolipid metabolism	ko00561	K13519	lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.23 2.3.1.51]
Glycerolipid metabolism	ko00561	K22831	1-acylglycerol-3-phosphate O-acyltransferase [EC:2.3.1.51]
Glycerolipid metabolism	ko00561	K01080	phosphatidate phosphatase [EC:3.1.3.4]
Glycerolipid metabolism	ko00561	K15728	phosphatidate phosphatase LPIN [EC:3.1.3.4]
Glycerolipid metabolism	ko00561	K18693	diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.4 3.1.3.81]
Glycerolipid metabolism	ko00561	K00901	diacylglycerol kinase (ATP) [EC:2.7.1.107]
Glycerolipid metabolism	ko00561	K07029	diacylglycerol kinase (ATP) [EC:2.7.1.107]
Glycerolipid metabolism	ko00561	K11155	diacylglycerol O-acyltransferase 1 [EC:2.3.1.76 2.3.1.75 2.3.1.20]
Glycerolipid metabolism	ko00561	K11160	diacylglycerol O-acyltransferase 2 [EC:2.3.1.75 2.3.1.20]
Glycerolipid metabolism	ko00561	K14456	2-acylglycerol O-acyltransferase 3 [EC:2.3.1.22 2.3.1.20]
Glycerolipid metabolism	ko00561	K22848	diacylglycerol O-acyltransferase 2, plant [EC:2.3.1.20]
Glycerolipid metabolism	ko00561	K22849	diacylglycerol O-acyltransferase 3, plant [EC:2.3.1.20]
Glycerolipid metabolism	ko00561	K00635	diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.75 2.3.1.20]
Glycerolipid metabolism	ko00561	K18851	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:2.3.1.122 2.3.1.20]
Glycerolipid metabolism	ko00561	K00679	phospholipid:diacylglycerol acyltransferase [EC:2.3.1.158]
Glycerolipid metabolism	ko00561	K01046	triacylglycerol lipase [EC:3.1.1.3]
Glycerolipid metabolism	ko00561	K12298	bile salt-stimulated lipase [EC:3.1.1.3 3.1.1.13]
Glycerolipid metabolism	ko00561	K16816	patatin-like phospholipase domain-containing protein 2 [EC:3.1.1.3]
Glycerolipid metabolism	ko00561	K13534	patatin-like phospholipase domain-containing protein 3 [EC:2.3.1.- 3.1.1.3]
Glycerolipid metabolism	ko00561	K14073	pancreatic triacylglycerol lipase [EC:3.1.1.3]
Glycerolipid metabolism	ko00561	K14074	pancreatic lipase-related protein 1 [EC:3.1.1.3]
Glycerolipid metabolism	ko00561	K14075	pancreatic lipase-related protein 2 [EC:3.1.1.3]
Glycerolipid metabolism	ko00561	K14076	pancreatic lipase-related protein 3 [EC:3.1.1.3]
Glycerolipid metabolism	ko00561	K22283	hepatic triacylglycerol lipase [EC:3.1.1.3]
Glycerolipid metabolism	ko00561	K14452	gastric triacylglycerol lipase [EC:3.1.1.3]
Glycerolipid metabolism	ko00561	K22284	endothelial lipase [EC:3.1.1.3]
Glycerolipid metabolism	ko00561	K14675	TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:2.3.1.- 3.1.1.3]
Glycerolipid metabolism	ko00561	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:2.3.1.51 3.1.1.4 3.1.1.13 3.1.1.3]
Glycerolipid metabolism	ko00561	K17900	lipase ATG15 [EC:3.1.1.3]
Glycerolipid metabolism	ko00561	K01059	lipoprotein lipase [EC:3.1.1.34]
Glycerolipid metabolism	ko00561	K09881	acylglycerol kinase [EC:2.7.1.94]
Glycerolipid metabolism	ko00561	K01054	acylglycerol lipase [EC:3.1.1.23]
Glycerolipid metabolism	ko00561	K14458	2-acylglycerol O-acyltransferase 1 [EC:2.3.1.22]
Glycerolipid metabolism	ko00561	K14457	2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22]
Glycerolipid metabolism	ko00561	K19002	1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]
Glycerolipid metabolism	ko00561	K03429	processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]
Glycerolipid metabolism	ko00561	K19004	processive 1,2-diacylglycerol beta-glycosyltransferase [EC:2.4.1.- 2.4.1.315]
Glycerolipid metabolism	ko00561	K19003	1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]
Glycerolipid metabolism	ko00561	K20024	monoglucosyldiacylglycerol epimerase [EC:5.1.3.34]
Glycerolipid metabolism	ko00561	K13677	1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]
Glycerolipid metabolism	ko00561	K19005	lipoteichoic acid synthase [EC:2.7.8.20]
Glycerolipid metabolism	ko00561	K22920	UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
Glycerolipid metabolism	ko00561	K06118	UDP-sulfoquinovose synthase [EC:3.13.1.1]
Glycerolipid metabolism	ko00561	K06119	sulfoquinovosyltransferase [EC:2.4.1.-]
Glycerolipid metabolism	ko00561	K03715	1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]
Glycerolipid metabolism	ko00561	K09480	digalactosyldiacylglycerol synthase [EC:2.4.1.241]
Glycerolipid metabolism	ko00561	K01189	alpha-galactosidase [EC:3.2.1.22]
Glycerolipid metabolism	ko00561	K07406	alpha-galactosidase [EC:3.2.1.22]
Glycerolipid metabolism	ko00561	K07407	alpha-galactosidase [EC:3.2.1.22]
Glycerolipid metabolism	ko00561	K21362	galactolipid galactosyltransferase [EC:2.4.1.184]
Glycerolipid metabolism	ko00561	K06120	glycerol dehydratase large subunit [EC:4.2.1.30]
Glycerolipid metabolism	ko00561	K06121	glycerol dehydratase medium subunit [EC:4.2.1.30]
Glycerolipid metabolism	ko00561	K06122	glycerol dehydratase small subunit [EC:4.2.1.30]
Glycerolipid metabolism	ko00561	K00086	1,3-propanediol dehydrogenase [EC:1.1.1.202]
Glycerophospholipid metabolism	ko00564	K00006	glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]
Glycerophospholipid metabolism	ko00564	K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
Glycerophospholipid metabolism	ko00564	K00105	alpha-glycerophosphate oxidase [EC:1.1.3.21]
Glycerophospholipid metabolism	ko00564	K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
Glycerophospholipid metabolism	ko00564	K00112	glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]
Glycerophospholipid metabolism	ko00564	K00113	glycerol-3-phosphate dehydrogenase subunit C
Glycerophospholipid metabolism	ko00564	K00629	glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]
Glycerophospholipid metabolism	ko00564	K13506	glycerol-3-phosphate O-acyltransferase 3/4 [EC:2.3.1.15]
Glycerophospholipid metabolism	ko00564	K13507	glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.42 2.3.1.15]
Glycerophospholipid metabolism	ko00564	K00630	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]
Glycerophospholipid metabolism	ko00564	K13508	glycerol-3-phosphate acyltransferase [EC:2.3.1.198 2.3.1.15]
Glycerophospholipid metabolism	ko00564	K00631	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]
Glycerophospholipid metabolism	ko00564	K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
Glycerophospholipid metabolism	ko00564	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
Glycerophospholipid metabolism	ko00564	K13509	lysophosphatidate acyltransferase [EC:2.3.1.51]
Glycerophospholipid metabolism	ko00564	K13523	lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.- 2.3.1.51]
Glycerophospholipid metabolism	ko00564	K19007	lysophosphatidiate acyltransferase [EC:2.3.1.51]
Glycerophospholipid metabolism	ko00564	K13513	lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.-]
Glycerophospholipid metabolism	ko00564	K13517	lysophospholipid acyltransferase 1/2 [EC:2.3.1.- 2.3.1.51]
Glycerophospholipid metabolism	ko00564	K13519	lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.23 2.3.1.51]
Glycerophospholipid metabolism	ko00564	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:2.3.1.51 3.1.1.4 3.1.1.13 3.1.1.3]
Glycerophospholipid metabolism	ko00564	K22831	1-acylglycerol-3-phosphate O-acyltransferase [EC:2.3.1.51]
Glycerophospholipid metabolism	ko00564	K00649	glyceronephosphate O-acyltransferase [EC:2.3.1.42]
Glycerophospholipid metabolism	ko00564	K06123	1-acylglycerone phosphate reductase [EC:1.1.1.101]
Glycerophospholipid metabolism	ko00564	K00980	glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]
Glycerophospholipid metabolism	ko00564	K01517	manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.53 3.6.1.16 3.6.1.13]
Glycerophospholipid metabolism	ko00564	K01080	phosphatidate phosphatase [EC:3.1.3.4]
Glycerophospholipid metabolism	ko00564	K15728	phosphatidate phosphatase LPIN [EC:3.1.3.4]
Glycerophospholipid metabolism	ko00564	K18693	diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.4 3.1.3.81]
Glycerophospholipid metabolism	ko00564	K00901	diacylglycerol kinase (ATP) [EC:2.7.1.107]
Glycerophospholipid metabolism	ko00564	K07029	diacylglycerol kinase (ATP) [EC:2.7.1.107]
Glycerophospholipid metabolism	ko00564	K16368	diacylglycerol kinase (CTP) [EC:2.7.1.174]
Glycerophospholipid metabolism	ko00564	K00994	diacylglycerol cholinephosphotransferase [EC:2.7.8.2]
Glycerophospholipid metabolism	ko00564	K13644	choline/ethanolamine phosphotransferase [EC:2.7.8.2 2.7.8.1]
Glycerophospholipid metabolism	ko00564	K01114	phospholipase C [EC:3.1.4.3]
Glycerophospholipid metabolism	ko00564	K16619	phospholipase C / alpha-toxin [EC:3.1.4.3]
Glycerophospholipid metabolism	ko00564	K18694	phosphatidylglycerol phospholipase C [EC:3.1.4.-]
Glycerophospholipid metabolism	ko00564	K01115	phospholipase D1/2 [EC:3.1.4.4]
Glycerophospholipid metabolism	ko00564	K16860	phospholipase D3/4 [EC:3.1.4.4]
Glycerophospholipid metabolism	ko00564	K17717	phospholipase D [EC:3.1.4.4]
Glycerophospholipid metabolism	ko00564	K00650	lecithin-cholesterol acyltransferase [EC:2.3.1.43]
Glycerophospholipid metabolism	ko00564	K01047	secretory phospholipase A2 [EC:3.1.1.4]
Glycerophospholipid metabolism	ko00564	K16342	cytosolic phospholipase A2 [EC:3.1.1.4]
Glycerophospholipid metabolism	ko00564	K16343	calcium-independent phospholipase A2 [EC:3.1.1.4]
Glycerophospholipid metabolism	ko00564	K14621	phospholipase B1, membrane-associated [EC:3.1.1.5 3.1.1.4]
Glycerophospholipid metabolism	ko00564	K16817	HRAS-like suppressor 3 [EC:3.1.1.4 3.1.1.32]
Glycerophospholipid metabolism	ko00564	K01058	phospholipase A1/A2 [EC:3.1.1.4 3.1.1.32]
Glycerophospholipid metabolism	ko00564	K13510	lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [EC:2.3.1.67 2.3.1.23]
Glycerophospholipid metabolism	ko00564	K13512	lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.23]
Glycerophospholipid metabolism	ko00564	K13515	lysophospholipid acyltransferase 5 [EC:2.3.1.- 2.3.1.23]
Glycerophospholipid metabolism	ko00564	K16818	phospholipase A1 [EC:3.1.1.32]
Glycerophospholipid metabolism	ko00564	K22389	phospholipase A1 [EC:3.1.1.32]
Glycerophospholipid metabolism	ko00564	K06128	lysophospholipase I [EC:3.1.1.5]
Glycerophospholipid metabolism	ko00564	K06129	lysophospholipase III [EC:3.1.1.5]
Glycerophospholipid metabolism	ko00564	K06130	lysophospholipase II [EC:3.1.1.5]
Glycerophospholipid metabolism	ko00564	K13333	lysophospholipase [EC:3.1.1.5]
Glycerophospholipid metabolism	ko00564	K01048	lysophospholipase [EC:3.1.1.5]
Glycerophospholipid metabolism	ko00564	K14676	lysophospholipid hydrolase [EC:3.1.1.5]
Glycerophospholipid metabolism	ko00564	K18695	glycerophosphocholine phosphodiesterase GPCPD1 [EC:3.1.4.2]
Glycerophospholipid metabolism	ko00564	K18696	glycerophosphodiester phosphodiesterase [EC:3.1.4.46]
Glycerophospholipid metabolism	ko00564	K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
Glycerophospholipid metabolism	ko00564	K00623	choline O-acetyltransferase [EC:2.3.1.6]
Glycerophospholipid metabolism	ko00564	K01049	acetylcholinesterase [EC:3.1.1.7]
Glycerophospholipid metabolism	ko00564	K00866	choline kinase [EC:2.7.1.32]
Glycerophospholipid metabolism	ko00564	K14156	choline/ethanolamine kinase [EC:2.7.1.82 2.7.1.32]
Glycerophospholipid metabolism	ko00564	K06124	phosphoethanolamine/phosphocholine phosphatase [EC:3.1.3.75]
Glycerophospholipid metabolism	ko00564	K00968	choline-phosphate cytidylyltransferase [EC:2.7.7.15]
Glycerophospholipid metabolism	ko00564	K00993	ethanolaminephosphotransferase [EC:2.7.8.1]
Glycerophospholipid metabolism	ko00564	K05939	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20 2.3.1.40]
Glycerophospholipid metabolism	ko00564	K00894	ethanolamine kinase [EC:2.7.1.82]
Glycerophospholipid metabolism	ko00564	K00967	ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14]
Glycerophospholipid metabolism	ko00564	K05929	phosphoethanolamine N-methyltransferase [EC:2.1.1.103]
Glycerophospholipid metabolism	ko00564	K04019	ethanolamine utilization protein EutA
Glycerophospholipid metabolism	ko00564	K03735	ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]
Glycerophospholipid metabolism	ko00564	K03736	ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]
Glycerophospholipid metabolism	ko00564	K14286	ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]
Glycerophospholipid metabolism	ko00564	K00551	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71 2.1.1.17]
Glycerophospholipid metabolism	ko00564	K16369	phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17]
Glycerophospholipid metabolism	ko00564	K00550	phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71]
Glycerophospholipid metabolism	ko00564	K00570	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71 2.1.1.17]
Glycerophospholipid metabolism	ko00564	K01521	CDP-diacylglycerol pyrophosphatase [EC:3.6.1.26]
Glycerophospholipid metabolism	ko00564	K00981	phosphatidate cytidylyltransferase [EC:2.7.7.41]
Glycerophospholipid metabolism	ko00564	K01004	phosphatidylcholine synthase [EC:2.7.8.24]
Glycerophospholipid metabolism	ko00564	K00998	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
Glycerophospholipid metabolism	ko00564	K17103	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
Glycerophospholipid metabolism	ko00564	K08729	phosphatidylserine synthase 1 [EC:2.7.8.-]
Glycerophospholipid metabolism	ko00564	K08730	phosphatidylserine synthase 2 [EC:2.7.8.29]
Glycerophospholipid metabolism	ko00564	K01613	phosphatidylserine decarboxylase [EC:4.1.1.65]
Glycerophospholipid metabolism	ko00564	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
Glycerophospholipid metabolism	ko00564	K01094	phosphatidylglycerophosphatase GEP4 [EC:3.1.3.27]
Glycerophospholipid metabolism	ko00564	K01095	phosphatidylglycerophosphatase A [EC:3.1.3.27]
Glycerophospholipid metabolism	ko00564	K01096	phosphatidylglycerophosphatase B [EC:3.6.1.27 3.1.3.4 3.1.3.81 3.1.3.27]
Glycerophospholipid metabolism	ko00564	K18697	phosphatidylglycerophosphatase C [EC:3.1.3.27]
Glycerophospholipid metabolism	ko00564	K06131	cardiolipin synthase A/B [EC:2.7.8.-]
Glycerophospholipid metabolism	ko00564	K06132	cardiolipin synthase C [EC:2.7.8.-]
Glycerophospholipid metabolism	ko00564	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
Glycerophospholipid metabolism	ko00564	K13511	monolysocardiolipin acyltransferase [EC:2.3.1.-]
Glycerophospholipid metabolism	ko00564	K13535	cardiolipin-specific phospholipase [EC:3.1.1.-]
Glycerophospholipid metabolism	ko00564	K13514	lysophosphatidylglycerol acyltransferase 1 [EC:2.3.1.-]
Glycerophospholipid metabolism	ko00564	K00999	CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11]
Glycerophospholipid metabolism	ko00564	K13516	lysophospholipid acyltransferase 7 [EC:2.3.1.-]
Glycerophospholipid metabolism	ko00564	K13621	betaine lipid synthase
Glycerophospholipid metabolism	ko00564	K13622	S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase
Glycerophospholipid metabolism	ko00564	K13623	S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
Glycerophospholipid metabolism	ko00564	K00096	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]
Glycerophospholipid metabolism	ko00564	K17104	phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]
Glycerophospholipid metabolism	ko00564	K17105	geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]
Glycerophospholipid metabolism	ko00564	K19664	CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase [EC:2.7.7.67]
Glycerophospholipid metabolism	ko00564	K19665	archaetidylserine synthase [EC:2.7.8.38]
Glycerophospholipid metabolism	ko00564	K17830	digeranylgeranylglycerophospholipid reductase [EC:1.3.7.11 1.3.1.101]
Ether lipid metabolism	ko00565	K00803	alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]
Ether lipid metabolism	ko00565	K06123	1-acylglycerone phosphate reductase [EC:1.1.1.101]
Ether lipid metabolism	ko00565	K01080	phosphatidate phosphatase [EC:3.1.3.4]
Ether lipid metabolism	ko00565	K00993	ethanolaminephosphotransferase [EC:2.7.8.1]
Ether lipid metabolism	ko00565	K00994	diacylglycerol cholinephosphotransferase [EC:2.7.8.2]
Ether lipid metabolism	ko00565	K13644	choline/ethanolamine phosphotransferase [EC:2.7.8.2 2.7.8.1]
Ether lipid metabolism	ko00565	K01047	secretory phospholipase A2 [EC:3.1.1.4]
Ether lipid metabolism	ko00565	K16342	cytosolic phospholipase A2 [EC:3.1.1.4]
Ether lipid metabolism	ko00565	K16343	calcium-independent phospholipase A2 [EC:3.1.1.4]
Ether lipid metabolism	ko00565	K14621	phospholipase B1, membrane-associated [EC:3.1.1.5 3.1.1.4]
Ether lipid metabolism	ko00565	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:2.3.1.51 3.1.1.4 3.1.1.13 3.1.1.3]
Ether lipid metabolism	ko00565	K16817	HRAS-like suppressor 3 [EC:3.1.1.4 3.1.1.32]
Ether lipid metabolism	ko00565	K01058	phospholipase A1/A2 [EC:3.1.1.4 3.1.1.32]
Ether lipid metabolism	ko00565	K13512	lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.23]
Ether lipid metabolism	ko00565	K08743	ectonucleotide pyrophosphatase/phosphodiesterase family member 6 [EC:3.1.4.-]
Ether lipid metabolism	ko00565	K01122	ectonucleotide pyrophosphatase/phosphodiesterase family member 2 [EC:3.1.4.39]
Ether lipid metabolism	ko00565	K22387	lysophospholipase D [EC:3.1.4.39]
Ether lipid metabolism	ko00565	K18575	alkenylglycerophosphocholine hydrolase [EC:3.3.2.2]
Ether lipid metabolism	ko00565	K01114	phospholipase C [EC:3.1.4.3]
Ether lipid metabolism	ko00565	K16619	phospholipase C / alpha-toxin [EC:3.1.4.3]
Ether lipid metabolism	ko00565	K01115	phospholipase D1/2 [EC:3.1.4.4]
Ether lipid metabolism	ko00565	K16860	phospholipase D3/4 [EC:3.1.4.4]
Ether lipid metabolism	ko00565	K17717	phospholipase D [EC:3.1.4.4]
Ether lipid metabolism	ko00565	K04628	ceramide galactosyltransferase [EC:2.4.1.47]
Ether lipid metabolism	ko00565	K01019	galactosylceramide sulfotransferase [EC:2.8.2.11]
Ether lipid metabolism	ko00565	K13510	lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [EC:2.3.1.67 2.3.1.23]
Ether lipid metabolism	ko00565	K13519	lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.23 2.3.1.51]
Ether lipid metabolism	ko00565	K16794	platelet-activating factor acetylhydrolase IB subunit alpha
Ether lipid metabolism	ko00565	K16795	platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47]
Ether lipid metabolism	ko00565	K01062	platelet-activating factor acetylhydrolase [EC:3.1.1.47]
Sphingolipid metabolism	ko00600	K00654	serine palmitoyltransferase [EC:2.3.1.50]
Sphingolipid metabolism	ko00600	K04708	3-dehydrosphinganine reductase [EC:1.1.1.102]
Sphingolipid metabolism	ko00600	K04709	Acyl-CoA-dependent ceramide synthase [EC:2.3.1.24]
Sphingolipid metabolism	ko00600	K04710	ceramide synthetase [EC:2.3.1.24]
Sphingolipid metabolism	ko00600	K12348	acid ceramidase [EC:3.5.1.23]
