Genus	Sum	Percent	KOrtholog	Host_Genus
g__Corynebacterium	0.427	0.17302089622393	K00674	Alouatta
g__Enterobacter	0	0	K00674	Alouatta
g__Escherichia	0	0	K00674	Alouatta
g__Exiguobacterium	0	0	K00674	Alouatta
g__Haemophilus	0	0	K00674	Alouatta
g__Klebsiella	0	0	K00674	Alouatta
g__Kocuria	0	0	K00674	Alouatta
g__Lactococcus	0	0	K00674	Alouatta
g__Leptotrichia	0	0	K00674	Alouatta
g__Macrococcus	0	0	K00674	Alouatta
g__Micrococcus	0	0	K00674	Alouatta
g__Micromonospora	0	0	K00674	Alouatta
g__Neisseria	3.171	1.28489288507279	K00674	Alouatta
g__Nitrosomonas	0	0	K00674	Alouatta
g__Nitrosospira	0	0	K00674	Alouatta
g__Oligotropha	0	0	K00674	Alouatta
g__Paracoccus	0	0	K00674	Alouatta
g__Propionibacterium	4.081	1.6536259425992	K00674	Alouatta
g__Pseudomonas	0	0	K00674	Alouatta
g__Rhodanobacter	0	0	K00674	Alouatta
g__Rhodopseudomonas	0.26	0.105352302150403	K00674	Alouatta
g__Rothia	0	0	K00674	Alouatta
g__Stenotrophomonas	0.278	0.112645923068507	K00674	Alouatta
g__Streptococcus	0.212	0.0859026463687898	K00674	Alouatta
g__Streptomyces	0.439	0.177883310169334	K00674	Alouatta
g__Streptosporangium	0	0	K00674	Alouatta
g__Variovorax	0	0	K00674	Alouatta
unclassified	174.812	70.8340255519853	K00674	Alouatta
Total	246.791	100	K00674	Alouatta
g__Acidaminococcus	0	0	K01657	Homo
g__Acidovorax	0	0	K01657	Homo
g__Actinobacillus	0	0	K01657	Homo
g__Advenella	0	0	K01657	Homo
g__Aggregatibacter	41.448	5.76429635336772	K01657	Homo
g__Arthrobacter	0	0	K01657	Homo
g__Bacteroides	0	0	K01657	Homo
g__Campylobacter	0	0	K01657	Homo
g__Chlorobium	2.851	0.396497030096781	K01657	Homo
g__Citrobacter	0	0	K01657	Homo
g__Debaryomyces	0	0	K01657	Homo
g__Desulfovibrio	0	0	K01657	Homo
g__Enterobacter	0.07	0.00973510771896691	K01657	Homo
g__Escherichia	0	0	K01657	Homo
g__Exiguobacterium	0	0	K01657	Homo
g__Haemophilus	3.978	0.553232264372148	K01657	Homo
g__Kocuria	0.974	0.135457070261054	K01657	Homo
g__Lactococcus	0	0	K01657	Homo
g__Leptotrichia	4.84	0.673113162282855	K01657	Homo
g__Lysinibacillus	0	0	K01657	Homo
g__Malassezia	4.913	0.683265488904063	K01657	Homo
g__Methanobrevibacter	0.988	0.137404091804847	K01657	Homo
g__Micrococcus	0.176	0.0244768422648311	K01657	Homo
g__Micromonospora	0	0	K01657	Homo
g__Morganella	0	0	K01657	Homo
g__Neisseria	83.166	11.5661424079372	K01657	Homo
g__Nitrosomonas	0	0	K01657	Homo
g__Nitrosospira	0	0	K01657	Homo
g__Paracoccus	0	0	K01657	Homo
g__Prevotella	0	0	K01657	Homo
g__Propionibacterium	270.449	37.6121449640983	K01657	Homo
g__Pseudomonas	0.862	0.119880897910707	K01657	Homo
g__Rhodanobacter	0	0	K01657	Homo
g__Rhodococcus	0	0	K01657	Homo
g__Rothia	6.981	0.970868385515829	K01657	Homo
g__Staphylococcus	0.865	0.120298116812948	K01657	Homo
g__Stenotrophomonas	0.518	0.0720397971203551	K01657	Homo
g__Streptococcus	217.187	30.2048405737038	K01657	Homo
g__Streptomyces	0.758	0.10541730929967	K01657	Homo
g__Variovorax	0.605	0.0841391452853569	K01657	Homo
g__Veillonella	9.419	1.3099282800707	K01657	Homo
unclassified	67.999	9.45682271117187	K01657	Homo
Total	719.047	100	K01657	Homo
g__Acidaminococcus	0	0	K01657	Pan
g__Acidovorax	0	0	K01657	Pan
g__Actinobacillus	0	0	K01657	Pan
g__Advenella	0.146	0.405004299703182	K01657	Pan
g__Aggregatibacter	0.059	0.16366612111293	K01657	Pan
g__Arthrobacter	0	0	K01657	Pan
g__Bacteroides	0	0	K01657	Pan
g__Campylobacter	0	0	K01657	Pan
g__Chlorobium	0	0	K01657	Pan
g__Citrobacter	0	0	K01657	Pan
g__Debaryomyces	0.044	0.122056090321507	K01657	Pan
g__Desulfovibrio	0.079	0.21914616216816	K01657	Pan
g__Enterobacter	1.552	4.30525118588588	K01657	Pan
g__Escherichia	0.058	0.160892119060168	K01657	Pan
g__Exiguobacterium	0	0	K01657	Pan
g__Haemophilus	0	0	K01657	Pan
g__Kocuria	0.259	0.718466531665233	K01657	Pan
g__Lactococcus	0	0	K01657	Pan
g__Leptotrichia	0	0	K01657	Pan
g__Lysinibacillus	0.952	2.64084995422897	K01657	Pan
g__Malassezia	0	0	K01657	Pan
g__Methanobrevibacter	0	0	K01657	Pan
g__Micrococcus	0	0	K01657	Pan
g__Micromonospora	1.947	5.40098199672668	K01657	Pan
g__Morganella	0.177	0.490998363338789	K01657	Pan
g__Neisseria	0	0	K01657	Pan
g__Nitrosomonas	0	0	K01657	Pan
g__Nitrosospira	0	0	K01657	Pan
g__Paracoccus	1.656	4.59374739937308	K01657	Pan
g__Prevotella	0.058	0.160892119060168	K01657	Pan
g__Propionibacterium	19.483	54.0458819939527	K01657	Pan
g__Pseudomonas	0.125	0.34675025659519	K01657	Pan
g__Rhodanobacter	0	0	K01657	Pan
g__Rhodococcus	0.283	0.78504258093151	K01657	Pan
g__Rothia	0	0	K01657	Pan
g__Staphylococcus	0	0	K01657	Pan
g__Stenotrophomonas	0.687	1.90573941024716	K01657	Pan
g__Streptococcus	0	0	K01657	Pan
g__Streptomyces	0	0	K01657	Pan
g__Variovorax	0	0	K01657	Pan
g__Veillonella	0	0	K01657	Pan
unclassified	8.484	23.5346334156287	K01657	Pan
Total	36.049	100	K01657	Pan
g__Acidaminococcus	0.172	0.0283015763319841	K01657	Gorilla
g__Acidovorax	0	0	K01657	Gorilla
g__Actinobacillus	1.056	0.173758515154507	K01657	Gorilla
g__Advenella	0	0	K01657	Gorilla
g__Aggregatibacter	45.743	7.52673840787179	K01657	Gorilla
g__Arthrobacter	0.276	0.0454141573699279	K01657	Gorilla
g__Bacteroides	0.077	0.0126698917300161	K01657	Gorilla
g__Campylobacter	0	0	K01657	Gorilla
g__Chlorobium	0	0	K01657	Gorilla
g__Citrobacter	1.729	0.284496659755817	K01657	Gorilla
g__Debaryomyces	0	0	K01657	Gorilla
g__Desulfovibrio	0.315	0.0518313752591569	K01657	Gorilla
g__Enterobacter	0	0	K01657	Gorilla
g__Escherichia	2.671	0.439497153387962	K01657	Gorilla
g__Exiguobacterium	4.594	0.755915358541482	K01657	Gorilla
g__Haemophilus	0	0	K01657	Gorilla
g__Kocuria	0	0	K01657	Gorilla
g__Lactococcus	0.079	0.0129989798268997	K01657	Gorilla
g__Leptotrichia	0	0	K01657	Gorilla
g__Lysinibacillus	0	0	K01657	Gorilla
g__Malassezia	0	0	K01657	Gorilla
g__Methanobrevibacter	0.674	0.110902688649752	K01657	Gorilla
g__Micrococcus	0	0	K01657	Gorilla
g__Micromonospora	0	0	K01657	Gorilla
g__Morganella	0.481	0.0791456873004903	K01657	Gorilla
g__Neisseria	207.7	34.1757988613552	K01657	Gorilla
g__Nitrosomonas	0.171	0.0281370322835423	K01657	Gorilla
g__Nitrosospira	0.268	0.0440978049823938	K01657	Gorilla
g__Paracoccus	0	0	K01657	Gorilla
g__Prevotella	0	0	K01657	Gorilla
g__Propionibacterium	26.369	4.33886201336098	K01657	Gorilla
g__Pseudomonas	1.741	0.286471188337118	K01657	Gorilla
g__Rhodanobacter	0.343	0.0564386086155264	K01657	Gorilla
g__Rhodococcus	0	0	K01657	Gorilla
g__Rothia	2.857	0.470102346398131	K01657	Gorilla
g__Staphylococcus	0.364	0.0598940336328035	K01657	Gorilla
g__Stenotrophomonas	0	0	K01657	Gorilla
g__Streptococcus	4.206	0.692072267746076	K01657	Gorilla
g__Streptomyces	0	0	K01657	Gorilla
g__Variovorax	0	0	K01657	Gorilla
g__Veillonella	0.073	0.0120117155362491	K01657	Gorilla
unclassified	305.781	50.3144436765722	K01657	Gorilla
Total	607.74	100	K01657	Gorilla
g__Acidaminococcus	0	0	K01657	Alouatta
g__Acidovorax	0	0	K01657	Alouatta
g__Actinobacillus	0	0	K01657	Alouatta
g__Advenella	0	0	K01657	Alouatta
g__Aggregatibacter	13.084	7.96382073490654	K01657	Alouatta
g__Arthrobacter	0	0	K01657	Alouatta
g__Bacteroides	0	0	K01657	Alouatta
g__Campylobacter	2.318	1.41089395165954	K01657	Alouatta
g__Chlorobium	0	0	K01657	Alouatta
g__Citrobacter	0	0	K01657	Alouatta
g__Debaryomyces	0	0	K01657	Alouatta
g__Desulfovibrio	0	0	K01657	Alouatta
g__Enterobacter	0	0	K01657	Alouatta
g__Escherichia	0	0	K01657	Alouatta
g__Exiguobacterium	0	0	K01657	Alouatta
g__Haemophilus	0	0	K01657	Alouatta
g__Kocuria	0	0	K01657	Alouatta
g__Lactococcus	0	0	K01657	Alouatta
g__Leptotrichia	0	0	K01657	Alouatta
g__Lysinibacillus	0	0	K01657	Alouatta
g__Malassezia	0	0	K01657	Alouatta
g__Methanobrevibacter	0	0	K01657	Alouatta
g__Micrococcus	0	0	K01657	Alouatta
g__Micromonospora	0	0	K01657	Alouatta
g__Morganella	0	0	K01657	Alouatta
g__Neisseria	3.974	2.41884925103321	K01657	Alouatta
g__Nitrosomonas	0.187	0.113821039240868	K01657	Alouatta
g__Nitrosospira	0	0	K01657	Alouatta
g__Paracoccus	0	0	K01657	Alouatta
g__Prevotella	0	0	K01657	Alouatta
g__Propionibacterium	4.863	2.95995568892162	K01657	Alouatta
g__Pseudomonas	0	0	K01657	Alouatta
g__Rhodanobacter	0	0	K01657	Alouatta
g__Rhodococcus	0	0	K01657	Alouatta
g__Rothia	0	0	K01657	Alouatta
g__Staphylococcus	0	0	K01657	Alouatta
g__Stenotrophomonas	1.048	0.637884754676097	K01657	Alouatta
g__Streptococcus	0.273	0.166166543918487	K01657	Alouatta
g__Streptomyces	0.291	0.177122579781244	K01657	Alouatta
g__Variovorax	0	0	K01657	Alouatta
g__Veillonella	0	0	K01657	Alouatta
unclassified	138.255	84.1514854558624	K01657	Alouatta
Total	164.293	100	K01657	Alouatta
g__Acidaminococcus	0	0	K01687	Homo
g__Acidovorax	0	0	K01687	Homo
g__Acinetobacter	0.513	0.0367111661341281	K01687	Homo
g__Actinobacillus	0	0	K01687	Homo
g__Advenella	0	0	K01687	Homo
g__Aeromicrobium	0	0	K01687	Homo
g__Aeromonas	0	0	K01687	Homo
g__Aggregatibacter	11.175	0.799702303214195	K01687	Homo
g__Agrobacterium	0.878	0.062831196619424	K01687	Homo
g__Arthrobacter	0	0	K01687	Homo
g__Bacillus	0	0	K01687	Homo
g__Bacteroides	0	0	K01687	Homo
g__Brachybacterium	0	0	K01687	Homo
g__Campylobacter	0.671	0.0480179190565302	K01687	Homo
g__Caulobacter	0.304	0.0217547651165204	K01687	Homo
g__Chlorobium	6.077	0.434880617148337	K01687	Homo
g__Citrobacter	0	0	K01687	Homo
g__Clostridium	0	0	K01687	Homo
g__Corynebacterium	2.059	0.147345596628011	K01687	Homo
g__Cryptobacterium	0	0	K01687	Homo
g__Desulfovibrio	1.473	0.105410424396824	K01687	Homo
g__Eikenella	98.524	7.0505476261186	K01687	Homo
g__Enterobacter	0.117	0.00837272210076607	K01687	Homo
g__Escherichia	0	0	K01687	Homo
g__Faecalibacterium	0	0	K01687	Homo
g__Flavobacterium	0	0	K01687	Homo
g__Fusobacterium	0.942	0.0674111471702704	K01687	Homo
g__Kingella	13.422	0.960501504585318	K01687	Homo
g__Kocuria	0.637	0.045584820326393	K01687	Homo
g__Lactobacillus	0	0	K01687	Homo
g__Lactococcus	0.067	0.00479463573291732	K01687	Homo
g__Leptotrichia	4.359	0.311937569549054	K01687	Homo
g__Lysinibacillus	0	0	K01687	Homo
g__Macrococcus	0	0	K01687	Homo
g__Malassezia	0.498	0.0356377402237735	K01687	Homo
g__Methanobrevibacter	6.123	0.438172456606758	K01687	Homo
g__Micrococcus	1.829	0.130886399335907	K01687	Homo
g__Micromonospora	0	0	K01687	Homo
g__Neisseria	252.011	18.0343424729586	K01687	Homo
g__Nitrosomonas	0	0	K01687	Homo
g__Nitrosospira	0	0	K01687	Homo
g__Oligotropha	0	0	K01687	Homo
g__Paracoccus	0	0	K01687	Homo
g__Propionibacterium	261.002	18.6777539636252	K01687	Homo
g__Pseudomonas	9.366	0.670247138425427	K01687	Homo
g__Rahnella	0.459	0.0328468328568515	K01687	Homo
g__Ralstonia	5.227	0.374053148894908	K01687	Homo
g__Rhodococcus	0	0	K01687	Homo
g__Rhodopseudomonas	5.683	0.406685296569689	K01687	Homo
g__Rothia	21.753	1.55668225519628	K01687	Homo
g__Selenomonas	1.913	0.136897584433893	K01687	Homo
g__Staphylococcus	6.554	0.469015561097614	K01687	Homo
g__Stenotrophomonas	1.78	0.127379874695415	K01687	Homo
g__Streptococcus	462.952	33.1296448033663	K01687	Homo
g__Streptomyces	0.484	0.0346358760407759	K01687	Homo
g__Streptosporangium	2.476	0.17718683693587	K01687	Homo
g__Variovorax	0.689	0.0493060301489557	K01687	Homo
g__Veillonella	7.679	0.549522504374211	K01687	Homo
unclassified	207.699	14.8632992103163	K01687	Homo
Total	1397.395	100	K01687	Homo
g__Acidaminococcus	0	0	K01687	Pan
g__Acidovorax	0	0	K01687	Pan
g__Acinetobacter	0	0	K01687	Pan
g__Actinobacillus	0	0	K01687	Pan
g__Advenella	0.749	0.616465979143861	K01687	Pan
g__Aeromicrobium	0	0	K01687	Pan
g__Aeromonas	0	0	K01687	Pan
g__Aggregatibacter	0.049	0.0403295500374489	K01687	Pan
g__Agrobacterium	0	0	K01687	Pan
g__Arthrobacter	0	0	K01687	Pan
g__Bacillus	4.066	3.34652960106667	K01687	Pan
g__Bacteroides	0	0	K01687	Pan
g__Brachybacterium	4.641	3.81978452497551	K01687	Pan
g__Campylobacter	0.163	0.134157482777636	K01687	Pan
g__Caulobacter	0	0	K01687	Pan
g__Chlorobium	0	0	K01687	Pan
g__Citrobacter	0	0	K01687	Pan
g__Clostridium	0.468	0.385188355459716	K01687	Pan
g__Corynebacterium	0	0	K01687	Pan
g__Cryptobacterium	4.933	4.06011572111705	K01687	Pan
g__Desulfovibrio	0.318	0.261730549222627	K01687	Pan
g__Eikenella	1.858	1.52923069325673	K01687	Pan
g__Enterobacter	0.293	0.241154248183113	K01687	Pan
g__Escherichia	0	0	K01687	Pan
g__Faecalibacterium	0	0	K01687	Pan
g__Flavobacterium	0.141	0.116050337862863	K01687	Pan
g__Fusobacterium	3.811	3.13665133046363	K01687	Pan
g__Kingella	0	0	K01687	Pan
g__Kocuria	0.871	0.716878328216693	K01687	Pan
g__Lactobacillus	0	0	K01687	Pan
g__Lactococcus	0	0	K01687	Pan
g__Leptotrichia	0	0	K01687	Pan
g__Lysinibacillus	1.353	1.11358941225854	K01687	Pan
g__Macrococcus	0.311	0.255969184931563	K01687	Pan
g__Malassezia	0	0	K01687	Pan
g__Methanobrevibacter	0.221	0.18189450118931	K01687	Pan
g__Micrococcus	0	0	K01687	Pan
g__Micromonospora	1.593	1.31112190223788	K01687	Pan
g__Neisseria	0	0	K01687	Pan
g__Nitrosomonas	0	0	K01687	Pan
g__Nitrosospira	0	0	K01687	Pan
g__Oligotropha	0	0	K01687	Pan
g__Paracoccus	8.602	7.07989366167623	K01687	Pan
g__Propionibacterium	20.12	16.5598070766015	K01687	Pan
g__Pseudomonas	2.738	2.25351648984765	K01687	Pan
g__Rahnella	0	0	K01687	Pan
g__Ralstonia	0	0	K01687	Pan
g__Rhodococcus	1.337	1.10042057959325	K01687	Pan
g__Rhodopseudomonas	2.755	2.26750837455452	K01687	Pan
g__Rothia	0.332	0.273253277804756	K01687	Pan
g__Selenomonas	0.045	0.0370373418711265	K01687	Pan
g__Staphylococcus	0.216	0.177779240981407	K01687	Pan
g__Stenotrophomonas	1.49	1.22634754195508	K01687	Pan
g__Streptococcus	2.319	1.90865768442539	K01687	Pan
g__Streptomyces	0	0	K01687	Pan
g__Streptosporangium	0	0	K01687	Pan
g__Variovorax	0	0	K01687	Pan
g__Veillonella	0	0	K01687	Pan
unclassified	55.706	45.8489370282883	K01687	Pan
Total	121.499	100	K01687	Pan
g__Acidaminococcus	0.148	0.017247326664367	K01687	Gorilla
g__Acidovorax	0	0	K01687	Gorilla
g__Acinetobacter	2.31	0.269198139153296	K01687	Gorilla
g__Actinobacillus	7.674	0.894297194745625	K01687	Gorilla
g__Advenella	0	0	K01687	Gorilla
g__Aeromicrobium	0	0	K01687	Gorilla
g__Aeromonas	1.452	0.169210258896358	K01687	Gorilla
g__Aggregatibacter	10.852	1.26464857406561	K01687	Gorilla
g__Agrobacterium	0	0	K01687	Gorilla
g__Arthrobacter	0.39	0.0454490364804266	K01687	Gorilla
g__Bacillus	0	0	K01687	Gorilla
g__Bacteroides	0	0	K01687	Gorilla
g__Brachybacterium	0	0	K01687	Gorilla
g__Campylobacter	0.051	0.0059433355397481	K01687	Gorilla
g__Caulobacter	0	0	K01687	Gorilla
g__Chlorobium	0	0	K01687	Gorilla
g__Citrobacter	0.059	0.00687562346755172	K01687	Gorilla
g__Clostridium	0	0	K01687	Gorilla
g__Corynebacterium	0	0	K01687	Gorilla
g__Cryptobacterium	3.166	0.368952947428284	K01687	Gorilla
g__Desulfovibrio	1.328	0.154759796015401	K01687	Gorilla
g__Eikenella	8.564	0.998014226713778	K01687	Gorilla
g__Enterobacter	0.64	0.0745830342242898	K01687	Gorilla
g__Escherichia	0.288	0.0335623654009304	K01687	Gorilla
g__Faecalibacterium	0	0	K01687	Gorilla
g__Flavobacterium	0	0	K01687	Gorilla
g__Fusobacterium	4.726	0.55074909334999	K01687	Gorilla
g__Kingella	0	0	K01687	Gorilla
g__Kocuria	0	0	K01687	Gorilla
g__Lactobacillus	0.063	0.00734176743145353	K01687	Gorilla
g__Lactococcus	0.063	0.00734176743145353	K01687	Gorilla
g__Leptotrichia	0	0	K01687	Gorilla
g__Lysinibacillus	0.062	0.00722523144047808	K01687	Gorilla
g__Macrococcus	0.257	0.0299497496806914	K01687	Gorilla
g__Malassezia	0	0	K01687	Gorilla
g__Methanobrevibacter	0.841	0.0980067684103559	K01687	Gorilla
g__Micrococcus	0	0	K01687	Gorilla
g__Micromonospora	0	0	K01687	Gorilla
g__Neisseria	251.951	29.3613594622563	K01687	Gorilla
g__Nitrosomonas	0.608	0.0708538825130753	K01687	Gorilla
g__Nitrosospira	0.458	0.0533734838667574	K01687	Gorilla
g__Oligotropha	0.513	0.0597829633704073	K01687	Gorilla
g__Paracoccus	0	0	K01687	Gorilla
g__Propionibacterium	26.508	3.08913604877731	K01687	Gorilla
g__Pseudomonas	3.791	0.441787941787942	K01687	Gorilla
g__Rahnella	0	0	K01687	Gorilla
g__Ralstonia	0	0	K01687	Gorilla
g__Rhodococcus	0	0	K01687	Gorilla
g__Rhodopseudomonas	4.392	0.511826072364189	K01687	Gorilla
g__Rothia	136.342	15.8887500815752	K01687	Gorilla
g__Selenomonas	0	0	K01687	Gorilla
g__Staphylococcus	2.144	0.249853164651371	K01687	Gorilla
g__Stenotrophomonas	0	0	K01687	Gorilla
g__Streptococcus	27.52	3.20707047164446	K01687	Gorilla
g__Streptomyces	0	0	K01687	Gorilla
g__Streptosporangium	0	0	K01687	Gorilla
g__Variovorax	0	0	K01687	Gorilla
g__Veillonella	0.194	0.0226079822492379	K01687	Gorilla
unclassified	360.749	42.0402422084036	K01687	Gorilla
Total	858.104	100	K01687	Gorilla
g__Acidaminococcus	0	0	K01687	Alouatta
g__Acidovorax	0	0	K01687	Alouatta
g__Acinetobacter	0	0	K01687	Alouatta
g__Actinobacillus	0	0	K01687	Alouatta
g__Advenella	0	0	K01687	Alouatta
g__Aeromicrobium	0.103	0.0180051987826388	K01687	Alouatta
g__Aeromonas	0	0	K01687	Alouatta
g__Aggregatibacter	1.301	0.227424889477797	K01687	Alouatta
g__Agrobacterium	0	0	K01687	Alouatta
g__Arthrobacter	0	0	K01687	Alouatta
g__Bacillus	0	0	K01687	Alouatta
g__Bacteroides	0	0	K01687	Alouatta
g__Brachybacterium	0	0	K01687	Alouatta
g__Campylobacter	10.862	1.89876183667012	K01687	Alouatta
g__Caulobacter	0	0	K01687	Alouatta
g__Chlorobium	0	0	K01687	Alouatta
g__Citrobacter	0	0	K01687	Alouatta
g__Clostridium	0	0	K01687	Alouatta
g__Corynebacterium	0.518	0.0905504171787077	K01687	Alouatta
g__Cryptobacterium	0	0	K01687	Alouatta
g__Desulfovibrio	0.131	0.0228998159274338	K01687	Alouatta
g__Eikenella	5.937	1.03783364245171	K01687	Alouatta
g__Enterobacter	0	0	K01687	Alouatta
g__Escherichia	0	0	K01687	Alouatta
g__Faecalibacterium	0	0	K01687	Alouatta
g__Flavobacterium	0	0	K01687	Alouatta
g__Fusobacterium	0	0	K01687	Alouatta
g__Kingella	0	0	K01687	Alouatta
g__Kocuria	0	0	K01687	Alouatta
g__Lactobacillus	0	0	K01687	Alouatta
g__Lactococcus	0	0	K01687	Alouatta
g__Leptotrichia	0	0	K01687	Alouatta
g__Lysinibacillus	0	0	K01687	Alouatta
g__Macrococcus	0.042	0.00734192571719252	K01687	Alouatta
g__Malassezia	0	0	K01687	Alouatta
g__Methanobrevibacter	0	0	K01687	Alouatta
g__Micrococcus	0	0	K01687	Alouatta
g__Micromonospora	0	0	K01687	Alouatta
g__Neisseria	11.161	1.95102935546633	K01687	Alouatta
g__Nitrosomonas	0	0	K01687	Alouatta
g__Nitrosospira	0	0	K01687	Alouatta
g__Oligotropha	0	0	K01687	Alouatta
g__Paracoccus	0	0	K01687	Alouatta
g__Propionibacterium	10.553	1.84474624032221	K01687	Alouatta
g__Pseudomonas	0	0	K01687	Alouatta
g__Rahnella	0	0	K01687	Alouatta
g__Ralstonia	0	0	K01687	Alouatta
g__Rhodococcus	0	0	K01687	Alouatta
g__Rhodopseudomonas	2.711	0.47390382426926	K01687	Alouatta
g__Rothia	0.831	0.145265244547309	K01687	Alouatta
g__Selenomonas	0	0	K01687	Alouatta
g__Staphylococcus	0	0	K01687	Alouatta
g__Stenotrophomonas	2.97	0.519179032858614	K01687	Alouatta
g__Streptococcus	229.615	40.1384827036467	K01687	Alouatta
g__Streptomyces	0	0	K01687	Alouatta
g__Streptosporangium	0	0	K01687	Alouatta
g__Variovorax	0	0	K01687	Alouatta
g__Veillonella	0	0	K01687	Alouatta
unclassified	295.322	51.624575872684	K01687	Alouatta
Total	572.057	100	K01687	Alouatta
g__Acidaminococcus	0	0	K01696	Homo
g__Acidovorax	0	0	K01696	Homo
g__Acinetobacter	16.777	1.16037235385374	K01696	Homo
g__Actinobacillus	0	0	K01696	Homo
g__Advenella	0	0	K01696	Homo
g__Aeromonas	0	0	K01696	Homo
g__Aggregatibacter	35.126	2.42947125835766	K01696	Homo
g__Agrobacterium	0.561	0.03880126902974	K01696	Homo
g__Arthrobacter	0	0	K01696	Homo
g__Bacillus	0	0	K01696	Homo
g__Bacteroides	0	0	K01696	Homo
g__Brachybacterium	0	0	K01696	Homo
g__Campylobacter	0	0	K01696	Homo
g__Citrobacter	0	0	K01696	Homo
g__Clostridium	0	0	K01696	Homo
g__Corynebacterium	0.983	0.0679886763925748	K01696	Homo
g__Desulfovibrio	0.192	0.0132795787053656	K01696	Homo
g__Eikenella	26.17	1.8100342433303	K01696	Homo
g__Enterobacter	0.183	0.0126570984535516	K01696	Homo
g__Escherichia	0	0	K01696	Homo
g__Exiguobacterium	0.291	0.0201268614753197	K01696	Homo
g__Fusobacterium	16.848	1.16528303139583	K01696	Homo
g__Haemophilus	4.869	0.33676181623138	K01696	Homo
g__Klebsiella	0	0	K01696	Homo
g__Kocuria	0.205	0.0141787168468747	K01696	Homo
g__Lactococcus	0	0	K01696	Homo
g__Leptotrichia	4.487	0.310340987765497	K01696	Homo
g__Lysinibacillus	0	0	K01696	Homo
g__Methanobrevibacter	1.665	0.115158846585592	K01696	Homo
g__Micrococcus	1.94	0.134179076502131	K01696	Homo
g__Micromonospora	0	0	K01696	Homo
g__Morganella	0	0	K01696	Homo
g__Neisseria	92.039	6.3658288774122	K01696	Homo
g__Nitrosomonas	0	0	K01696	Homo
g__Nitrosospira	0	0	K01696	Homo
g__Oligotropha	0	0	K01696	Homo
g__Paracoccus	0	0	K01696	Homo
g__Prevotella	0	0	K01696	Homo
g__Propionibacterium	343.015	23.7244515084426	K01696	Homo
g__Pseudomonas	4.494	0.310825139072463	K01696	Homo
g__Ralstonia	1.501	0.103815873108092	K01696	Homo
g__Rhodanobacter	0	0	K01696	Homo
g__Rhodococcus	0	0	K01696	Homo
g__Rhodopseudomonas	2.992	0.206940101491947	K01696	Homo
g__Rothia	7.333	0.507183076283572	K01696	Homo
g__Selenomonas	5.584	0.386214414014382	K01696	Homo
g__Staphylococcus	6.69	0.462710320515082	K01696	Homo
g__Stenotrophomonas	1.167	0.0807149393185501	K01696	Homo
g__Streptococcus	749.737	51.8551640615868	K01696	Homo
g__Streptomyces	1.534	0.106098300698077	K01696	Homo
g__Streptosporangium	1.849	0.127885109511567	K01696	Homo
g__Variovorax	0.713	0.0493142688381544	K01696	Homo
g__Veillonella	9.334	0.645581185603553	K01696	Homo
unclassified	107.55	7.43863900917743	K01696	Homo
Total	1445.829	100	K01696	Homo
g__Acidaminococcus	0	0	K01696	Pan
g__Acidovorax	0	0	K01696	Pan
g__Acinetobacter	0.456	0.459334770433346	K01696	Pan
g__Actinobacillus	0	0	K01696	Pan
g__Advenella	0.124	0.124906823538892	K01696	Pan
g__Aeromonas	0	0	K01696	Pan
g__Aggregatibacter	0.156	0.157140842516671	K01696	Pan
g__Agrobacterium	0	0	K01696	Pan
g__Arthrobacter	0	0	K01696	Pan
g__Bacillus	4.029	4.05846445192095	K01696	Pan
g__Bacteroides	0	0	K01696	Pan
g__Brachybacterium	2.391	2.4084856054959	K01696	Pan
g__Campylobacter	0	0	K01696	Pan
g__Citrobacter	0	0	K01696	Pan
g__Clostridium	0.382	0.384793601547233	K01696	Pan
g__Corynebacterium	0	0	K01696	Pan
g__Desulfovibrio	0.068	0.0684972903277797	K01696	Pan
g__Eikenella	1.635	1.64695690714588	K01696	Pan
g__Enterobacter	1.541	1.55226947639865	K01696	Pan
g__Escherichia	0	0	K01696	Pan
g__Exiguobacterium	0	0	K01696	Pan
g__Fusobacterium	17.964	18.0953724036505	K01696	Pan
g__Haemophilus	0	0	K01696	Pan
g__Klebsiella	0	0	K01696	Pan
g__Kocuria	0.216	0.217579628100006	K01696	Pan
g__Lactococcus	0	0	K01696	Pan
g__Leptotrichia	0	0	K01696	Pan
g__Lysinibacillus	0.768	0.773616455466688	K01696	Pan
g__Methanobrevibacter	0	0	K01696	Pan
g__Micrococcus	0	0	K01696	Pan
g__Micromonospora	1.323	1.33267522211254	K01696	Pan
g__Morganella	0.237	0.238733203054173	K01696	Pan
g__Neisseria	0	0	K01696	Pan
g__Nitrosomonas	0	0	K01696	Pan
g__Nitrosospira	0	0	K01696	Pan
g__Oligotropha	0	0	K01696	Pan
g__Paracoccus	2.682	2.70161371557507	K01696	Pan
g__Prevotella	0.108	0.108789814050003	K01696	Pan
g__Propionibacterium	20.307	20.4555069806797	K01696	Pan
g__Pseudomonas	1.027	1.03451054656808	K01696	Pan
g__Ralstonia	0	0	K01696	Pan
g__Rhodanobacter	0	0	K01696	Pan
g__Rhodococcus	0.687	0.692024094929186	K01696	Pan
g__Rhodopseudomonas	0.948	0.954932812216693	K01696	Pan
g__Rothia	0	0	K01696	Pan
g__Selenomonas	0.232	0.233696637588895	K01696	Pan
g__Staphylococcus	0.132	0.132965328283337	K01696	Pan
