Genus	Sum	Percent	KOrtholog	Host_Genus
g__Agrobacterium	4.298	0.215794143031652	K02026	Homo
g__Arcanobacterium	0	0	K02026	Homo
g__Arthrobacter	0	0	K02026	Homo
g__Bifidobacterium	0	0	K02026	Homo
g__Brachybacterium	0	0	K02026	Homo
g__Citrobacter	0	0	K02026	Homo
g__Corynebacterium	1.487	0.0746593510209553	K02026	Homo
g__Enterobacter	0.138	0.00692870910618146	K02026	Homo
g__Enterococcus	0	0	K02026	Homo
g__Erysipelothrix	0	0	K02026	Homo
g__Escherichia	0	0	K02026	Homo
g__Exiguobacterium	0	0	K02026	Homo
g__Faecalibacterium	0	0	K02026	Homo
g__Kocuria	0	0	K02026	Homo
g__Lactococcus	0	0	K02026	Homo
g__Leptotrichia	2.436	0.122306778135203	K02026	Homo
g__Micrococcus	1.005	0.0504590771863215	K02026	Homo
g__Micromonospora	0	0	K02026	Homo
g__Pantoea	0.533	0.0267608837217009	K02026	Homo
g__Propionibacterium	1815.271	91.141193535414	K02026	Homo
g__Rhodococcus	0	0	K02026	Homo
g__Rhodopseudomonas	0.837	0.0420241269701006	K02026	Homo
g__Streptococcus	160.842	8.0755610873655	K02026	Homo
g__Streptomyces	0.278	0.0139578342863656	K02026	Homo
g__Streptosporangium	1.646	0.0826424289041644	K02026	Homo
g__Variovorax	0.175	0.00878640647523012	K02026	Homo
unclassified	2.767	0.138925638382638	K02026	Homo
Total	1991.713	100	K02026	Homo
g__Agrobacterium	0	0	K02026	Pan
g__Arcanobacterium	0	0	K02026	Pan
g__Arthrobacter	0	0	K02026	Pan
g__Bifidobacterium	2.089	1.17547759052415	K02026	Pan
g__Brachybacterium	0.933	0.524997889879864	K02026	Pan
g__Citrobacter	0	0	K02026	Pan
g__Corynebacterium	0	0	K02026	Pan
g__Enterobacter	1.563	0.879498072756942	K02026	Pan
g__Enterococcus	0.35	0.196944546042821	K02026	Pan
g__Erysipelothrix	0	0	K02026	Pan
g__Escherichia	0.108	0.0607714599217849	K02026	Pan
g__Exiguobacterium	0	0	K02026	Pan
g__Faecalibacterium	0	0	K02026	Pan
g__Kocuria	0.414	0.232957263033509	K02026	Pan
g__Lactococcus	0	0	K02026	Pan
g__Leptotrichia	0	0	K02026	Pan
g__Micrococcus	0	0	K02026	Pan
g__Micromonospora	9.183	5.16726218946065	K02026	Pan
g__Pantoea	0	0	K02026	Pan
g__Propionibacterium	160.722	90.4380609402695	K02026	Pan
g__Rhodococcus	0	0	K02026	Pan
g__Rhodopseudomonas	0.296	0.166558816081929	K02026	Pan
g__Streptococcus	0.403	0.226767577300734	K02026	Pan
g__Streptomyces	1.654	0.930703654728076	K02026	Pan
g__Streptosporangium	0	0	K02026	Pan
g__Variovorax	0	0	K02026	Pan
unclassified	0	0	K02026	Pan
Total	177.715	100	K02026	Pan
g__Agrobacterium	0	0	K02026	Gorilla
g__Arcanobacterium	0.251	0.104333801657702	K02026	Gorilla
g__Arthrobacter	0.127	0.0527904096036978	K02026	Gorilla
g__Bifidobacterium	38.12	15.8454363314406	K02026	Gorilla
g__Brachybacterium	0	0	K02026	Gorilla
g__Citrobacter	1.051	0.436871814909342	K02026	Gorilla
g__Corynebacterium	0	0	K02026	Gorilla
g__Enterobacter	0	0	K02026	Gorilla
g__Enterococcus	0.289	0.120129357287155	K02026	Gorilla
g__Erysipelothrix	1.613	0.670479769218619	K02026	Gorilla
g__Escherichia	3.597	1.49517404208269	K02026	Gorilla
g__Exiguobacterium	0.061	0.0253560235104375	K02026	Gorilla
g__Faecalibacterium	0	0	K02026	Gorilla
g__Kocuria	0	0	K02026	Gorilla
g__Lactococcus	0.134	0.0557001172196497	K02026	Gorilla
g__Leptotrichia	0	0	K02026	Gorilla
g__Micrococcus	0	0	K02026	Gorilla
g__Micromonospora	0	0	K02026	Gorilla
g__Pantoea	0	0	K02026	Gorilla
g__Propionibacterium	153.217	63.6880959704706	K02026	Gorilla
g__Rhodococcus	0.134	0.0557001172196497	K02026	Gorilla
g__Rhodopseudomonas	1.12	0.465553218552296	K02026	Gorilla
g__Streptococcus	2.196	0.912816846375751	K02026	Gorilla
g__Streptomyces	0	0	K02026	Gorilla
g__Streptosporangium	0	0	K02026	Gorilla
g__Variovorax	0	0	K02026	Gorilla
unclassified	38.664	16.0715621804518	K02026	Gorilla
Total	240.574	100	K02026	Gorilla
g__Agrobacterium	0	0	K02026	Alouatta
g__Arcanobacterium	0	0	K02026	Alouatta
g__Arthrobacter	0	0	K02026	Alouatta
g__Bifidobacterium	0.076	0.0171171171171171	K02026	Alouatta
g__Brachybacterium	0	0	K02026	Alouatta
g__Citrobacter	0	0	K02026	Alouatta
g__Corynebacterium	0.086	0.0193693693693694	K02026	Alouatta
g__Enterobacter	0	0	K02026	Alouatta
g__Enterococcus	0	0	K02026	Alouatta
g__Erysipelothrix	0.175	0.0394144144144144	K02026	Alouatta
g__Escherichia	0	0	K02026	Alouatta
g__Exiguobacterium	0	0	K02026	Alouatta
g__Faecalibacterium	0	0	K02026	Alouatta
g__Kocuria	0	0	K02026	Alouatta
g__Lactococcus	0	0	K02026	Alouatta
g__Leptotrichia	0	0	K02026	Alouatta
g__Micrococcus	0	0	K02026	Alouatta
g__Micromonospora	0	0	K02026	Alouatta
g__Pantoea	0	0	K02026	Alouatta
g__Propionibacterium	79.715	17.9538288288288	K02026	Alouatta
g__Rhodococcus	0	0	K02026	Alouatta
g__Rhodopseudomonas	0.152	0.0342342342342342	K02026	Alouatta
g__Streptococcus	1.633	0.367792792792793	K02026	Alouatta
g__Streptomyces	0.105	0.0236486486486486	K02026	Alouatta
g__Streptosporangium	0	0	K02026	Alouatta
g__Variovorax	0	0	K02026	Alouatta
unclassified	362.058	81.5445945945946	K02026	Alouatta
Total	444	100	K02026	Alouatta
g__Agrobacterium	2.526	0.12479743883641	K02027	Homo
g__Arcanobacterium	0	0	K02027	Homo
g__Arthrobacter	0	0	K02027	Homo
g__Bifidobacterium	0	0	K02027	Homo
g__Citrobacter	0	0	K02027	Homo
g__Clostridium	0	0	K02027	Homo
g__Corynebacterium	0	0	K02027	Homo
g__Erysipelothrix	0	0	K02027	Homo
g__Escherichia	0	0	K02027	Homo
g__Faecalibacterium	0	0	K02027	Homo
g__Flavobacterium	0	0	K02027	Homo
g__Fretibacterium	31.098	1.53640172325205	K02027	Homo
g__Kocuria	0	0	K02027	Homo
g__Lactococcus	0	0	K02027	Homo
g__Leptotrichia	2.069	0.102219279870361	K02027	Homo
g__Micrococcus	0.9	0.0444646456661792	K02027	Homo
g__Micromonospora	0	0	K02027	Homo
g__Pantoea	0.07	0.00345836132959172	K02027	Homo
g__Propionibacterium	1695.6	83.7713924350816	K02027	Homo
g__Ralstonia	0.95	0.0469349037587447	K02027	Homo
g__Rhodococcus	0	0	K02027	Homo
g__Rhodopseudomonas	0.036	0.00177858582664717	K02027	Homo
g__Streptococcus	288.847	14.2705327852654	K02027	Homo
g__Streptomyces	0.207	0.0102268685032212	K02027	Homo
g__Streptosporangium	1.634	0.0807280344650409	K02027	Homo
g__Variovorax	0.143	0.00706493814473736	K02027	Homo
Total	2024.08	100	K02027	Homo
g__Agrobacterium	0	0	K02027	Pan
g__Arcanobacterium	0	0	K02027	Pan
g__Arthrobacter	0	0	K02027	Pan
g__Bifidobacterium	2.432	1.25780308554819	K02027	Pan
g__Citrobacter	0	0	K02027	Pan
g__Clostridium	0.071	0.0367204025797376	K02027	Pan
g__Corynebacterium	0	0	K02027	Pan
g__Erysipelothrix	0	0	K02027	Pan
g__Escherichia	0	0	K02027	Pan
g__Faecalibacterium	0	0	K02027	Pan
g__Flavobacterium	0.064	0.0331000811986367	K02027	Pan
g__Fretibacterium	31.952	16.5252155384194	K02027	Pan
g__Kocuria	0.051	0.0263766272051636	K02027	Pan
g__Lactococcus	0	0	K02027	Pan
g__Leptotrichia	0	0	K02027	Pan
g__Micrococcus	0	0	K02027	Pan
g__Micromonospora	7.912	4.09199753818146	K02027	Pan
g__Pantoea	0	0	K02027	Pan
g__Propionibacterium	150.818	78.0013757221248	K02027	Pan
g__Ralstonia	0	0	K02027	Pan
g__Rhodococcus	0	0	K02027	Pan
g__Rhodopseudomonas	0.053	0.027411004742621	K02027	Pan
g__Streptococcus	0	0	K02027	Pan
g__Streptomyces	0	0	K02027	Pan
g__Streptosporangium	0	0	K02027	Pan
g__Variovorax	0	0	K02027	Pan
Total	193.353	100	K02027	Pan
g__Agrobacterium	0	0	K02027	Gorilla
g__Arcanobacterium	0.251	0.105155114267161	K02027	Gorilla
g__Arthrobacter	0.082	0.0343534636251283	K02027	Gorilla
g__Bifidobacterium	52.01	21.7893127212552	K02027	Gorilla
g__Citrobacter	0.683	0.286139215316617	K02027	Gorilla
g__Clostridium	0	0	K02027	Gorilla
g__Corynebacterium	0	0	K02027	Gorilla
g__Erysipelothrix	3.33	1.39508577892289	K02027	Gorilla
g__Escherichia	3.068	1.28532227319382	K02027	Gorilla
g__Faecalibacterium	0	0	K02027	Gorilla
g__Flavobacterium	0	0	K02027	Gorilla
g__Fretibacterium	4.019	1.68373866230964	K02027	Gorilla
g__Kocuria	0	0	K02027	Gorilla
g__Lactococcus	0.172	0.0720584846770984	K02027	Gorilla
g__Leptotrichia	0	0	K02027	Gorilla
g__Micrococcus	0	0	K02027	Gorilla
g__Micromonospora	0	0	K02027	Gorilla
g__Pantoea	0	0	K02027	Gorilla
g__Propionibacterium	168.555	70.6152202601646	K02027	Gorilla
g__Ralstonia	0	0	K02027	Gorilla
g__Rhodococcus	0.078	0.0326776849117074	K02027	Gorilla
g__Rhodopseudomonas	0.287	0.120237122687949	K02027	Gorilla
g__Streptococcus	6.16	2.58069921866818	K02027	Gorilla
g__Streptomyces	0	0	K02027	Gorilla
g__Streptosporangium	0	0	K02027	Gorilla
g__Variovorax	0	0	K02027	Gorilla
Total	238.695	100	K02027	Gorilla
g__Agrobacterium	0	0	K02027	Alouatta
g__Arcanobacterium	0	0	K02027	Alouatta
g__Arthrobacter	0	0	K02027	Alouatta
g__Bifidobacterium	0.337	0.199921692393484	K02027	Alouatta
g__Citrobacter	0	0	K02027	Alouatta
g__Clostridium	0	0	K02027	Alouatta
g__Corynebacterium	0.059	0.0350011271549423	K02027	Alouatta
g__Erysipelothrix	1.399	0.829941981182445	K02027	Alouatta
g__Escherichia	0	0	K02027	Alouatta
g__Faecalibacterium	0	0	K02027	Alouatta
g__Flavobacterium	0	0	K02027	Alouatta
g__Fretibacterium	0	0	K02027	Alouatta
g__Kocuria	0	0	K02027	Alouatta
g__Lactococcus	0	0	K02027	Alouatta
g__Leptotrichia	0	0	K02027	Alouatta
g__Micrococcus	0	0	K02027	Alouatta
g__Micromonospora	0	0	K02027	Alouatta
g__Pantoea	0	0	K02027	Alouatta
g__Propionibacterium	166.406	98.7186028024631	K02027	Alouatta
g__Ralstonia	0	0	K02027	Alouatta
g__Rhodococcus	0	0	K02027	Alouatta
g__Rhodopseudomonas	0.165	0.0978845081451776	K02027	Alouatta
g__Streptococcus	0	0	K02027	Alouatta
g__Streptomyces	0.2	0.118647888660821	K02027	Alouatta
g__Streptosporangium	0	0	K02027	Alouatta
g__Variovorax	0	0	K02027	Alouatta
Total	168.566	100	K02027	Alouatta
g__Aggregatibacter	27.451	2.3393133491952	K02440	Homo
g__Arcanobacterium	0	0	K02440	Homo
g__Arthrobacter	0	0	K02440	Homo
g__Bacillus	0	0	K02440	Homo
g__Bifidobacterium	0	0	K02440	Homo
g__Citrobacter	0	0	K02440	Homo
g__Clostridium	0.208	0.0177252987735457	K02440	Homo
g__Enterobacter	0.137	0.0116748362114219	K02440	Homo
g__Escherichia	0	0	K02440	Homo
g__Exiguobacterium	0	0	K02440	Homo
g__Fretibacterium	64.73	5.51614706544044	K02440	Homo
g__Fusobacterium	4.385	0.373679976548066	K02440	Homo
g__Haemophilus	3.959	0.337377201175324	K02440	Homo
g__Klebsiella	0	0	K02440	Homo
g__Lactobacillus	0.099	0.00843656047394722	K02440	Homo
g__Lactococcus	0.743	0.0633168124458867	K02440	Homo
g__Lysinibacillus	0	0	K02440	Homo
g__Macrococcus	0	0	K02440	Homo
g__Methanobrevibacter	2.32	0.197705255551086	K02440	Homo
g__Micrococcus	1.272	0.108397019422837	K02440	Homo
g__Morganella	0	0	K02440	Homo
g__Prevotella	0	0	K02440	Homo
g__Propionibacterium	367.154	31.2880497399153	K02440	Homo
g__Proteus	0	0	K02440	Homo
g__Pseudomonas	0.778	0.066299434835666	K02440	Homo
g__Rothia	39.134	3.33491270290354	K02440	Homo
g__Selenomonas	2.789	0.237672395574129	K02440	Homo
g__Staphylococcus	0.235	0.020026178902804	K02440	Homo
g__Streptococcus	655.58	55.8670738940436	K02440	Homo
g__Streptomyces	0.222	0.0189183477294574	K02440	Homo
unclassified	2.268	0.1932739308577	K02440	Homo
Total	1173.464	100	K02440	Homo
g__Aggregatibacter	0	0	K02440	Pan
g__Arcanobacterium	0	0	K02440	Pan
g__Arthrobacter	0	0	K02440	Pan
g__Bacillus	3.506	3.03489348441436	K02440	Pan
g__Bifidobacterium	0.452	0.391264077283312	K02440	Pan
g__Citrobacter	0	0	K02440	Pan
g__Clostridium	1.184	1.02490413164478	K02440	Pan
g__Enterobacter	1.521	1.31662093262813	K02440	Pan
g__Escherichia	0	0	K02440	Pan
g__Exiguobacterium	0	0	K02440	Pan
g__Fretibacterium	72.31	62.5935960804342	K02440	Pan
g__Fusobacterium	2.864	2.47915999411373	K02440	Pan
g__Haemophilus	0	0	K02440	Pan
g__Klebsiella	0	0	K02440	Pan
g__Lactobacillus	0	0	K02440	Pan
g__Lactococcus	0	0	K02440	Pan
g__Lysinibacillus	1.445	1.25083316742121	K02440	Pan
g__Macrococcus	0.218	0.188707010725137	K02440	Pan
g__Methanobrevibacter	0	0	K02440	Pan
g__Micrococcus	0	0	K02440	Pan
g__Morganella	0.743	0.643161967746683	K02440	Pan
g__Prevotella	0	0	K02440	Pan
g__Propionibacterium	30.393	26.3090466833444	K02440	Pan
g__Proteus	0	0	K02440	Pan
g__Pseudomonas	0.447	0.386935934835487	K02440	Pan
g__Rothia	0.215	0.186110125256442	K02440	Pan
g__Selenomonas	0.104	0.0900253629147443	K02440	Pan
g__Staphylococcus	0.121	0.104741047237347	K02440	Pan
g__Streptococcus	0	0	K02440	Pan
g__Streptomyces	0	0	K02440	Pan
unclassified	0	0	K02440	Pan
Total	115.523	100	K02440	Pan
g__Aggregatibacter	1.017	0.394429124925826	K02440	Gorilla
g__Arcanobacterium	0.312	0.121004805286979	K02440	Gorilla
g__Arthrobacter	0.155	0.0601145667291082	K02440	Gorilla
g__Bacillus	0	0	K02440	Gorilla
g__Bifidobacterium	10.125	3.9268386331111	K02440	Gorilla
g__Citrobacter	0.274	0.106267040540488	K02440	Gorilla
g__Clostridium	0	0	K02440	Gorilla
g__Enterobacter	0	0	K02440	Gorilla
g__Escherichia	2.942	1.14101326010991	K02440	Gorilla
g__Exiguobacterium	3.47	1.34579062290326	K02440	Gorilla
g__Fretibacterium	6.773	2.62681264810484	K02440	Gorilla
g__Fusobacterium	0.882	0.342071276484345	K02440	Gorilla
g__Haemophilus	0	0	K02440	Gorilla
g__Klebsiella	0.546	0.211758409252214	K02440	Gorilla
g__Lactobacillus	0	0	K02440	Gorilla
g__Lactococcus	0.286	0.110921071513064	K02440	Gorilla
g__Lysinibacillus	0.069	0.0267606780923127	K02440	Gorilla
g__Macrococcus	0.421	0.163278919954546	K02440	Gorilla
g__Methanobrevibacter	0.15	0.0581753871572015	K02440	Gorilla
g__Micrococcus	0	0	K02440	Gorilla
g__Morganella	0	0	K02440	Gorilla
g__Prevotella	0	0	K02440	Gorilla
g__Propionibacterium	33.802	13.1096295779182	K02440	Gorilla
g__Proteus	0.373	0.144662796064241	K02440	Gorilla
g__Pseudomonas	1.644	0.637602243242929	K02440	Gorilla
g__Rothia	183.147	71.0309842111999	K02440	Gorilla
g__Selenomonas	0	0	K02440	Gorilla
g__Staphylococcus	1.199	0.465015261343231	K02440	Gorilla
g__Streptococcus	10.254	3.9768694660663	K02440	Gorilla
g__Streptomyces	0	0	K02440	Gorilla
unclassified	0	0	K02440	Gorilla
Total	257.841	100	K02440	Gorilla
g__Aggregatibacter	1.073	12.8873408599568	K02440	Alouatta
g__Arcanobacterium	0	0	K02440	Alouatta
g__Arthrobacter	0	0	K02440	Alouatta
g__Bacillus	0	0	K02440	Alouatta
g__Bifidobacterium	0	0	K02440	Alouatta
g__Citrobacter	0	0	K02440	Alouatta
g__Clostridium	0	0	K02440	Alouatta
g__Enterobacter	0	0	K02440	Alouatta
g__Escherichia	0	0	K02440	Alouatta
g__Exiguobacterium	0	0	K02440	Alouatta
g__Fretibacterium	0	0	K02440	Alouatta
g__Fusobacterium	0.979	11.7583473456642	K02440	Alouatta
g__Haemophilus	0	0	K02440	Alouatta
g__Klebsiella	0	0	K02440	Alouatta
g__Lactobacillus	0	0	K02440	Alouatta
g__Lactococcus	0	0	K02440	Alouatta
g__Lysinibacillus	0	0	K02440	Alouatta
g__Macrococcus	0	0	K02440	Alouatta
g__Methanobrevibacter	0	0	K02440	Alouatta
g__Micrococcus	0	0	K02440	Alouatta
g__Morganella	0	0	K02440	Alouatta
g__Prevotella	0	0	K02440	Alouatta
g__Propionibacterium	5.448	65.4335815517656	K02440	Alouatta
g__Proteus	0	0	K02440	Alouatta
g__Pseudomonas	0	0	K02440	Alouatta
g__Rothia	0.376	4.51597405717031	K02440	Alouatta
g__Selenomonas	0	0	K02440	Alouatta
g__Staphylococcus	0	0	K02440	Alouatta
g__Streptococcus	0	0	K02440	Alouatta
g__Streptomyces	0.45	5.40475618544319	K02440	Alouatta
unclassified	0	0	K02440	Alouatta
Total	8.326	100	K02440	Alouatta
g__Actinobacillus	0	0	K03402	Homo
g__Aggregatibacter	27.492	1.92757906250329	K03402	Homo
g__Arcanobacterium	0	0	K03402	Homo
g__Atopobium	2.931	0.205504664345887	K03402	Homo
g__Bacillus	0	0	K03402	Homo
g__Chlorobium	0.213	0.014934320541001	K03402	Homo
g__Clostridium	0	0	K03402	Homo
g__Cryptobacterium	0	0	K03402	Homo
g__Enterobacter	0.267	0.018720486311959	K03402	Homo
g__Enterococcus	0	0	K03402	Homo
g__Escherichia	0	0	K03402	Homo
g__Exiguobacterium	0.805	0.0564419156596517	K03402	Homo
g__Faecalibacterium	0	0	K03402	Homo
g__Haemophilus	3.137	0.219948185620283	K03402	Homo
g__Klebsiella	0	0	K03402	Homo
g__Kocuria	0	0	K03402	Homo
g__Lactobacillus	0.305	0.0213848251878184	K03402	Homo
g__Lysinibacillus	0	0	K03402	Homo
g__Macrococcus	0	0	K03402	Homo
g__Micromonospora	0	0	K03402	Homo
g__Morganella	0	0	K03402	Homo
g__Olsenella	9.296	0.651781426052326	K03402	Homo
g__Porphyromonas	5.394	0.378195892010138	K03402	Homo
g__Prevotella	1.61	0.112883831319303	K03402	Homo
g__Propionibacterium	344.452	24.1509698544079	K03402	Homo
g__Rahnella	0.412	0.0288870425487907	K03402	Homo
g__Rothia	5.013	0.351482389070601	K03402	Homo
g__Selenomonas	1.491	0.104540243787007	K03402	Homo
g__Staphylococcus	7.049	0.494234861471907	K03402	Homo
g__Streptococcus	957.008	67.0998320765366	K03402	Homo
g__Streptomyces	0.257	0.0180193445025224	K03402	Homo
g__Streptosporangium	0.509	0.0356881181003264	K03402	Homo
g__Tannerella	46.455	3.25715427573804	K03402	Homo
g__Veillonella	12.149	0.851817184284607	K03402	Homo
Total	1426.245	100	K03402	Homo
g__Actinobacillus	0	0	K03402	Pan
g__Aggregatibacter	0	0	K03402	Pan
g__Arcanobacterium	0	0	K03402	Pan
g__Atopobium	0	0	K03402	Pan
g__Bacillus	3.536	4.25972774364534	K03402	Pan
g__Chlorobium	0	0	K03402	Pan
g__Clostridium	0.416	0.501144440428864	K03402	Pan
g__Cryptobacterium	4.789	5.76918443561017	K03402	Pan
g__Enterobacter	0.197	0.237320804722323	K03402	Pan
g__Enterococcus	0.599	0.721599807252138	K03402	Pan
g__Escherichia	0	0	K03402	Pan
g__Exiguobacterium	0	0	K03402	Pan
g__Faecalibacterium	0	0	K03402	Pan
g__Haemophilus	0	0	K03402	Pan
g__Klebsiella	0	0	K03402	Pan
g__Kocuria	0.287	0.34574147693049	K03402	Pan
g__Lactobacillus	0	0	K03402	Pan
g__Lysinibacillus	2.27	2.73461028791712	K03402	Pan
g__Macrococcus	0.206	0.248162871943139	K03402	Pan
g__Micromonospora	1.71	2.05999277195519	K03402	Pan
g__Morganella	0.622	0.749307312372003	K03402	Pan
g__Olsenella	42.055	50.6625707746055	K03402	Pan
g__Porphyromonas	6.012	7.2425009035056	K03402	Pan
g__Prevotella	0.633	0.762558727864113	K03402	Pan
g__Propionibacterium	14.117	17.0063847729189	K03402	Pan
g__Rahnella	0	0	K03402	Pan
g__Rothia	0	0	K03402	Pan
g__Selenomonas	0	0	K03402	Pan
g__Staphylococcus	0.823	0.991446813636911	K03402	Pan
g__Streptococcus	0.657	0.791470907119624	K03402	Pan
g__Streptomyces	0	0	K03402	Pan
g__Streptosporangium	0	0	K03402	Pan
g__Tannerella	4.081	4.91627514757258	K03402	Pan
g__Veillonella	0	0	K03402	Pan
Total	83.01	100	K03402	Pan
g__Actinobacillus	1.296	0.781367755316134	K03402	Gorilla
g__Aggregatibacter	9.277	5.59317026702761	K03402	Gorilla
g__Arcanobacterium	0.448	0.270102433936442	K03402	Gorilla
g__Atopobium	0	0	K03402	Gorilla
g__Bacillus	0	0	K03402	Gorilla
g__Chlorobium	0	0	K03402	Gorilla
g__Clostridium	0	0	K03402	Gorilla
g__Cryptobacterium	3.625	2.18553866745447	K03402	Gorilla
g__Enterobacter	1.353	0.815733466776798	K03402	Gorilla
g__Enterococcus	0	0	K03402	Gorilla
g__Escherichia	2.133	1.28600109729114	K03402	Gorilla
g__Exiguobacterium	4.927	2.97052386608225	K03402	Gorilla
g__Faecalibacterium	0	0	K03402	Gorilla
g__Haemophilus	0	0	K03402	Gorilla
g__Klebsiella	0.244	0.147109361340383	K03402	Gorilla
g__Kocuria	0	0	K03402	Gorilla
g__Lactobacillus	1.813	1.09307078733654	K03402	Gorilla
g__Lysinibacillus	0	0	K03402	Gorilla
g__Macrococcus	0.254	0.153138433526465	K03402	Gorilla
g__Micromonospora	0	0	K03402	Gorilla
g__Morganella	0	0	K03402	Gorilla
g__Olsenella	8.733	5.26518874010479	K03402	Gorilla
g__Porphyromonas	2.37	1.42889010810126	K03402	Gorilla
g__Prevotella	0.8	0.482325774886503	K03402	Gorilla
g__Propionibacterium	21.999	13.2633559021602	K03402	Gorilla
g__Rahnella	0	0	K03402	Gorilla
g__Rothia	64.241	38.7313626306048	K03402	Gorilla
g__Selenomonas	0	0	K03402	Gorilla
g__Staphylococcus	0.325	0.195944846047642	K03402	Gorilla
g__Streptococcus	38.878	23.4398268450468	K03402	Gorilla
g__Streptomyces	0	0	K03402	Gorilla
g__Streptosporangium	0	0	K03402	Gorilla
g__Tannerella	1.863	1.12321614826694	K03402	Gorilla
g__Veillonella	1.284	0.774132868692837	K03402	Gorilla
Total	165.863	100	K03402	Gorilla
g__Actinobacillus	0	0	K03402	Alouatta
g__Aggregatibacter	51.287	96.7460197691089	K03402	Alouatta
g__Arcanobacterium	0	0	K03402	Alouatta
g__Atopobium	0	0	K03402	Alouatta
g__Bacillus	0	0	K03402	Alouatta
g__Chlorobium	0	0	K03402	Alouatta
g__Clostridium	0	0	K03402	Alouatta
g__Cryptobacterium	0	0	K03402	Alouatta
g__Enterobacter	0	0	K03402	Alouatta
g__Enterococcus	0	0	K03402	Alouatta
g__Escherichia	0	0	K03402	Alouatta
g__Exiguobacterium	0	0	K03402	Alouatta
g__Faecalibacterium	0	0	K03402	Alouatta
g__Haemophilus	0	0	K03402	Alouatta
g__Klebsiella	0	0	K03402	Alouatta
g__Kocuria	0	0	K03402	Alouatta
g__Lactobacillus	0	0	K03402	Alouatta
g__Lysinibacillus	0	0	K03402	Alouatta
g__Macrococcus	0	0	K03402	Alouatta
g__Micromonospora	0	0	K03402	Alouatta
g__Morganella	0	0	K03402	Alouatta
g__Olsenella	0	0	K03402	Alouatta
g__Porphyromonas	0	0	K03402	Alouatta
g__Prevotella	0.174	0.328227571115974	K03402	Alouatta
g__Propionibacterium	0	0	K03402	Alouatta
g__Rahnella	0	0	K03402	Alouatta
g__Rothia	0	0	K03402	Alouatta
g__Selenomonas	0	0	K03402	Alouatta
g__Staphylococcus	0	0	K03402	Alouatta
g__Streptococcus	1.551	2.92575265977515	K03402	Alouatta
g__Streptomyces	0	0	K03402	Alouatta
g__Streptosporangium	0	0	K03402	Alouatta
g__Tannerella	0	0	K03402	Alouatta
g__Veillonella	0	0	K03402	Alouatta
Total	53.012	100	K03402	Alouatta
g__Acidovorax	0	0	K03574	Homo
g__Actinobacillus	0	0	K03574	Homo
g__Aeromonas	0	0	K03574	Homo
g__Aggregatibacter	4.223	0.204185932493413	K03574	Homo
g__Atopobium	2.032	0.0982490681569065	K03574	Homo
g__Bacillus	0	0	K03574	Homo
g__Bifidobacterium	0	0	K03574	Homo
g__Blautia	0	0	K03574	Homo
g__Chlorobium	1.46	0.0705923422780922	K03574	Homo
g__Clostridium	0	0	K03574	Homo
g__Corynebacterium	0	0	K03574	Homo
g__Cryptobacterium	0	0	K03574	Homo
g__Desulfovibrio	0	0	K03574	Homo
g__Erysipelothrix	0	0	K03574	Homo
g__Escherichia	0	0	K03574	Homo
g__Exiguobacterium	0.373	0.0180348929244715	K03574	Homo
g__Faecalibacterium	0	0	K03574	Homo
g__Filifactor	2.838	0.137219909167963	K03574	Homo
g__Haemophilus	5.187	0.250796218764702	K03574	Homo
g__Klebsiella	0	0	K03574	Homo
g__Kocuria	1.057	0.051106921772564	K03574	Homo
g__Leptotrichia	2.741	0.132529869989213	K03574	Homo
g__Lysinibacillus	0	0	K03574	Homo
g__Macrococcus	0	0	K03574	Homo
g__Methanobrevibacter	3.662	0.177061066727653	K03574	Homo
g__Micrococcus	0.833	0.0402763158340074	K03574	Homo
g__Micromonospora	0	0	K03574	Homo
g__Morganella	0	0	K03574	Homo
g__Neisseria	3.943	0.190647675070218	K03574	Homo
g__Nitrosomonas	0	0	K03574	Homo
g__Olsenella	9.094	0.439703260737651	K03574	Homo
g__Paracoccus	0	0	K03574	Homo
g__Prevotella	0.925	0.0447246004159146	K03574	Homo
g__Propionibacterium	727.516	35.1760674553346	K03574	Homo
g__Pseudomonas	0.358	0.0173096291339432	K03574	Homo
g__Rahnella	1.681	0.0812778954585432	K03574	Homo
g__Ralstonia	2.066	0.0998929994154374	K03574	Homo
g__Rhodococcus	0	0	K03574	Homo
g__Rhodopseudomonas	0.187	0.00904162192192003	K03574	Homo
g__Rothia	12.728	0.615410501722985	K03574	Homo
g__Staphylococcus	0	0	K03574	Homo
g__Stenotrophomonas	0.115	0.00556035572738398	K03574	Homo
g__Streptococcus	1247.662	60.3256047612117	K03574	Homo
g__Streptomyces	0	0	K03574	Homo
g__Streptosporangium	3.375	0.163184352868878	K03574	Homo
g__Veillonella	15.274	0.738511942435329	K03574	Homo
unclassified	18.883	0.913010410436449	K03574	Homo
Total	2068.213	100	K03574	Homo
g__Acidovorax	0	0	K03574	Pan
g__Actinobacillus	0	0	K03574	Pan
g__Aeromonas	0	0	K03574	Pan
g__Aggregatibacter	0	0	K03574	Pan
g__Atopobium	0	0	K03574	Pan
g__Bacillus	4.491	4.00856875083679	K03574	Pan
g__Bifidobacterium	0.5	0.446289106082921	K03574	Pan
g__Blautia	0.073	0.0651582094881064	K03574	Pan
g__Chlorobium	0	0	K03574	Pan
g__Clostridium	0.254	0.226714865890124	K03574	Pan
g__Corynebacterium	0	0	K03574	Pan
