genus	organism_name	Organism Name (Genus, Species)	# assembly_accession	refseq_category	taxid	version_status	assembly_level	release_type	genome_rep	seq_rel_date	ftp_path	Oral Taxon ID	HOMD Sequence ID	Culture Collection Entry Number	Sequencing Status	NCBI Genome Survey Sequence Accession ID	species_taxid	infraspecific_name	Assembly_Level_Score	Refseq_Category_Score	Sequencing_Status_Score	Organism
Streptococcus	Streptococcus sp. 1004_SSPC	NA	GCA_001069025.1	na	1579350	latest	Contig	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/025/GCA_001069025.1_ASM106902v1	NA	NA	NA	NA	NA	1579350	strain=1004_SSPC	1	0	0	Streptococcus sp. 1004_SSPC
Streptococcus	Streptococcus sp. 1171_SSPC	NA	GCA_001069335.1	na	1579348	latest	Scaffold	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/335/GCA_001069335.1_ASM106933v1	NA	NA	NA	NA	NA	1579348	strain=1171_SSPC	2	0	0	Streptococcus sp. 1171_SSPC
Streptococcus	Streptococcus sp. 2_1_36FAA	NA	GCA_000161955.2	na	469609	latest	Scaffold	Major	Full	2013/09/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/955/GCA_000161955.2_Strept_sp_2_1_36FAA_V2	NA	NA	NA	NA	NA	469609	strain=2_1_36FAA	2	0	0	Streptococcus sp. 2_1_36FAA
Streptococcus	Streptococcus sp. 263_SSPC	NA	GCA_001071995.1	na	1579343	latest	Scaffold	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/995/GCA_001071995.1_ASM107199v1	NA	NA	NA	NA	NA	1579343	strain=263_SSPC	2	0	0	Streptococcus sp. 263_SSPC
Streptococcus	Streptococcus sp. 28462	NA	GCA_003686955.1	na	2282420	latest	Contig	Major	Full	2018/10/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/686/955/GCA_003686955.1_ASM368695v1	NA	NA	NA	NA	NA	2282420	strain=28462	1	0	0	Streptococcus sp. 28462
Streptococcus	Streptococcus sp. 343_SSPC	NA	GCA_001072385.1	na	1579342	latest	Contig	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/385/GCA_001072385.1_ASM107238v1	NA	NA	NA	NA	NA	1579342	strain=343_SSPC	1	0	0	Streptococcus sp. 343_SSPC
Streptococcus	Streptococcus sp. 400_SSPC	NA	GCA_001072745.1	na	1579341	latest	Scaffold	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/745/GCA_001072745.1_ASM107274v1	NA	NA	NA	NA	NA	1579341	strain=400_SSPC	2	0	0	Streptococcus sp. 400_SSPC
Streptococcus	Streptococcus sp. 449_SSPC	NA	GCA_001073005.1	na	1579339	latest	Scaffold	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/005/GCA_001073005.1_ASM107300v1	NA	NA	NA	NA	NA	1579339	strain=449_SSPC	2	0	0	Streptococcus sp. 449_SSPC
Streptococcus	Streptococcus sp. 45	NA	GCA_900108865.1	na	1855326	latest	Contig	Major	Full	2016/10/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/865/GCA_900108865.1_IMG-taxon_2654588198_annotated_assembly	NA	NA	NA	NA	NA	1855326	strain=45	1	0	0	Streptococcus sp. 45
Streptococcus	Streptococcus sp. 596553	NA	GCA_900411395.1	na	2250596	latest	Scaffold	Major	Full	2018/05/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/411/395/GCA_900411395.1_596553	NA	NA	NA	NA	NA	2250596		2	0	0	Streptococcus sp. 596553
Streptococcus	Streptococcus sp. A12	NA	GCA_001587175.1	na	1759399	latest	Complete Genome	Major	Full	2016/03/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/175/GCA_001587175.1_ASM158717v1	NA	NA	NA	NA	NA	1759399	strain=A12	4	0	0	Streptococcus sp. A12
Streptococcus	Streptococcus sp. AC15	NA	GCA_000565055.1	na	936575	latest	Contig	Major	Full	2014/02/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/565/055/GCA_000565055.1_SspAC15v1.0	NA	NA	NA	NA	NA	936575	strain=AC15	1	0	0	Streptococcus sp. AC15
Streptococcus	Streptococcus sp. ACC21	NA	GCA_000524375.1	na	1161413	latest	Contig	Major	Full	2014/01/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/375/GCA_000524375.1_SspACC21v1.0	NA	NA	NA	NA	NA	1161413	strain=ACC21	1	0	0	Streptococcus sp. ACC21
Streptococcus	Streptococcus sp. ACS2	NA	GCA_000525585.1	na	936576	latest	Contig	Major	Full	2014/01/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/585/GCA_000525585.1_SspACS2v1.0	NA	NA	NA	NA	NA	936576	strain=ACS2	1	0	0	Streptococcus sp. ACS2
Streptococcus	Streptococcus sp. AM28-20	NA	GCA_003603595.1	na	2293246	latest	Scaffold	Major	Full	2018/10/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/603/595/GCA_003603595.1_ASM360359v1	NA	NA	NA	NA	NA	2293246	strain=AM28-20	2	0	0	Streptococcus sp. AM28-20
Streptococcus	Streptococcus sp. AM43-2AT	NA	GCA_003603405.1	na	2293247	latest	Scaffold	Major	Full	2018/10/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/603/405/GCA_003603405.1_ASM360340v1	NA	NA	NA	NA	NA	2293247	strain=AM43-2AT	2	0	0	Streptococcus sp. AM43-2AT
Streptococcus	Streptococcus sp. AS14	NA	GCA_000286495.1	na	936577	latest	Contig	Major	Full	2012/08/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/495/GCA_000286495.1_SspAS14v1.0	NA	NA	NA	NA	NA	936577	strain=AS14	1	0	0	Streptococcus sp. AS14
Streptococcus	Streptococcus sp. AS20	NA	GCA_000524255.1	na	936578	latest	Contig	Major	Full	2014/01/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/255/GCA_000524255.1_SspAS20v1.0	NA	NA	NA	NA	NA	936578	strain=AS20	1	0	0	Streptococcus sp. AS20
Streptococcus	Streptococcus sp. BS21	NA	GCA_000524275.1	na	1161414	latest	Contig	Major	Full	2014/01/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/275/GCA_000524275.1_SspBS21v1.0	NA	NA	NA	NA	NA	1161414	strain=BS21	1	0	0	Streptococcus sp. BS21
Streptococcus	Streptococcus sp. BS29a	NA	GCA_000517765.1	na	1161415	latest	Contig	Major	Full	2014/01/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/765/GCA_000517765.1_SspBS29av1.0	NA	NA	NA	NA	NA	1161415	strain=BS29a	1	0	0	Streptococcus sp. BS29a
Streptococcus	Streptococcus sp. BS35b	NA	GCA_000286475.1	na	1105032	latest	Contig	Major	Full	2012/08/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/475/GCA_000286475.1_SspBS35bv1.0	NA	NA	NA	NA	NA	1105032	strain=BS35b	1	0	0	Streptococcus sp. BS35b
Streptococcus	Streptococcus sp. C150	NA	GCA_000187445.1	na	435842	latest	Scaffold	Major	Full	2011/02/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/445/GCA_000187445.1_ASM18744v1	NA	NA	NA	NA	NA	435842	strain=C150	2	0	0	Streptococcus sp. C150
Streptococcus	Streptococcus sp. C300	NA	GCA_000187645.1	na	563036	latest	Scaffold	Major	Full	2011/02/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/645/GCA_000187645.1_ASM18764v1	NA	NA	NA	NA	NA	563036	strain=C300	2	0	0	Streptococcus sp. C300
Streptococcus	Streptococcus sp. CCUG 49591	NA	GCA_001650315.1	na	1860161	latest	Scaffold	Major	Full	2016/05/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/650/315/GCA_001650315.1_ASM165031v1	NA	NA	NA	NA	NA	1860161	strain=CCUG 49591	2	0	0	Streptococcus sp. CCUG 49591
Streptococcus	Streptococcus sp. ChDC B345	NA	GCA_003627155.1	na	1433513	latest	Complete Genome	Major	Full	2018/10/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/627/155/GCA_003627155.1_ASM362715v1	NA	NA	NA	NA	NA	1433513	strain=ChDC B345	4	0	0	Streptococcus sp. ChDC B345
Streptococcus	Streptococcus sp. ChDC B353	NA	GCA_003626515.1	na	1433516	latest	Scaffold	Major	Full	2018/10/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/626/515/GCA_003626515.1_ASM362651v1	NA	NA	NA	NA	NA	1433516	strain=ChDC B353	2	0	0	Streptococcus sp. ChDC B353
Streptococcus	Streptococcus sp. CM6	NA	GCA_000526095.1	na	936580	latest	Contig	Major	Full	2014/01/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/095/GCA_000526095.1_SspCM6v1.0	NA	NA	NA	NA	NA	936580	strain=CM6	1	0	0	Streptococcus sp. CM6
Streptococcus	Streptococcus sp. CM7	NA	GCA_000526035.1	na	936581	latest	Contig	Major	Full	2014/01/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/035/GCA_000526035.1_SspCM7v1.0	NA	NA	NA	NA	NA	936581	strain=CM7	1	0	0	Streptococcus sp. CM7
Streptococcus	Streptococcus sp. DBCMS	NA	GCA_000831085.1	na	1604598	latest	Contig	Major	Full	2015/02/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/085/GCA_000831085.1_ASM83108v1	NA	NA	NA	NA	NA	1604598	strain=DBCMS	1	0	0	Streptococcus sp. DBCMS
Streptococcus	Streptococcus sp. DD04	NA	GCA_001578725.1	na	1776578	latest	Scaffold	Major	Full	2016/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/725/GCA_001578725.1_ASM157872v1	NA	NA	NA	NA	NA	1776578	strain=DD04	2	0	0	Streptococcus sp. DD04
Streptococcus	Streptococcus sp. DD10	NA	GCA_001578805.1	na	1777878	latest	Scaffold	Major	Full	2016/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/805/GCA_001578805.1_ASM157880v1	NA	NA	NA	NA	NA	1777878	strain=DD10	2	0	0	Streptococcus sp. DD10
Streptococcus	Streptococcus sp. DD11	NA	GCA_001578865.1	na	1777879	latest	Scaffold	Major	Full	2016/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/865/GCA_001578865.1_ASM157886v1	NA	NA	NA	NA	NA	1777879	strain=DD11	2	0	0	Streptococcus sp. DD11
Streptococcus	Streptococcus sp. DD12	NA	GCA_001578885.1	na	1777880	latest	Scaffold	Major	Full	2016/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/885/GCA_001578885.1_ASM157888v1	NA	NA	NA	NA	NA	1777880	strain=DD12	2	0	0	Streptococcus sp. DD12
Streptococcus	Streptococcus sp. DD13	NA	GCA_001578875.1	na	1777881	latest	Scaffold	Major	Full	2016/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/875/GCA_001578875.1_ASM157887v1	NA	NA	NA	NA	NA	1777881	strain=DD13	2	0	0	Streptococcus sp. DD13
Streptococcus	Streptococcus sp. DORA_10	NA	GCA_000508605.1	na	1403937	latest	Scaffold	Major	Full	2013/12/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/605/GCA_000508605.1_Strp_DORA_10_velvet_1.1	NA	NA	NA	NA	NA	1403937		2	0	0	Streptococcus sp. DORA_10
Streptococcus	Streptococcus sp. FDAARGOS_146	NA	GCA_001471735.2	na	1702171	latest	Contig	Major	Full	2018/01/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/735/GCA_001471735.2_ASM147173v2	NA	NA	NA	NA	NA	1702171	strain=FDAARGOS_146	1	0	0	Streptococcus sp. FDAARGOS_146
Streptococcus	Streptococcus sp. FDAARGOS_192	NA	GCA_002073815.2	na	1839799	latest	Complete Genome	Major	Full	2018/03/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/815/GCA_002073815.2_ASM207381v2	NA	NA	NA	NA	NA	1839799	strain=FDAARGOS_192	4	0	0	Streptococcus sp. FDAARGOS_192
Streptococcus	Streptococcus sp. FDAARGOS_256	NA	GCA_002289235.2	na	1975706	latest	Contig	Major	Full	2018/01/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/289/235/GCA_002289235.2_ASM228923v2	NA	NA	NA	NA	NA	1975706	strain=FDAARGOS_256	1	0	0	Streptococcus sp. FDAARGOS_256
Streptococcus	Streptococcus sp. FDAARGOS_520	NA	GCA_003812685.1	na	2420308	latest	Complete Genome	Major	Full	2018/11/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/685/GCA_003812685.1_ASM381268v1	NA	NA	NA	NA	NA	2420308	strain=FDAARGOS_520	4	0	0	Streptococcus sp. FDAARGOS_520
Streptococcus	Streptococcus sp. FDAARGOS_521	NA	GCA_003812465.1	na	2420309	latest	Complete Genome	Major	Full	2018/11/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/465/GCA_003812465.1_ASM381246v1	NA	NA	NA	NA	NA	2420309	strain=FDAARGOS_521	4	0	0	Streptococcus sp. FDAARGOS_521
Streptococcus	Streptococcus sp. FDAARGOS_522	NA	GCA_003812445.1	na	2420310	latest	Complete Genome	Major	Full	2018/11/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/445/GCA_003812445.1_ASM381244v1	NA	NA	NA	NA	NA	2420310	strain=FDAARGOS_522	4	0	0	Streptococcus sp. FDAARGOS_522
Streptococcus	Streptococcus sp. GMD1S	NA	GCA_000296875.1	na	1169670	latest	Contig	Major	Full	2012/09/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/875/GCA_000296875.1_ASM29687v1	NA	NA	NA	NA	NA	1169670	strain=GMD1S	1	0	0	Streptococcus sp. GMD1S
Streptococcus	Streptococcus sp. GMD2S	NA	GCA_000296995.1	na	1169671	latest	Contig	Major	Full	2012/09/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/995/GCA_000296995.1_ASM29699v1	NA	NA	NA	NA	NA	1169671	strain=GMD2S	1	0	0	Streptococcus sp. GMD2S
Streptococcus	Streptococcus sp. GMD3S	NA	GCA_000298695.2	na	1169672	latest	Contig	Major	Full	2013/02/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/695/GCA_000298695.2_ASM29869v2	NA	NA	NA	NA	NA	1169672	strain=GMD3S	1	0	0	Streptococcus sp. GMD3S
Streptococcus	Streptococcus sp. GMD4S	NA	GCA_000296955.1	na	1169673	latest	Contig	Major	Full	2012/09/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/955/GCA_000296955.1_ASM29695v1	NA	NA	NA	NA	NA	1169673	strain=GMD4S	1	0	0	Streptococcus sp. GMD4S
Streptococcus	Streptococcus sp. GMD5S	NA	GCA_000298715.2	na	1169674	latest	Contig	Major	Full	2013/01/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/715/GCA_000298715.2_ASM29871v2	NA	NA	NA	NA	NA	1169674	strain=GMD5S	1	0	0	Streptococcus sp. GMD5S
Streptococcus	Streptococcus sp. GMD6S	NA	GCA_000297015.1	na	1169675	latest	Contig	Major	Full	2012/09/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/015/GCA_000297015.1_ASM29701v1	NA	NA	NA	NA	NA	1169675	strain=GMD6S	1	0	0	Streptococcus sp. GMD6S
Streptococcus	Streptococcus sp. oral taxon 056 str. F0418	Streptococcus sp. HMT 056	GCA_000220065.2	na	904294	latest	Contig	Major	Full	2011/07/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/065/GCA_000220065.2_ASM22006v1	56	SEQF1847	F0418	High Coverage	AFQU00000000	712620	strain=F0418	1	0	2	Streptococcus sp. HMT 056
Streptococcus	Streptococcus sp. oral taxon 064	Streptococcus sp. HMT 064	GCA_001683375.1	na	712624	latest	Chromosome	Major	Full	2016/07/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/375/GCA_001683375.1_ASM168337v1	64	SEQF2905	W10853	High Coverage	CP016207.1,CP016208.1,CP016209.1	712624	strain=W10853	3	0	2	Streptococcus sp. HMT 064
Streptococcus	Streptococcus sp. F0442	Streptococcus sp. HMT 066	GCA_000314795.2	na	999425	latest	Scaffold	Major	Full	2013/02/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/795/GCA_000314795.2_Strept_sp_F0442_V1	66	SEQF1889	F0442	High Coverage	AGZZ00000000	999425	strain=F0442	2	0	2	Streptococcus sp. HMT 066
Streptococcus	Streptococcus sp. HPH0090	NA	GCA_000411475.1	na	1203590	latest	Scaffold	Major	Full	2013/06/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/475/GCA_000411475.1_Stre_sp_HPH0090_V1	NA	NA	NA	NA	NA	1203590	strain=HPH0090	2	0	0	Streptococcus sp. HPH0090
Streptococcus	Streptococcus sp. HSISB1	NA	GCA_000448625.1	na	1316409	latest	Chromosome	Major	Full	2013/08/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/448/625/GCA_000448625.1_HSISB1_1.0	NA	NA	NA	NA	NA	1316409	strain=HSISB1	3	0	0	Streptococcus sp. HSISB1
Streptococcus	Streptococcus sp. HSISM1	NA	GCA_000448565.1	na	1316408	latest	Chromosome	Major	Full	2013/08/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/448/565/GCA_000448565.1_HSISM1_1.0	NA	NA	NA	NA	NA	1316408	strain=HSISM1	3	0	0	Streptococcus sp. HSISM1
Streptococcus	Streptococcus sp. HSISS1	NA	GCA_000448645.1	na	1316410	latest	Chromosome	Major	Full	2013/08/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/448/645/GCA_000448645.1_HSISS1_1.0	NA	NA	NA	NA	NA	1316410	strain=HSISS1	3	0	0	Streptococcus sp. HSISS1
Streptococcus	Streptococcus sp. HSISS2	NA	GCA_000448665.1	na	1316411	latest	Chromosome	Major	Full	2013/08/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/448/665/GCA_000448665.1_HSISS2_1.0	NA	NA	NA	NA	NA	1316411	strain=HSISS2	3	0	0	Streptococcus sp. HSISS2
Streptococcus	Streptococcus sp. HSISS3	NA	GCA_000448605.1	na	1316412	latest	Chromosome	Major	Full	2013/08/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/448/605/GCA_000448605.1_HSISS3_1.0	NA	NA	NA	NA	NA	1316412	strain=HSISS3	3	0	0	Streptococcus sp. HSISS3
Streptococcus	Streptococcus sp. I-G2	NA	GCA_000479335.1	na	1156431	latest	Complete Genome	Major	Full	2013/10/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/479/335/GCA_000479335.1_ASM47933v1	NA	NA	NA	NA	NA	1156431	strain=I-G2	4	0	0	Streptococcus sp. I-G2
Streptococcus	Streptococcus sp. I-P16	NA	GCA_000479315.1	na	1156433	latest	Complete Genome	Major	Full	2013/10/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/479/315/GCA_000479315.1_ASM47931v1	NA	NA	NA	NA	NA	1156433		4	0	0	Streptococcus sp. I-P16
Streptococcus	Streptococcus sp. JS71	NA	GCA_003627135.1	na	2382163	latest	Complete Genome	Major	Full	2018/10/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/627/135/GCA_003627135.1_ASM362713v1	NA	NA	NA	NA	NA	2382163	strain=JS71	4	0	0	Streptococcus sp. JS71
Streptococcus	Streptococcus sp. LQJ-218	NA	GCA_003428885.1	na	2283190	latest	Contig	Major	Full	2018/08/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/428/885/GCA_003428885.1_ASM342888v1	NA	NA	NA	NA	NA	2283190	strain=LQJ-218	1	0	0	Streptococcus sp. LQJ-218
Streptococcus	Streptococcus sp. M143	NA	GCA_000162495.1	na	563037	latest	Scaffold	Major	Full	2009/12/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/495/GCA_000162495.1_ASM16249v1	NA	NA	NA	NA	NA	563037	strain=M143	2	0	0	Streptococcus sp. M143
Streptococcus	Streptococcus sp. M334	NA	GCA_000187745.1	na	563038	latest	Scaffold	Major	Full	2011/02/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/745/GCA_000187745.1_ASM18774v1	NA	NA	NA	NA	NA	563038	strain=M334	2	0	0	Streptococcus sp. M334
Streptococcus	Streptococcus sp. NLAE-zl-C503	NA	GCA_900104285.1	na	1855327	latest	Scaffold	Major	Full	2016/10/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/285/GCA_900104285.1_IMG-taxon_2654588205_annotated_assembly	NA	NA	NA	NA	NA	1855327	strain=NLAE-zl-C503	2	0	0	Streptococcus sp. NLAE-zl-C503
Streptococcus	Streptococcus sp. NM	NA	GCA_003390135.1	na	2292266	latest	Contig	Major	Full	2018/08/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/390/135/GCA_003390135.1_ASM339013v1	NA	NA	NA	NA	NA	2292266	strain=NM	1	0	0	Streptococcus sp. NM
Streptococcus	Streptococcus sp. NPS 308	NA	GCA_002355895.1	na	1902136	latest	Complete Genome	Major	Full	2016/10/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/895/GCA_002355895.1_ASM235589v1	NA	NA	NA	NA	NA	1902136	strain=NPS 308	4	0	0	Streptococcus sp. NPS 308
Streptococcus	Streptococcus sp. OBRC6	NA	GCA_000517685.1	na	936587	latest	Contig	Major	Full	2014/01/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/685/GCA_000517685.1_SspOBRC6v1.0	NA	NA	NA	NA	NA	936587	strain=OBRC6	1	0	0	Streptococcus sp. OBRC6
Streptococcus	Streptococcus sp. SK140	NA	GCA_000259525.1	na	1095726	latest	Contig	Major	Full	2012/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/525/GCA_000259525.1_SspSK140v1.0	NA	NA	NA	NA	NA	1095726	strain=SK140	1	0	0	Streptococcus sp. SK140
Streptococcus	Streptococcus sp. SK643	NA	GCA_000259505.1	na	1095727	latest	Contig	Major	Full	2012/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/505/GCA_000259505.1_SspSK643v1.0	NA	NA	NA	NA	NA	1095727	strain=SK643	1	0	0	Streptococcus sp. SK643
Streptococcus	Streptococcus sp. SR1	NA	GCA_000526075.1	na	1161416	latest	Contig	Major	Full	2014/01/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/075/GCA_000526075.1_SspSR1v1.0	NA	NA	NA	NA	NA	1161416	strain=SR1	1	0	0	Streptococcus sp. SR1
Streptococcus	Streptococcus sp. SR4	NA	GCA_000517725.1	na	1161417	latest	Contig	Major	Full	2014/01/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/725/GCA_000517725.1_SspSR4v1.0	NA	NA	NA	NA	NA	1161417	strain=SR4	1	0	0	Streptococcus sp. SR4
Streptococcus	Streptococcus sp. UMB0029	NA	GCA_002871495.1	na	2069308	latest	Scaffold	Major	Full	2018/01/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/871/495/GCA_002871495.1_ASM287149v1	NA	NA	NA	NA	NA	2069308	strain=UMB0029	2	0	0	Streptococcus sp. UMB0029
Streptococcus	Streptococcus sp. UMB1385	NA	GCA_002871655.1	na	2069309	latest	Scaffold	Major	Full	2018/01/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/871/655/GCA_002871655.1_ASM287165v1	NA	NA	NA	NA	NA	2069309	strain=UMB1385	2	0	0	Streptococcus sp. UMB1385
Streptococcus	Streptococcus sp. VT 162	NA	GCA_000688775.2	na	1419814	latest	Complete Genome	Major	Full	2015/03/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/775/GCA_000688775.2_ASM68877v2	NA	NA	NA	NA	NA	1419814	strain=VT 162	4	0	0	Streptococcus sp. VT 162
Streptococcus	Streptococcus sp. VT-4	NA	GCA_003143695.1	na	2172545	latest	Contig	Major	Full	2018/05/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/143/695/GCA_003143695.1_ASM314369v1	NA	NA	NA	NA	NA	2172545	strain=VT-4	1	0	0	Streptococcus sp. VT-4
Streptococcus	Streptococcus sp. X13SY08	NA	GCA_001182825.2	na	1676616	latest	Contig	Major	Full	2015/08/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/182/825/GCA_001182825.2_ASM118282v2	NA	NA	NA	NA	NA	1676616	strain=X13SY08	1	0	0	Streptococcus sp. X13SY08
Streptococcus	Streptococcus sp. Z1(2018)	NA	GCA_003429035.1	na	2304043	latest	Scaffold	Major	Full	2018/08/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/429/035/GCA_003429035.1_ASM342903v1	NA	NA	NA	NA	NA	2304043	strain=Z1(2018)	2	0	0	Streptococcus sp. Z1(2018)
Streptococcus	Streptococcus sp. Z15	NA	GCA_003086355.2	na	2173853	latest	Complete Genome	Major	Full	2018/08/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/355/GCA_003086355.2_ASM308635v2	NA	NA	NA	NA	NA	2173853	strain=Z15	4	0	0	Streptococcus sp. Z15
Streptococcus	Streptococcus sp. Z2	NA	GCA_003429025.1	na	2304042	latest	Scaffold	Major	Full	2018/08/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/429/025/GCA_003429025.1_ASM342902v1	NA	NA	NA	NA	NA	2304042	strain=Z2	2	0	0	Streptococcus sp. Z2
Streptococcus	Streptococcus suis BM407	NA	GCA_000026745.1	reference genome	568814	latest	Complete Genome	Major	Full	2009/07/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/745/GCA_000026745.1_ASM2674v1	NA	NA	NA	NA	NA	1307	strain=BM407	4	2	0	Streptococcus suis BM407
Streptococcus	Streptococcus thermophilus JIM 8232	Streptococcus thermophilus	GCA_000253395.1	representative genome	1051074	latest	Complete Genome	Major	Full	2011/07/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/395/GCA_000253395.1_ASM25339v1	152	SEQF2891	jim_8232	Complete	FR875178.1	1308	strain=JIM 8232	4	1	3	Streptococcus thermophilus
Streptococcus	Streptococcus thermophilus CAG:236	NA	GCA_000434755.1	na	1263110	latest	Scaffold	Major	Full	2013/07/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/434/755/GCA_000434755.1_MGS236	NA	NA	NA	NA	NA	1263110		2	0	0	Streptococcus thermophilus CAG:236
