study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sample_title
PRJEB8420	SAMEA4521347	ERS1420526	ERX1770985	ERR1700697	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700697/ERR1700697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700697/ERR1700697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700697/ERR1700697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700697/ERR1700697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_M31-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_M31-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_M31-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_M31-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/007/ERR1700697	Blodgett sample, mineral layer, OM0C0 treatment, replicate 3, first time sequenced
PRJEB8420	SAMEA4521348	ERS1420527	ERX1770986	ERR1700698	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700698/ERR1700698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700698/ERR1700698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700698/ERR1700698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700698/ERR1700698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_M32-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_M32-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_M32-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_M32-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/008/ERR1700698	Blodgett sample, mineral layer, OM0C0 treatment, replicate 3, second time sequenced
PRJEB8420	SAMEA4521349	ERS1420528	ERX1770987	ERR1700699	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700699/ERR1700699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700699/ERR1700699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700699/ERR1700699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700699/ERR1700699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/009/ERR1700699	Blodgett sample, organic layer, OM0C0 treatment, replicate 1
PRJEB8420	SAMEA4521350	ERS1420529	ERX1770988	ERR1700700	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700700/ERR1700700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700700/ERR1700700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700700/ERR1700700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700700/ERR1700700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/000/ERR1700700	Blodgett sample, organic layer, OM0C0 treatment, replicate 2
PRJEB8420	SAMEA4521351	ERS1420530	ERX1770989	ERR1700701	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700701/ERR1700701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700701/ERR1700701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700701/ERR1700701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700701/ERR1700701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM0C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/001/ERR1700701	Blodgett sample, organic layer, OM0C0 treatment, replicate 3
PRJEB8420	SAMEA4521352	ERS1420531	ERX1770990	ERR1700702	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700702/ERR1700702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700702/ERR1700702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700702/ERR1700702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700702/ERR1700702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/002/ERR1700702	Blodgett sample, mineral layer, OM1C0 treatment, replicate 1
PRJEB8420	SAMEA4521353	ERS1420532	ERX1770991	ERR1700703	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700703/ERR1700703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700703/ERR1700703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700703/ERR1700703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700703/ERR1700703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/003/ERR1700703	Blodgett sample, mineral layer, OM1C0 treatment, replicate 2
PRJEB8420	SAMEA4521354	ERS1420533	ERX1770992	ERR1700704	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700704/ERR1700704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700704/ERR1700704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700704/ERR1700704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700704/ERR1700704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/004/ERR1700704	Blodgett sample, mineral layer, OM1C0 treatment, replicate 3
PRJEB8420	SAMEA4521355	ERS1420534	ERX1770993	ERR1700705	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700705/ERR1700705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700705/ERR1700705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700705/ERR1700705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700705/ERR1700705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/005/ERR1700705	Blodgett sample, organic layer, OM1C0 treatment, replicate 1
PRJEB8420	SAMEA4521356	ERS1420535	ERX1770994	ERR1700706	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700706/ERR1700706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700706/ERR1700706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700706/ERR1700706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700706/ERR1700706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/006/ERR1700706	Blodgett sample, organic layer, OM1C0 treatment, replicate 2
PRJEB8420	SAMEA4521357	ERS1420536	ERX1770995	ERR1700707	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700707/ERR1700707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700707/ERR1700707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700707/ERR1700707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700707/ERR1700707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM1C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/007/ERR1700707	Blodgett sample, organic layer, OM1C0 treatment, replicate 3
PRJEB8420	SAMEA4521358	ERS1420537	ERX1770996	ERR1700708	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700708/ERR1700708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700708/ERR1700708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700708/ERR1700708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700708/ERR1700708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/008/ERR1700708	Blodgett sample, mineral layer, OM2C0 treatment, replicate 1
PRJEB8420	SAMEA4521359	ERS1420538	ERX1770997	ERR1700709	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700709/ERR1700709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700709/ERR1700709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700709/ERR1700709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700709/ERR1700709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M21-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M21-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M21-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M21-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/009/ERR1700709	Blodgett sample, mineral layer, OM2C0 treatment, replicate 2, first time sequenced
PRJEB8420	SAMEA4521360	ERS1420539	ERX1770998	ERR1700710	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700710/ERR1700710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700710/ERR1700710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700710/ERR1700710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700710/ERR1700710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M22-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M22-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M22-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M22-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/000/ERR1700710	Blodgett sample, mineral layer, OM2C0 treatment, replicate 2, second time sequenced
PRJEB8420	SAMEA4521361	ERS1420540	ERX1770999	ERR1700711	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700711/ERR1700711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700711/ERR1700711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700711/ERR1700711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700711/ERR1700711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/001/ERR1700711	Blodgett sample, mineral layer, OM2C0 treatment, replicate 3
PRJEB8420	SAMEA4521362	ERS1420541	ERX1771000	ERR1700712	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700712/ERR1700712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700712/ERR1700712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700712/ERR1700712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700712/ERR1700712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/002/ERR1700712	Blodgett sample, organic layer, OM2C0 treatment, replicate 1
PRJEB8420	SAMEA4521363	ERS1420542	ERX1771001	ERR1700713	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700713/ERR1700713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700713/ERR1700713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700713/ERR1700713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700713/ERR1700713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/003/ERR1700713	Blodgett sample, organic layer, OM2C0 treatment, replicate 2
PRJEB8420	SAMEA4521364	ERS1420543	ERX1771002	ERR1700714	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700714/ERR1700714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700714/ERR1700714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700714/ERR1700714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700714/ERR1700714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM2C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/004/ERR1700714	Blodgett sample, organic layer, OM2C0 treatment, replicate 3
PRJEB8420	SAMEA4521365	ERS1420544	ERX1771003	ERR1700715	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700715/ERR1700715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700715/ERR1700715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700715/ERR1700715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700715/ERR1700715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/005/ERR1700715	Blodgett sample, mineral layer, OM3C0 treatment, replicate 1
PRJEB8420	SAMEA4521366	ERS1420545	ERX1771004	ERR1700716	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700716/ERR1700716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700716/ERR1700716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700716/ERR1700716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700716/ERR1700716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/006/ERR1700716	Blodgett sample, mineral layer, OM3C0 treatment, replicate 2
PRJEB8420	SAMEA4521367	ERS1420546	ERX1771005	ERR1700717	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700717/ERR1700717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700717/ERR1700717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700717/ERR1700717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700717/ERR1700717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/BL_OM3C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/007/ERR1700717	Blodgett sample, mineral layer, OM3C0 treatment, replicate 3
PRJEB8420	SAMEA4521368	ERS1420547	ERX1771006	ERR1700718	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700718/ERR1700718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700718/ERR1700718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700718/ERR1700718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700718/ERR1700718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/008/ERR1700718	Wells sample, mineral layer, OM0C0 treatment, replicate 1
PRJEB8420	SAMEA4521369	ERS1420548	ERX1771007	ERR1700719	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700719/ERR1700719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700719/ERR1700719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700719/ERR1700719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700719/ERR1700719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/009/ERR1700719	Wells sample, mineral layer, OM0C0 treatment, replicate 2
