AvgSpotLen	BioSample	Experiment	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	collection_date	geo_loc_name	lat_lon	misc_param	Assay_Type	BioProject	BioSampleModel	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	env_biome	env_feature	env_material	host
89	SAMN03283248	SRX844750	SINGLE	HCO74.single	2015-01-20	48	34	SRR1761733	SRS820583	HCO74	2012	Peru	9.91 S 76.23 W	HCO74	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
67	SAMN03283249	SRX844751	SINGLE	NO01.single	2015-01-15	128	94	SRR1761734	SRS820584	NO01	2013	USA	35.21 N 97.43 W	NO01	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
67	SAMN03283250	SRX844752	SINGLE	NO02.single	2015-01-15	141	104	SRR1761735	SRS820585	NO02	2013	USA	35.21 N 97.43 W	NO02	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
66	SAMN03283251	SRX844753	SINGLE	NO03.single	2015-01-16	148	109	SRR1761736	SRS820586	NO03	2013	USA	35.21 N 97.43 W	NO03	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
66	SAMN03283252	SRX844754	SINGLE	NO04.single	2015-01-16	139	103	SRR1761737	SRS820587	NO04	2013	USA	35.21 N 97.43 W	NO04	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
66	SAMN03283253	SRX844755	SINGLE	NO05.single	2015-01-16	137	101	SRR1761738	SRS820588	NO05	2013	USA	35.21 N 97.43 W	NO05	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
68	SAMN03283254	SRX844756	SINGLE	NO06.single	2015-01-16	111	80	SRR1761739	SRS820589	NO06	2013	USA	35.21 N 97.43 W	NO06	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
69	SAMN03283255	SRX844757	SINGLE	NO08.single	2015-01-16	102	73	SRR1761740	SRS820590	NO08	2013	USA	35.21 N 97.43 W	NO08	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
71	SAMN03283256	SRX844758	SINGLE	NO09.single	2015-01-16	97	69	SRR1761741	SRS820591	NO09	2013	USA	35.21 N 97.43 W	NO09	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
70	SAMN03283257	SRX844759	SINGLE	NO10.single	2015-01-16	107	77	SRR1761742	SRS820592	NO10	2013	USA	35.21 N 97.43 W	NO10	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
69	SAMN03283258	SRX844760	SINGLE	NO11.single	2015-01-16	116	83	SRR1761743	SRS820593	NO11	2013	USA	35.21 N 97.43 W	NO11	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
69	SAMN03283259	SRX844761	SINGLE	NO12.single	2015-01-16	113	81	SRR1761744	SRS820594	NO12	2013	USA	35.21 N 97.43 W	NO12	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
70	SAMN03283260	SRX844762	SINGLE	NO13.single	2015-01-16	105	76	SRR1761745	SRS820595	NO13	2013	USA	35.21 N 97.43 W	NO13	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
69	SAMN03283261	SRX844763	SINGLE	NO14.single	2015-01-16	118	84	SRR1761746	SRS820596	NO14	2013	USA	35.21 N 97.43 W	NO14	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
67	SAMN03283262	SRX844764	SINGLE	NO15.single	2015-01-16	116	83	SRR1761747	SRS820597	NO15	2013	USA	35.21 N 97.43 W	NO15	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
67	SAMN03283263	SRX844765	SINGLE	NO16.single	2015-01-16	144	106	SRR1761748	SRS820598	NO16	2013	USA	35.21 N 97.43 W	NO16	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
68	SAMN03283264	SRX844766	SINGLE	NO17.single	2015-01-16	110	80	SRR1761749	SRS820599	NO17	2013	USA	35.21 N 97.43 W	NO17	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
67	SAMN03283265	SRX844767	SINGLE	NO18.single	2015-01-17	123	90	SRR1761750	SRS820600	NO18	2013	USA	35.21 N 97.43 W	NO18	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
67	SAMN03283266	SRX844768	SINGLE	NO19.single	2015-01-17	120	88	SRR1761751	SRS820601	NO19	2013	USA	35.21 N 97.43 W	NO19	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
67	SAMN03283267	SRX844769	SINGLE	NO20.single	2015-01-17	115	85	SRR1761752	SRS820602	NO20	2013	USA	35.21 N 97.43 W	NO20	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
66	SAMN03283268	SRX844770	SINGLE	NO21.single	2015-01-17	114	84	SRR1761753	SRS820603	NO21	2013	USA	35.21 N 97.43 W	NO21	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
68	SAMN03283269	SRX844771	SINGLE	NO22.single	2015-01-17	130	94	SRR1761754	SRS820604	NO22	2013	USA	35.21 N 97.43 W	NO22	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
67	SAMN03283270	SRX844772	SINGLE	NO23.single	2015-01-17	148	108	SRR1761755	SRS820605	NO23	2013	USA	35.21 N 97.43 W	NO23	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
53	SAMN03283271	SRX844773	SINGLE	SM01.single	2015-01-17	217	166	SRR1761756	SRS820606	SM01	2012	Peru	5.68 S 73.33 W	SM01	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
54	SAMN03283272	SRX844774	SINGLE	SM02.single	2015-01-17	245	187	SRR1761757	SRS820607	SM02	2012	Peru	5.68 S 73.33 W	SM02	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
53	SAMN03283273	SRX844775	SINGLE	SM03.single	2015-01-17	127	97	SRR1761758	SRS820608	SM03	2012	Peru	5.68 S 73.33 W	SM03	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
52	SAMN03283274	SRX844776	SINGLE	SM05.single	2015-01-17	146	112	SRR1761759	SRS820609	SM05	2012	Peru	5.68 S 73.33 W	SM05	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
53	SAMN03283275	SRX844777	SINGLE	SM11.single	2015-01-18	195	150	SRR1761760	SRS820610	SM11	2012	Peru	5.68 S 73.33 W	SM11	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
53	SAMN03283276	SRX844778	SINGLE	SM18.single	2015-01-18	177	135	SRR1761761	SRS820614	SM18	2012	Peru	5.68 S 73.33 W	SM18	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
52	SAMN03283277	SRX844779	SINGLE	SM20.single	2015-01-18	175	134	SRR1761762	SRS820611	SM20	2012	Peru	5.68 S 73.33 W	SM20	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
54	SAMN03283278	SRX844780	SINGLE	SM23.single	2015-01-18	172	133	SRR1761763	SRS820612	SM23	2012	Peru	5.68 S 73.33 W	SM23	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
54	SAMN03283279	SRX844781	SINGLE	SM24.single	2015-01-18	175	134	SRR1761764	SRS820613	SM24	2012	Peru	5.68 S 73.33 W	SM24	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
57	SAMN03283280	SRX844782	SINGLE	SM25.single	2015-01-18	151	113	SRR1761765	SRS820616	SM25	2012	Peru	5.68 S 73.33 W	SM25	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
57	SAMN03283281	SRX844783	SINGLE	SM28.single	2015-01-18	126	94	SRR1761766	SRS820615	SM28	2012	Peru	5.68 S 73.33 W	SM28	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
57	SAMN03283282	SRX844784	SINGLE	SM29.single	2015-01-18	137	102	SRR1761767	SRS820617	SM29	2012	Peru	5.68 S 73.33 W	SM29	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
57	SAMN03283283	SRX844785	SINGLE	SM30.single	2015-01-18	137	102	SRR1761768	SRS820618	SM30	2012	Peru	5.68 S 73.33 W	SM30	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
56	SAMN03283284	SRX844786	SINGLE	SM31.single	2015-01-18	152	112	SRR1761769	SRS820619	SM31	2012	Peru	5.68 S 73.33 W	SM31	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
56	SAMN03283285	SRX844787	SINGLE	SM32.single	2015-01-18	203	154	SRR1761770	SRS820620	SM32	2012	Peru	5.68 S 73.33 W	SM32	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
55	SAMN03283286	SRX844788	SINGLE	SM33.single	2015-01-18	164	124	SRR1761771	SRS820621	SM33	2012	Peru	5.68 S 73.33 W	SM33	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
56	SAMN03283287	SRX844789	SINGLE	SM34.single	2015-01-19	150	114	SRR1761772	SRS820622	SM34	2012	Peru	5.68 S 73.33 W	SM34	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
55	SAMN03283288	SRX844790	SINGLE	SM37.single	2015-01-19	169	128	SRR1761773	SRS820623	SM37	2012	Peru	5.68 S 73.33 W	SM37	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
56	SAMN03283289	SRX844791	SINGLE	SM39.single	2015-01-19	191	144	SRR1761774	SRS820624	SM39	2012	Peru	5.68 S 73.33 W	SM39	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
50	SAMN03283290	SRX844792	SINGLE	SM40.single	2015-01-19	227	179	SRR1761775	SRS820625	SM40	2012	Peru	5.68 S 73.33 W	SM40	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
50	SAMN03283291	SRX844793	SINGLE	SM41.single	2015-01-19	218	171	SRR1761776	SRS820626	SM41	2012	Peru	5.68 S 73.33 W	SM41	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
50	SAMN03283292	SRX844794	SINGLE	SM42.single	2015-01-19	186	146	SRR1761777	SRS820627	SM42	2012	Peru	5.68 S 73.33 W	SM42	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
57	SAMN03283293	SRX844795	SINGLE	SM43.single	2015-01-19	441	329	SRR1761778	SRS820628	SM43	2012	Peru	5.68 S 73.33 W	SM43	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
57	SAMN03283294	SRX844796	SINGLE	SM44.single	2015-01-19	431	322	SRR1761779	SRS820629	SM44	2012	Peru	5.68 S 73.33 W	SM44	WGS	PRJNA268964	MIMS.me	public	sra	ncbi	0	Illumina HiSeq 2500	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-02-15	SRP052307	human-associated habitat	human-associated habitat	feces	Homo sapiens
