sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_reads_mapped_prior_rmdup_qf	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	percent_endogenous_dna_qf	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	species	mapping_params
Sample 32/107	FUM001.A0101	10808498	2467	743	576	167	0.023	0.007	4.449	0.0031	0.056	0.31	0	0	0	0	0.3043	0.25	0.2941	0.1111	40.28	36	26.23	Fusobacterium_nucleatum	strict
Sample 33/107	FUM002.A0101	17157534	2510	317	21	296	0.015	0.002	1.071	0.0053	0.0772	0.52	0.01	0	0	0	0.2857	0.2424	0.2963	0.2059	39.13	36.5	28.95	Fusobacterium_nucleatum	strict
Sample 34/107	FUM003.A0101	15708618	2017	552	127	425	0.013	0.004	1.299	0.0083	0.0944	0.8	0.01	0	0	0	0.2353	0.1304	0.1429	0.1522	42.2	37	27.44	Fusobacterium_nucleatum	strict
Sample 35/107	GDC002.A0101	11300654	4746	1360	48	1312	0.042	0.012	1.037	0.0245	0.1695	2.29	0.13	0.02	0	0	0.1053	0.0462	0.0711	0.0495	40.64	36.5	29.87	Fusobacterium_nucleatum	strict
Sample 36/107	GDC004.A0101	12302652	2142	35	0	35	0.017	0	1	6e-4	0.0431	0.04	0.01	0	0	0	0.1429	0.2	0	0	36.06	33	41.84	Fusobacterium_nucleatum	strict
Sample 37/107	GDC005.A0101	9931068	4210	1211	56	1155	0.042	0.012	1.048	0.0223	0.1567	2.1	0.11	0.01	0	0	0.053	0.0125	0.0374	0.037	41.92	39	29.66	Fusobacterium_nucleatum	strict
Sample 38/107	GDN001.A0101	30835470	2929	675	219	456	0.009	0.002	1.48	0.0083	0.093	0.81	0.02	0	0	0	0.434	0.25	0.3636	0.3611	39.62	37	26.95	Fusobacterium_nucleatum	strict
Sample 39/107	GDN001.C0101	20505644	542	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fusobacterium_nucleatum	strict
Sample 40/107	GOY005.A0101	9163118	14587	5871	148	5723	0.159	0.064	1.026	0.1113	0.3863	9.1	1.63	0.32	0.06	0.01	0.1647	0.1422	0.1965	0.1351	42.29	39	27.92	Fusobacterium_nucleatum	strict
Sample 41/107	GOY006.A0101	3799236	2661	993	22	971	0.07	0.026	1.023	0.0194	0.1431	1.87	0.07	0	0	0	0.1811	0.1391	0.1894	0.1328	43.51	40	27.51	Fusobacterium_nucleatum	strict
Sample 42/107	GUE001.A0101	11156331	90	2	1	1	0.001	0	2	0	0.0059	0	0	0	0	0	0	0	0	0	75	75	22.67	Fusobacterium_nucleatum	strict
Sample 43/107	IBA001.A0101	12987664	5494	884	24	860	0.042	0.007	1.028	0.0214	0.2038	1.94	0.12	0.02	0.01	0	0.05	0.0221	0.0625	0.0543	54.21	48	31.7	Fusobacterium_nucleatum	strict
Sample 44/107	IBA002.A0101	19022015	3055	100	10	90	0.016	0.001	1.111	0.0018	0.0904	0.13	0.01	0.01	0.01	0	0	0	0.0625	0	44.31	39	41.42	Fusobacterium_nucleatum	strict
Sample 45/107	JAE006.A0101	87883942	31142	13062	244	12818	0.035	0.015	1.019	0.4501	1.3662	17.33	9.47	6.07	4.04	2.73	0.0201	0.0203	0.0216	0.0244	76.36	76	32.52	Fusobacterium_nucleatum	strict
Sample 46/107	JAE007.A0101	66419551	454841	246491	12293	234198	0.685	0.371	1.052	8.3716	20.0438	46.41	37.75	32.81	29.45	26.91	0.0177	0.0199	0.0169	0.0184	77.73	76	32.2	Fusobacterium_nucleatum	strict
Sample 47/107	JAE008.A0101	65296039	116972	62941	1743	61198	0.179	0.096	1.028	2.2373	4.9636	41.91	29.79	23.23	18.74	15.44	0.0227	0.0261	0.021	0.0253	79.49	76	31.76	Fusobacterium_nucleatum	strict
Sample 48/107	JAE009.A0101	66062410	69556	37791	886	36905	0.105	0.057	1.024	1.2951	2.8453	38.08	23.57	16.16	11.61	8.6	0.0317	0.0271	0.0317	0.0291	76.31	76	32.84	Fusobacterium_nucleatum	strict
Sample 49/107	JAE010.A0101	60027336	67714	33182	715	32467	0.113	0.055	1.022	1.1158	3.1169	30.15	18.01	12.51	9.39	7.32	0.0344	0.0309	0.0383	0.0371	74.73	75	33.35	Fusobacterium_nucleatum	strict
Sample 50/107	JAE012.A0101	62752277	172104	87342	3536	83806	0.274	0.139	1.042	3.0016	8.3305	35.3	25.38	20.58	17.45	15.28	0.017	0.0184	0.0158	0.0173	77.88	76	33.17	Fusobacterium_nucleatum	strict
Sample 51/107	JAE013.A0101	38954329	60875	28652	604	28048	0.156	0.074	1.022	0.9832	2.9685	23.69	14.81	10.79	8.29	6.68	0.0202	0.0196	0.0253	0.0202	76.23	76	33.49	Fusobacterium_nucleatum	strict
Sample 52/107	JAE014.A0101	68620482	45125	21310	455	20855	0.066	0.031	1.022	0.7548	2.142	23.73	13.46	9.07	6.6	4.99	0.0224	0.0244	0.0303	0.0256	78.7	76	32.54	Fusobacterium_nucleatum	strict
Sample 53/107	JAE015.A0101	57512281	9366	3152	64	3088	0.016	0.005	1.021	0.1092	0.4428	7.71	2.09	0.73	0.26	0.08	0.0337	0.0191	0.0321	0.0281	76.89	76	33.39	Fusobacterium_nucleatum	strict
Sample 54/107	JAE016.A0101	94564553	107616	58279	1627	56652	0.114	0.062	1.029	2.045	4.6751	40.33	27.82	21.31	17.16	14.18	0.0216	0.0226	0.0214	0.0234	78.49	76	32.01	Fusobacterium_nucleatum	strict
Sample 55/107	KNP001.A0102	16260023	26025	11428	252	11176	0.16	0.07	1.023	0.3095	0.9841	15.09	6.93	3.75	2.15	1.24	0.066	0.066	0.0809	0.0681	60.23	58	28.11	Fusobacterium_nucleatum	strict
Sample 56/107	KNP003.A0102	10394445	18635	8057	196	7861	0.179	0.078	1.025	0.2137	0.7139	12.44	4.82	2.16	1.01	0.47	0.0702	0.0743	0.0688	0.0635	59.12	57	28.55	Fusobacterium_nucleatum	strict
Sample 57/107	KNP004.A0102	184494	288	115	4	111	0.156	0.062	1.036	0.0029	0.0541	0.29	0	0	0	0	0.0625	0.05	0.0385	0.0526	57.57	57	29.33	Fusobacterium_nucleatum	strict
Sample 58/107	KNP005.A0102	11095033	7768	3503	80	3423	0.07	0.032	1.023	0.1009	0.4053	7.51	1.83	0.52	0.15	0.04	0.0409	0.0484	0.0385	0.0495	64.11	61	28.07	Fusobacterium_nucleatum	strict
Sample 59/107	KNP006.A0102	11159677	5791	2225	39	2186	0.052	0.02	1.018	0.0578	0.2815	4.75	0.84	0.14	0.03	0.01	0.062	0.0511	0.0612	0.0801	57.46	55	27.65	Fusobacterium_nucleatum	strict
Sample 60/107	KNP007.A0102	9160659	3822	1614	39	1575	0.042	0.018	1.025	0.0446	0.2427	3.78	0.56	0.09	0.01	0	0.1007	0.0777	0.084	0.0625	61.54	60	28.85	Fusobacterium_nucleatum	strict
Sample 61/107	KNP009.A0102	11345038	20873	9009	221	8788	0.184	0.079	1.025	0.253	0.8577	13.16	5.61	2.86	1.57	0.92	0.0862	0.0683	0.062	0.0755	62.61	60	28.51	Fusobacterium_nucleatum	strict
Sample 62/107	LIS001.A0101	10615930	10089	5956	126	5830	0.095	0.056	1.022	0.1709	0.4576	14.23	2.41	0.36	0.07	0.01	0.0896	0.0661	0.0701	0.0759	63.73	60	28.38	Fusobacterium_nucleatum	strict
Sample 63/107	LIS002.A0101	11561710	5638	2705	63	2642	0.049	0.023	1.024	0.0613	0.2537	5.81	0.3	0.02	0	0	0.1263	0.076	0.0786	0.0898	50.45	46	27.41	Fusobacterium_nucleatum	strict
Sample 64/107	LIS003.A0101	10417160	14142	6941	143	6798	0.136	0.067	1.021	0.1685	0.4631	13.86	2.4	0.49	0.09	0.01	0.0761	0.0866	0.083	0.0844	53.92	49	28.79	Fusobacterium_nucleatum	strict
Sample 65/107	LOB001.A0101	8770905	861	114	3	111	0.01	0.001	1.027	0.0024	0.0529	0.23	0.01	0	0	0	0.0455	0.0526	0.0385	0.0714	47.87	43	34.97	Fusobacterium_nucleatum	strict
Sample 66/107	MOA001.A0101	15176910	2110	800	17	783	0.014	0.005	1.022	0.0191	0.1407	1.86	0.05	0	0	0	0.2966	0.1412	0.2414	0.1667	53.05	48	27.65	Fusobacterium_nucleatum	strict
Sample 67/107	MTK001.A0101	8268804	1227	76	2	74	0.015	0.001	1.027	0.0019	0.0449	0.18	0.01	0	0	0	0	0	0	0.1667	55.81	52	33.8	Fusobacterium_nucleatum	strict
Sample 68/107	MTM001.A0101	3486856	1940	561	47	514	0.056	0.016	1.091	0.0138	0.1233	1.32	0.05	0.01	0	0	0.0123	0.0303	0.0349	0.0333	58.59	56	31.43	Fusobacterium_nucleatum	strict
Sample 69/107	MTM002.A0101	3065269	347	29	5	24	0.011	0.001	1.208	6e-4	0.0262	0.05	0	0	0	0	0	0.3333	0	0.1667	52.96	51.5	34.23	Fusobacterium_nucleatum	strict
Sample 70/107	MTM003.A0101	34546048	17404	6175	318	5857	0.05	0.018	1.054	0.1798	0.5894	12.45	3.44	1.2	0.45	0.19	0.0347	0.0373	0.0265	0.0323	66.76	68	32.04	Fusobacterium_nucleatum	strict
Sample 71/107	MTM004.A0101	4106490	1692	485	46	439	0.041	0.012	1.105	0.0116	0.1118	1.12	0.04	0	0	0	0.0484	0.0299	0.0448	0.0333	57.66	56	31.4	Fusobacterium_nucleatum	strict
Sample 72/107	MTM005.A0101	3434086	1048	202	23	179	0.031	0.006	1.128	0.0052	0.0744	0.51	0.02	0	0	0	0.0385	0.037	0	0.0968	63.51	61	30.79	Fusobacterium_nucleatum	strict
Sample 73/107	MTM006.A0101	7069851	1531	245	20	225	0.022	0.003	1.089	0.0055	0.0771	0.52	0.02	0	0	0	0.0294	0.1053	0.1071	0.0278	52.75	48	31.04	Fusobacterium_nucleatum	strict
Sample 74/107	MTM008.A0101	5164298	903	77	7	70	0.017	0.001	1.1	0.0019	0.0477	0.18	0	0	0	0	0.1111	0	0	0	60.17	60	34.31	Fusobacterium_nucleatum	strict
Sample 75/107	MTM009.A0101	2385491	1462	377	31	346	0.061	0.016	1.09	0.0093	0.0997	0.89	0.04	0	0	0	0.0896	0.0444	0.0962	0.0385	58.22	56	30.62	Fusobacterium_nucleatum	strict
Sample 76/107	MTM010.A0101	9123626	4228	569	29	540	0.046	0.006	1.054	0.0126	0.1893	1.14	0.05	0.01	0	0	0.0331	0.0286	0.0102	0.0732	50.83	46	33.8	Fusobacterium_nucleatum	strict
Sample 77/107	MTM011.A0101	4775010	1584	405	25	380	0.033	0.008	1.066	0.0108	0.1091	1.02	0.05	0.01	0	0	0	0.0645	0.0303	0.0189	61.67	62.5	33.28	Fusobacterium_nucleatum	strict
Sample 78/107	MTM012.A0101	10623025	1811	71	5	66	0.017	0.001	1.076	0.0017	0.0444	0.16	0.01	0	0	0	0	0	0	0.1	56.42	50	35.15	Fusobacterium_nucleatum	strict
Sample 79/107	MTM013.A0101	7105486	2541	437	20	417	0.036	0.006	1.048	0.0108	0.1118	1.01	0.06	0.01	0	0	0.0116	0.0351	0.023	0	56.53	55	33.45	Fusobacterium_nucleatum	strict
Sample 80/107	MTS001.A0101	6540914	2458	640	34	606	0.038	0.01	1.056	0.0147	0.132	1.38	0.06	0.01	0.01	0	0.043	0.0297	0.0213	0.0215	52.79	50	32.7	Fusobacterium_nucleatum	strict
Sample 81/107	MTS002.A0101	6562562	1198	113	4	109	0.018	0.002	1.037	0.0029	0.0595	0.27	0.01	0	0	0	0	0.0556	0	0	58.05	57	34.03	Fusobacterium_nucleatum	strict
Sample 82/107	MTS003.A0101	7532301	1530	266	6	260	0.02	0.004	1.023	0.0061	0.0828	0.58	0.02	0	0	0	0.0208	0.0238	0.0476	0.0333	50.92	47	33	Fusobacterium_nucleatum	strict
Sample 83/107	OAK001.A0101	11211671	4991	3571	993	2578	0.045	0.032	1.385	0.0457	0.2219	4.33	0.22	0.02	0	0	0.372	0.215	0.3671	0.232	38.59	36	23.59	Fusobacterium_nucleatum	strict
Sample 84/107	OAK002.A0101	14005970	24360	10232	332	9900	0.174	0.073	1.034	0.1797	0.5096	13.75	3.26	0.72	0.16	0.04	0.1869	0.146	0.2031	0.1549	39.48	37	26.92	Fusobacterium_nucleatum	strict
Sample 85/107	OAK003.A0101	17189509	6921	3162	68	3094	0.04	0.018	1.022	0.0641	0.2575	6.11	0.28	0.01	0	0	0.2716	0.1784	0.2946	0.2071	45.02	41	27.17	Fusobacterium_nucleatum	strict
Sample 86/107	OAK004.A0101	13488774	25848	11728	548	11180	0.192	0.087	1.049	0.2059	0.54	15.76	3.66	0.87	0.22	0.05	0.24	0.1479	0.2168	0.1539	40.04	37	27.45	Fusobacterium_nucleatum	strict
Sample 87/107	OAK005.A0101	16940328	66157	37037	891	36146	0.391	0.219	1.025	0.7786	1.2016	41.95	20.14	9.08	3.89	1.58	0.1687	0.1287	0.1868	0.1256	46.84	42	27.7	Fusobacterium_nucleatum	strict
Sample 88/107	OME002.A0101	13994463	11650	3351	81	3270	0.083	0.024	1.025	0.0825	0.4787	4.78	1.66	0.8	0.43	0.25	0.0412	0.0312	0.0258	0.0383	54.88	51	29.97	Fusobacterium_nucleatum	strict
Sample 89/107	OME003.A0101	13956736	20647	6508	147	6361	0.148	0.047	1.023	0.1587	0.7793	7.89	2.98	1.66	1.05	0.7	0.0359	0.0459	0.0326	0.0496	54.27	49	29.45	Fusobacterium_nucleatum	strict
Sample 90/107	OME005.A0101	9470819	6549	2354	52	2302	0.069	0.025	1.023	0.0687	0.3367	5.32	1.01	0.31	0.14	0.06	0.0359	0.0306	0.0323	0.0347	64.93	63	29.41	Fusobacterium_nucleatum	strict
Sample 91/107	OME007.A0101	11490181	3421	660	13	647	0.03	0.006	1.02	0.0172	0.1704	1.3	0.29	0.08	0.03	0.01	0.0214	0.0722	0.0145	0.0521	57.77	56	30.21	Fusobacterium_nucleatum	strict
Sample 92/107	OME009.A0101	7422246	941	69	0	69	0.013	0.001	1	0.0019	0.0462	0.18	0.01	0	0	0	0.0588	0.0625	0.0833	0	59.99	59	31.18	Fusobacterium_nucleatum	strict
Sample 93/107	PES001.B0101	11872279	1610	333	36	297	0.014	0.003	1.121	0.0062	0.0818	0.6	0.01	0	0	0	0.2424	0.0714	0.2927	0.2121	45.33	41	29.84	Fusobacterium_nucleatum	strict
Sample 94/107	PYK001.A0101	15248245	8263	6008	117	5891	0.054	0.039	1.02	0.1326	0.3748	12.1	1.08	0.07	0.01	0	0.1145	0.0951	0.0962	0.0954	48.94	45	26.97	Fusobacterium_nucleatum	strict
Sample 95/107	PYK002.A0101	17218978	21779	12454	257	12197	0.126	0.072	1.021	0.2784	0.6058	21.49	4.9	1.11	0.24	0.06	0.1255	0.0787	0.125	0.0927	49.63	45	26.91	Fusobacterium_nucleatum	strict
Sample 96/107	PYK003.A0101	14732223	3602	1406	28	1378	0.024	0.01	1.02	0.0344	0.1919	3.27	0.15	0.01	0	0	0.0952	0.0988	0.0981	0.1047	54.22	48.5	28.32	Fusobacterium_nucleatum	strict
Sample 97/107	PYK004.A0101	16708305	11715	4840	105	4735	0.07	0.029	1.022	0.1066	0.3821	8.69	1.53	0.34	0.08	0.02	0.0713	0.0592	0.071	0.0455	48.94	44	32.54	Fusobacterium_nucleatum	strict
Sample 98/107	PYK005.A0101	21468513	2766	226	6	220	0.013	0.001	1.027	0.0049	0.0749	0.47	0.01	0	0	0	0.0238	0	0.1556	0.0811	48	43	32.91	Fusobacterium_nucleatum	strict
Sample 99/107	SPM001.A0101	4576676	81	1	0	1	0.002	0	1	0	0.0037	0	0	0	0	0	0	0	0	0	30	30	40	Fusobacterium_nucleatum	strict
Sample 100/107	SPM002.A0101	2095474	36	2	1	1	0.002	0	2	0	0.0037	0	0	0	0	0	0	0	0	0	30	30	60	Fusobacterium_nucleatum	strict
Sample 101/107	TAF008.B0101	11524885	1306	228	42	186	0.011	0.002	1.226	0.0037	0.0655	0.35	0.01	0	0	0	0.32	0.2353	0.375	0.2083	42.97	39	27.85	Fusobacterium_nucleatum	strict
Sample 102/107	TAF016.B0101	4769590	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fusobacterium_nucleatum	strict
Sample 103/107	TAF017.A0101	19456044	5906	2568	350	2218	0.03	0.013	1.158	0.0392	0.2943	2.33	1.24	0.15	0.08	0.04	0.2836	0.205	0.3155	0.1442	38.4	36	26.43	Fusobacterium_nucleatum	strict
Sample 104/107	TAF018.A0101	14681780	3354	959	290	669	0.023	0.007	1.433	0.0159	0.1298	1.53	0.04	0.01	0	0	0.2377	0.1625	0.2917	0.1977	51.57	48	28.49	Fusobacterium_nucleatum	strict
Sample 105/107	VLD001.A0101	9040714	879	38	6	32	0.01	0	1.188	7e-4	0.0278	0.07	0	0	0	0	0	0	0.3333	0	49.84	41	31.81	Fusobacterium_nucleatum	strict
Sample 106/107	WAL001.A0101	14881423	1484	76	2	74	0.01	0.001	1.027	0.0014	0.046	0.13	0.01	0	0	0	0	0.1	0	0.1176	42.35	38	35.19	Fusobacterium_nucleatum	strict
Sample 107/107	ZAF001.A0101	8749845	699	151	65	86	0.008	0.002	1.756	0.0025	0.0531	0.24	0.01	0	0	0	0	0	0	0	63.62	62	32.21	Fusobacterium_nucleatum	strict
Sample 1/115	ABM006.A0101	8057367	1182	58	1	57	0.015	0.001	1.018	0.0011	0.05	0.07	0.02	0.01	0	0	0	0.0667	0.0714	0	47	41	48.75	Poryphormonas_gingivalis	strict
Sample 2/115	ABM007.A0101	12981357	14413	8798	234	8564	0.111	0.068	1.027	0.1799	0.7013	11.11	2.94	1.51	0.93	0.57	0.065	0.054	0.0716	0.0461	49.47	44	50.59	Poryphormonas_gingivalis	strict
Sample 3/115	ABM008.A0101	5032357	4221	2214	59	2155	0.084	0.044	1.027	0.0436	0.263	3.45	0.62	0.19	0.07	0.02	0.0708	0.0421	0.0541	0.0435	47.67	42	50.45	Poryphormonas_gingivalis	strict
Sample 4/115	BAN001.A0101	10106625	54	6	0	6	0.001	0	1	1e-4	0.0104	0.01	0	0	0	0	0	0	0	0	42.33	40.5	45.67	Poryphormonas_gingivalis	strict
Sample 5/115	BIT001.A0101	23239961	1076	13	1	12	0.005	0	1.083	2e-4	0.0157	0.02	0	0	0	0	0	0	0.1667	0.1667	44	37.5	52.86	Poryphormonas_gingivalis	strict
Sample 6/115	BSQ001.A0101	10866912	1623	874	19	855	0.015	0.008	1.022	0.0147	0.1263	1.4	0.06	0.01	0	0	0.2124	0.1287	0.2759	0.1343	40.41	37	48.11	Poryphormonas_gingivalis	strict
Sample 7/115	CDC005.A0101	4526782	3078	1615	90	1525	0.068	0.036	1.059	0.033	0.1923	3.08	0.19	0.03	0.01	0	0.1019	0.0467	0.1047	0.0695	50.89	47	49.03	Poryphormonas_gingivalis	strict
Sample 8/115	CDC006.A0101	15120313	8764	4747	80	4667	0.058	0.031	1.017	0.0973	0.4377	7.09	1.39	0.6	0.32	0.17	0.0837	0.0537	0.0898	0.0612	49.1	44	49.45	Poryphormonas_gingivalis	strict
Sample 9/115	CDC007.A0101	15878673	5157	2098	59	2039	0.032	0.013	1.029	0.0363	0.264	2.65	0.57	0.23	0.11	0.05	0.1376	0.0974	0.1263	0.0775	41.95	38	47.14	Poryphormonas_gingivalis	strict
Sample 10/115	CDC008.A0101	15094966	17896	9257	285	8972	0.119	0.061	1.032	0.1695	0.6653	10.77	2.67	1.37	0.82	0.52	0.0786	0.0538	0.0694	0.0561	44.49	40	48.29	Poryphormonas_gingivalis	strict
Sample 11/115	CDC009.A0101	14286106	7173	3278	57	3221	0.05	0.023	1.018	0.0685	0.369	4.93	1.07	0.43	0.21	0.1	0.0618	0.0389	0.0719	0.0536	50.09	46	47.76	Poryphormonas_gingivalis	strict
Sample 12/115	CDC010.A0101	15031925	19982	11043	347	10696	0.133	0.073	1.032	0.2093	0.5739	16.39	2.91	0.79	0.35	0.19	0.1007	0.0678	0.1019	0.0666	46.07	42	48.82	Poryphormonas_gingivalis	strict
Sample 13/115	CDC011.A0101	9141614	2340	998	39	959	0.026	0.011	1.041	0.0215	0.1692	1.88	0.18	0.06	0.02	0.01	0.043	0.0268	0.0579	0.0611	52.73	50	48.86	Poryphormonas_gingivalis	strict
Sample 14/115	DJA002.A0101	11978137	4222	1023	40	983	0.035	0.009	1.041	0.0186	0.3571	0.53	0.31	0.23	0.19	0.15	0.0643	0.0521	0.06	0.0411	44.59	40	48.09	Poryphormonas_gingivalis	strict
Sample 15/115	DJA006.A0101	13754707	7626	4386	105	4281	0.055	0.032	1.025	0.0789	0.3421	6.39	1.02	0.31	0.11	0.04	0.0653	0.0556	0.0608	0.0415	43.39	39	50.3	Poryphormonas_gingivalis	strict
Sample 16/115	DJA007.A0101	17395667	23603	15092	357	14735	0.136	0.087	1.024	0.31	0.9487	18.24	5.42	2.66	1.6	1.01	0.0646	0.0493	0.0662	0.0552	49.54	45	50.4	Poryphormonas_gingivalis	strict
Sample 17/115	EBO001.A0101	15767290	6358	2673	133	2540	0.04	0.017	1.052	0.0499	0.2822	4.22	0.43	0.14	0.08	0.05	0.0521	0.0367	0.0618	0.0528	46.3	41	49.3	Poryphormonas_gingivalis	strict
Sample 18/115	EBO003.A0101	20549945	19588	10371	778	9593	0.095	0.05	1.081	0.1738	0.6029	13.06	2.3	0.76	0.39	0.23	0.0911	0.0737	0.1097	0.0589	42.67	38	49.24	Poryphormonas_gingivalis	strict
Sample 19/115	EBO008.A0101	11592824	22451	14115	373	13742	0.194	0.122	1.027	0.31	0.8197	21.2	5.02	1.82	1.02	0.66	0.0732	0.0536	0.0673	0.0524	53.11	48	50.4	Poryphormonas_gingivalis	strict
Sample 20/115	EBO009.A0101	3668406	5910	3435	105	3330	0.161	0.094	1.032	0.0638	0.3149	5.21	0.72	0.24	0.1	0.05	0.1004	0.0693	0.1049	0.0678	45.08	41	49.72	Poryphormonas_gingivalis	strict
Sample 21/115	ECO002.B0101	24662284	8270	3962	89	3873	0.034	0.016	1.023	0.0632	0.3187	5.05	0.81	0.26	0.11	0.05	0.3374	0.1547	0.3746	0.1803	38.44	36	47.99	Poryphormonas_gingivalis	strict
Sample 22/115	ECO004.B0101	20400171	11750	6671	308	6363	0.058	0.033	1.048	0.1019	0.4175	7.8	1.5	0.49	0.19	0.09	0.3817	0.1826	0.384	0.1754	37.71	35	48.03	Poryphormonas_gingivalis	strict
Sample 23/115	ECO006.B0101	10488914	263	17	0	17	0.003	0	1	3e-4	0.017	0.03	0	0	0	0	0	0	0	0.5	37.53	33	50.94	Poryphormonas_gingivalis	strict
Sample 24/115	ECO010.B0101	12246134	1564	468	7	461	0.013	0.004	1.015	0.0074	0.089	0.71	0.03	0	0	0	0.3663	0.1562	0.4405	0.2159	37.66	35	47.12	Poryphormonas_gingivalis	strict
Sample 25/115	EMN001.A0101	12579489	1878	412	8	404	0.015	0.003	1.02	0.0085	0.1074	0.73	0.1	0.02	0	0	0.2233	0.1034	0.2371	0.1294	49.82	45	50.93	Poryphormonas_gingivalis	strict
Sample 26/115	ESA003.A0101	10129501	4576	2468	67	2401	0.045	0.024	1.028	0.056	0.2564	5.06	0.45	0.07	0.01	0	0.061	0.0576	0.0785	0.0624	54.92	50	48.96	Poryphormonas_gingivalis	strict
Sample 27/115	ESA004.A0101	7824141	1443	394	12	382	0.018	0.005	1.031	0.0071	0.0867	0.68	0.02	0	0	0	0.0909	0.0417	0.0638	0.0513	43.48	40	49.34	Poryphormonas_gingivalis	strict
Sample 28/115	ESA006.A0101	11233426	3431	1748	43	1705	0.031	0.016	1.025	0.0369	0.2191	3.22	0.35	0.09	0.02	0.01	0.0978	0.0723	0.1289	0.0749	50.95	45	49.58	Poryphormonas_gingivalis	strict
Sample 29/115	ESA007.A0101	9903431	4476	2576	56	2520	0.045	0.026	1.022	0.0562	0.2535	5.15	0.39	0.06	0.02	0	0.0641	0.0456	0.0806	0.0427	52.49	47	48.9	Poryphormonas_gingivalis	strict
Sample 30/115	ESA008.A0101	9119930	21018	14037	304	13733	0.23	0.154	1.022	0.312	0.5883	25.55	4.82	0.73	0.08	0.01	0.0841	0.0719	0.0772	0.0723	53.5	49	48.17	Poryphormonas_gingivalis	strict
Sample 31/115	FDM001.A0101	4889751	665	5	0	5	0.014	0	1	1e-4	0.0103	0.01	0	0	0	0	0	0	0	0	35.8	35	49.16	Poryphormonas_gingivalis	strict
Sample 32/115	FUM001.A0101	10808498	852	113	88	25	0.008	0.001	4.52	6e-4	0.0256	0.06	0	0	0	0	0.2	0	0	0	55.76	46	47.99	Poryphormonas_gingivalis	strict
Sample 33/115	FUM002.A0101	17157534	3897	1479	95	1384	0.023	0.009	1.069	0.0237	0.2062	1.8	0.36	0.12	0.05	0.02	0.3377	0.1546	0.4247	0.1589	40.32	37	49.46	Poryphormonas_gingivalis	strict
Sample 34/115	FUM003.A0101	15708618	869	63	21	42	0.006	0	1.5	9e-4	0.0308	0.09	0	0	0	0	0.25	0.1538	0.0667	0.1	53.24	41.5	53.11	Poryphormonas_gingivalis	strict
Sample 35/115	GDC002.A0101	11300654	8263	4478	107	4371	0.073	0.04	1.024	0.0791	0.3099	7.02	0.7	0.14	0.04	0.01	0.0832	0.0621	0.0665	0.0743	42.63	38	50.4	Poryphormonas_gingivalis	strict
Sample 36/115	GDC004.A0101	12302652	1535	3	0	3	0.012	0	1	0	0.0065	0	0	0	0	0	0	0	0	0	33.67	31	49.5	Poryphormonas_gingivalis	strict
Sample 37/115	GDC005.A0101	9931068	3401	827	30	797	0.034	0.008	1.038	0.0144	0.197	0.78	0.35	0.17	0.08	0.04	0.0432	0.0269	0.0484	0.0281	42.65	39	47.88	Poryphormonas_gingivalis	strict
Sample 38/115	GDN001.A0101	30835470	1686	276	169	107	0.005	0.001	2.579	0.0018	0.0443	0.17	0.01	0	0	0	0.2273	0.05	0.2083	0.2	39.27	37	48.74	Poryphormonas_gingivalis	strict
Sample 39/115	GDN001.C0101	20505644	378	3	2	1	0.002	0	3	0	0.0068	0	0	0	0	0	0	0	0	0	109	109	50.46	Poryphormonas_gingivalis	strict
Sample 40/115	GOY005.A0101	9163118	1794	186	4	182	0.02	0.002	1.022	0.0031	0.058	0.3	0.01	0	0	0	0.175	0.1143	0.1081	0.0882	40.74	37	50.02	Poryphormonas_gingivalis	strict
Sample 41/115	GOY006.A0101	3799236	650	114	3	111	0.017	0.003	1.027	0.0021	0.0456	0.2	0	0	0	0	0.1818	0	0.1923	0.0769	43.59	39	48.02	Poryphormonas_gingivalis	strict
Sample 42/115	GUE001.A0101	11156331	94	15	10	5	0.001	0	3	2e-4	0.0136	0.02	0	0	0	0	0	0	0	0	86.8	76	53.23	Poryphormonas_gingivalis	strict
Sample 43/115	IBA001.A0101	12987664	2584	53	1	52	0.02	0	1.019	0.0011	0.0418	0.09	0.01	0.01	0	0	0	0	0.0476	0	50.96	45	48.98	Poryphormonas_gingivalis	strict
Sample 44/115	IBA002.A0101	19022015	2194	31	0	31	0.012	0	1	5e-4	0.0281	0.05	0.01	0	0	0	0	0	0	0	41.26	37	50.59	Poryphormonas_gingivalis	strict
Sample 45/115	JAE006.A0101	87883942	18722	8811	158	8653	0.021	0.01	1.018	0.2977	0.6243	23.51	4.67	1	0.33	0.14	0.0059	0.0066	0.0071	0.0064	81.03	76	50.42	Poryphormonas_gingivalis	strict
