Genus	Phylum	Gram_Stain	Oxygen_Tolerance	Motility	Metabolism
unclassified	Lentisphaerae	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Lentisphaerae	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Streptacidiphilus	Actinobacteria	Gram_Positive	NA	NA	NA
Ulvibacter	Bacteroidetes	Gram_Negative	Anaerobe	NA	NA
Caldisericum	Caldiserica	Gram_Negative	Anaerobe	Nonmotile	Thiosulfate reducer
Longibaculum	Firmicutes	NA	NA	NA	NA
Entomoplasma	Tenericutes	Gram_Positive	NA	NA	NA
Roseateles	Proteobacteria	Gram_Negative	NA	NA	NA
Candidatus Hepatoplasma	Tenericutes	NA	NA	NA	NA
Pseudosphingobacterium	Bacteroidetes	Gram_Negative	Anaerobe	Nonmotile	Nitrate reducer
Desulfovermiculus	Proteobacteria	Gram_Negative	Anaerobe	Motile	Sulfate reducer
Duganella	Proteobacteria	Gram_Negative	NA	NA	NA
Modestobacter	Actinobacteria	Gram_Positive	NA	NA	NA
Sinobaca	Firmicutes	Gram_Positive	NA	NA	NA
Beutenbergia	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
Desulfotomaculum	Firmicutes	Gram_Negative	Anaerobe	Motile	Sulfate reducer
Desulfotomaculum	Firmicutes	Gram_Negative	Anaerobe	Motile	Chromium reducer, Metal reducer, Sulfate reducer, Uranium reducer
Desulfotomaculum	Firmicutes	Gram_Negative	Anaerobe	Motile	Hydrogen sulfide gas release, Sulfate reducer
Desulfotomaculum	Firmicutes	Gram_Negative	Anaerobe	Motile	Thiosulfate reducer
Ruminiclostridium	Firmicutes	Gram_Positive	Anaerobe	Motile	Cellulose degrader
Candidatus Nanopelagicus	Actinobacteria	NA	NA	NA	NA
Epibacterium	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Budvicia	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Salinihabitans	Proteobacteria	NA	NA	NA	NA
Arsenicicoccus	Actinobacteria	Gram_Positive	Anaerobe	NA	NA
Cylindrospermum	Cyanobacteria	Gram_Negative	Anaerobe	NA	Nitrogen fixation
Hyunsoonleella	Bacteroidetes	Gram_Negative	NA	NA	NA
Dolichospermum	Cyanobacteria	Gram_Negative	NA	NA	NA
Franconibacter	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Sporosarcina	Firmicutes	Gram_Positive	Anaerobe	Motile	NA
Actinopolymorpha	Actinobacteria	Gram_Positive	Anaerobe	NA	NA
Millionella	Bacteroidetes	NA	NA	NA	NA
Balneola	Bacteroidetes	Gram_Negative	Anaerobe	Motile	NA
Limimaricola	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	NA
Sideroxydans	Proteobacteria	Gram_Negative	Anaerobe	NA	Iron oxidizer
Antarctobacter	Proteobacteria	Gram_Negative	NA	NA	NA
Porphyrobacter	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Owenweeksia	Bacteroidetes	Gram_Negative	Anaerobe	Motile	NA
Segetibacter	Bacteroidetes	Gram_Negative	Anaerobe	Nonmotile	NA
Ferrimonas	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Selenate reducer
Ferrimonas	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Iron reducer
Streptosporangium	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
Haliscomenobacter	Bacteroidetes	Gram_Negative	Anaerobe	Nonmotile	NA
Luteipulveratus	Actinobacteria	NA	NA	NA	NA
Rhizobacter	Proteobacteria	NA	NA	NA	NA
Ferrovum	Proteobacteria	NA	NA	NA	NA
Pimelobacter	Actinobacteria	Gram_Positive	NA	NA	NA
Rhodopseudomonas	Proteobacteria	Gram_Negative	Anaerobe	Motile	Carbon dioxide fixation, Hydrogen production, Nitrogen fixation, Pollutant degrader
Rhodopseudomonas	Proteobacteria	Gram_Negative	Anaerobe	Motile	Iron oxidizer
Rhodopseudomonas	Proteobacteria	Gram_Negative	Anaerobe	Motile	Carbon dioxide fixation, Pollutant degrader
Desulfotalea	Proteobacteria	Gram_Negative	Anaerobe	NA	Sulfate reducer
Massilia	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Stackebrandtia	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	Nitrate reducer
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Jacksonbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Christensenella	Firmicutes	NA	NA	NA	NA
Plantibacter	Actinobacteria	Gram_Positive	NA	NA	NA
Neochlamydia	Chlamydiae	NA	NA	NA	NA
Faecalitalea	Firmicutes	Gram_Positive	Anaerobe	NA	NA
Sunxiuqinia	Bacteroidetes	NA	NA	NA	NA
Calothrix	Cyanobacteria	Gram_Negative	Anaerobe	Motile	Nitrogen fixation
Calothrix	Cyanobacteria	Gram_Negative	Anaerobe	Motile	Hydrogen production
Aeribacillus	Firmicutes	NA	NA	NA	NA
Marivita	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Saccharicrinis	Bacteroidetes	Gram_Negative	Anaerobe	NA	NA
Pseudoclavibacter	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
Rhodoluna	Actinobacteria	NA	NA	NA	NA
Mitsuokella	Firmicutes	Gram_Negative	Anaerobe	Nonmotile	NA
Galbibacter	Bacteroidetes	Gram_Negative	NA	NA	NA
Streptobacillus	Fusobacteria	Gram_Negative	Anaerobe	Nonmotile	NA
Trabulsiella	Proteobacteria	Gram_Negative	NA	NA	NA
Cycloclasticus	Proteobacteria	Gram_Negative	Anaerobe	Motile	PAH-degrading
Niveispirillum	Proteobacteria	Gram_Negative	NA	Motile	NA
Basfia	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	Succinic acid production
Neptunomonas	Proteobacteria	Gram_Negative	Anaerobe	Motile	Nitrate reducer
Candidatus Accumulibacter	Proteobacteria	Gram_Negative	Anaerobe	NA	Acetate oxidizer
Parvimonas	Firmicutes	Gram_Positive	Anaerobe	NA	NA
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Andersenbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Geothermobacter	Proteobacteria	Gram_Negative	NA	NA	NA
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Chlorobi	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Siphonobacter	Bacteroidetes	Gram_Negative	NA	NA	NA
Dietzia	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Cyanobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Actinotignum	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
Desulfatirhabdium	Proteobacteria	Gram_Negative	Anaerobe	NA	Sulfate reducer, Thiosulfate reducer
Novibacillus	Firmicutes	NA	NA	NA	NA
Rathayibacter	Actinobacteria	Gram_Positive	Aerobe	Nonmotile	NA
Nitratireductor	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Roseibium	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Olleya	Bacteroidetes	Gram_Negative	NA	NA	NA
Sutterella	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Pseudarcicella	Bacteroidetes	NA	NA	NA	NA
Arenitalea	Bacteroidetes	NA	NA	NA	NA
Serinicoccus	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
Aminobacter	Proteobacteria	Gram_Negative	NA	NA	NA
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Fibrobacteres	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Candidatus Nitrosoglobus	Proteobacteria	NA	NA	NA	NA
Deefgea	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Carnobacterium	Firmicutes	Gram_Positive	Unsure	Motile:Nonmotile	NA
Dechloromonas	Proteobacteria	Gram_Negative	Anaerobe	Motile	Chlorate-reducer
Dechloromonas	Proteobacteria	Gram_Negative	Anaerobe	Motile	Benzene degradation, Chlorate-reducer, Hydrocarbon-oxidizing
Coxiella	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	NA
Candidatus Marithrix	Proteobacteria	NA	NA	NA	Sulfur oxidizer
Gemmiger	Firmicutes	Gram_Negative	NA	NA	NA
Dehalococcoides	Chloroflexi	Gram_Negative	Anaerobe	Motile:Nonmotile	Dechlorinates Tetrachloroethene
Croceibacter	Bacteroidetes	Gram_Negative	Anaerobe	Nonmotile	NA
Kutzneria	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
Geminicoccus	Proteobacteria	Gram_Negative	NA	NA	NA
Kinneretia	Proteobacteria	NA	NA	NA	NA
Magnetovibrio	Proteobacteria	NA	NA	NA	NA
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Desantisbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Chloracidobacterium	Acidobacteria	Gram_Negative	Anaerobe	NA	NA
Thiopseudomonas	Proteobacteria	NA	NA	NA	NA
Candidatus Magnetobacterium	Nitrospirae	NA	NA	NA	NA
Gloeobacter	Cyanobacteria	Gram_Negative	NA	Nonmotile	NA
Virgibacillus	Firmicutes	Gram_Positive	Anaerobe	Motile	Biomass degrader
Hirschia	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Candidatus Photodesmus	Proteobacteria	NA	NA	NA	NA
Barnesiella	Bacteroidetes	Gram_Negative	Anaerobe	Nonmotile	NA
Grimontia	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Massiliomicrobiota	Firmicutes	NA	NA	NA	NA
Dorea	Firmicutes	Gram_Positive	Anaerobe	NA	NA
Hapalosiphon	Cyanobacteria	NA	NA	NA	NA
Aequorivita	Bacteroidetes	Gram_Negative	Aerobe	Nonmotile	NA
Paraclostridium	Firmicutes	Gram_Positive	NA	NA	NA
Occidentia	Proteobacteria	NA	NA	NA	NA
Fabibacter	Bacteroidetes	NA	NA	NA	NA
Thermophagus	Bacteroidetes	Gram_Negative	Anaerobe	NA	NA
Myroides	Bacteroidetes	Gram_Negative	Unsure	Nonmotile	NA
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Calescamantes	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Wigglesworthia	Proteobacteria	Gram_Negative	NA	NA	NA
Opitutus	Verrucomicrobia	Gram_Negative	Anaerobe	Motile	NA
Methylomonas	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Slackia	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	Pyrrolizidine alkaloids metabolizer
Thermoanaerobacterium	Firmicutes	Gram_Positive	Anaerobe	Motile	Saccharolytic
Thermoanaerobacterium	Firmicutes	Gram_Positive	Anaerobe	Motile	Thiosulfate producer
Thermoanaerobacterium	Firmicutes	Gram_Positive	Anaerobe	Motile	Xylan degrader
Faecalicatena	Firmicutes	NA	NA	NA	NA
Acidaminococcus	Firmicutes	Gram_Negative	Anaerobe	Nonmotile	NA
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Cloacimonetes	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Haliea	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Vogesella	Proteobacteria	NA	NA	NA	NA
Syntrophomonas	Firmicutes	Gram_Positive	Anaerobe	Motile	Fatty-acid-oxidizer
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Yonathbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Auraticoccus	Actinobacteria	Gram_Positive	NA	NA	NA
Candidatus Entotheonella	Tectomicrobia	NA	NA	NA	NA
Thiomonas	Proteobacteria	Gram_Negative	Unsure	Motile	Iron oxidizer
Thiomonas	Proteobacteria	Gram_Negative	Unsure	Motile	Sulfur oxidizer
Nisaea	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Paraglaciecola	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Hydrogenovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile	Carbon dioxide fixation, Desulfurylates coal, Sulfur oxidizer
Tateyamaria	Proteobacteria	NA	NA	NA	NA
Desulfofundulus	Firmicutes	Gram_Positive	Anaerobe	Motile	Sulfate reducer
Desulfofundulus	Firmicutes	Gram_Positive	Anaerobe	Motile	Hydrogen sulfide gas release, Sulfate reducer
Oblitimonas	Proteobacteria	NA	NA	NA	NA
Neptuniibacter	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Halomicronema	Cyanobacteria	NA	NA	NA	NA
Caldanaerobacter	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Saccharolytic
Methyloversatilis	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Dyella	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Flavivirga	Bacteroidetes	NA	NA	NA	NA
Thermomonospora	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	Cellulose degrader
Syntrophaceticus	Firmicutes	NA	NA	NA	Acetate oxidizer
Terrabacter	Actinobacteria	NA	NA	NA	NA
Levilinea	Chloroflexi	NA	NA	NA	NA
Ketogulonicigenium	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	NA
Dakarella	Proteobacteria	NA	NA	NA	NA
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Campbellbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Dialister	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	NA
Oharaeibacter	Proteobacteria	NA	NA	NA	NA
Weeksella	Bacteroidetes	Gram_Negative	Anaerobe	Nonmotile	NA
Candidatus Schmidhempelia	Proteobacteria	NA	NA	NA	NA
Succinimonas	Proteobacteria	Gram_Negative	NA	NA	NA
Frischella	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Bankia	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Beijerinckia	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	Nitrogen fixation
Asaccharospora	Firmicutes	Gram_Positive	Anaerobe	NA	NA
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Fervidibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Rubinisphaera	Planctomycetes	Gram_Negative	Anaerobe	Motile	NA
Candidatus Marinisoma	Marinimicrobia	NA	NA	NA	NA
Anaerobacillus	Firmicutes	Gram_Positive	NA	NA	NA
Labrenzia	Proteobacteria	Gram_Negative	Anaerobe	Motile	DMSP degrader
Gallibacterium	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	NA
Solirubrum	Bacteroidetes	NA	NA	NA	NA
Desulfobotulus	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Solitalea	Bacteroidetes	Gram_Negative	Anaerobe	Motile	NA
Cellulophaga	Bacteroidetes	Gram_Negative	Anaerobe	Motile:Nonmotile	NA
Chondromyces	Proteobacteria	NA	NA	NA	NA
Kineosporia	Actinobacteria	Gram_Positive	Anaerobe	Motile	NA
Bittarella	Firmicutes	NA	NA	NA	NA
Vampirovibrio	Candidatus Melainabacteria	NA	NA	NA	NA
Catenovulum	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
