767029#Pseudopropionibacterium propionicum F0230a#strain|host|old_name|isolation_source#F0230a|Homo sapiens|Propionibacterium propionicum F0230a|biological product [ENVO:02000043]
767029#Pseudopropionibacterium propionicum F0230a#strain|old_name#F0230a|Propionibacterium propionicum F0230a
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_24
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_25
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_26
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_27
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_29
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_31
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_32
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_34
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_35
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_36
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_37
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_38
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_39
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_40
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_43
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_44
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_47
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_48
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_49
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_50
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_51
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_52
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_53
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_54
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_55
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_56
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_57
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_58
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_60
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_61
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_63
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_64
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_65
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_66
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_67
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_68
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_69
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_71
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_72
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_74
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_76
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_77
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_79
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_80
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_81
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_82
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_84
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_85
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_86
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_87
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_88
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_90
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_91
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_92
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_93
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_94
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_95
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_96
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_97
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_99
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_101
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_102
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_103
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_105
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_106
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_108
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_109
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_110
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_111
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_113
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_114
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_115
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_116
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_118
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_121
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_123
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_124
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_125
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_126
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_127
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_130
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_131
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_132
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_135
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_136
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_137
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_138
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_139
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_140
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_141
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_145
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_146
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_149
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_150
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_151
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_152
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_154
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_155
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_156
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_157
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_158
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_159
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_160
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_161
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_162
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_163
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_164
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_165
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_166
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_167
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_168
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_169
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_170
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_171
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_172
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_173
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_174
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_175
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_177
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_178
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_180
