genus	individual	species	metric	initial_single_genome	superreference	difference
Capnocytophaga	OAK005	Capnocytophaga_gingivalis_ATCC_33624	number_reads_mapped_after_rmdup	4290	603	3687
Capnocytophaga	OAK005	Capnocytophaga_gingivalis_ATCC_33624	percent_coverage_morethan_1x	1.86	0.5844092057	1.275590794
Capnocytophaga	OME002	Capnocytophaga_gingivalis_ATCC_33624	mean_fold_coverage	2.6315	3.988168792	-1.356668792
Capnocytophaga	OME002	Capnocytophaga_gingivalis_ATCC_33624	number_reads_mapped_after_rmdup	110803	65071	45732
Capnocytophaga	OME002	Capnocytophaga_gingivalis_ATCC_33624	percent_coverage_morethan_1x	66.48	54.48536971	11.99463029
Capnocytophaga	OME003	Capnocytophaga_gingivalis_ATCC_33624	mean_fold_coverage	2.1269	3.887057362	-1.760157362
Capnocytophaga	OME003	Capnocytophaga_gingivalis_ATCC_33624	number_reads_mapped_after_rmdup	87911	50702	37209
Capnocytophaga	OME003	Capnocytophaga_gingivalis_ATCC_33624	percent_coverage_morethan_1x	62.2	49.61636781	12.58363219
Capnocytophaga	OME005	Capnocytophaga_gingivalis_ATCC_33624	mean_fold_coverage	2.3738	8.040069254	-5.666269254
Capnocytophaga	OME005	Capnocytophaga_gingivalis_ATCC_33624	number_reads_mapped_after_rmdup	93078	51802	41276
Capnocytophaga	OME005	Capnocytophaga_gingivalis_ATCC_33624	percent_coverage_morethan_1x	62.19	49.60478235	12.58521765
Capnocytophaga	PES001	Capnocytophaga_gingivalis_ATCC_33624	mean_fold_coverage	0.1134	1.598109343	-1.484709343
Capnocytophaga	PES001	Capnocytophaga_gingivalis_ATCC_33624	number_reads_mapped_after_rmdup	5968	1942	4026
Capnocytophaga	PES001	Capnocytophaga_gingivalis_ATCC_33624	percent_coverage_morethan_1x	2.77	1.557924637	1.212075363
Capnocytophaga	TAF008	Capnocytophaga_gingivalis_ATCC_33624	mean_fold_coverage	0.0778	0.1111883946	-0.03338839459
Capnocytophaga	TAF008	Capnocytophaga_gingivalis_ATCC_33624	number_reads_mapped_after_rmdup	5323	958	4365
Capnocytophaga	TAF008	Capnocytophaga_gingivalis_ATCC_33624	percent_coverage_morethan_1x	2.32	1.014758141	1.305241859
Capnocytophaga	VLC004	Capnocytophaga_gingivalis_ATCC_33624	mean_fold_coverage	6.9593	2.930684686	4.028615314
Capnocytophaga	VLC004	Capnocytophaga_gingivalis_ATCC_33624	number_reads_mapped_after_rmdup	189948	93937	96011
Capnocytophaga	VLC004	Capnocytophaga_gingivalis_ATCC_33624	percent_coverage_morethan_1x	82.92	65.56447398	17.35552602
Capnocytophaga	VLC009	Capnocytophaga_gingivalis_ATCC_33624	mean_fold_coverage	7.7846	4.282358454	3.502241546
Capnocytophaga	VLC009	Capnocytophaga_gingivalis_ATCC_33624	number_reads_mapped_after_rmdup	176008	104084	71924
Capnocytophaga	VLC009	Capnocytophaga_gingivalis_ATCC_33624	percent_coverage_morethan_1x	87.56	77.91449111	9.645508886
Corynebacterium	DJA002	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.3006	0.61976595	-0.31916595
Corynebacterium	DJA002	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	22104	6116	15988
Corynebacterium	DJA002	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	10.76	6.712528204	4.047471796
Corynebacterium	EBO003	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.206	0.3369676125	-0.1309676125
Corynebacterium	EBO003	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	15000	819	14181
Corynebacterium	EBO003	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	1.21	0.4385522628	0.7714477372
Corynebacterium	ECO002	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.1272	0.33950265	-0.21230265
Corynebacterium	ECO002	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	9267	659	8608
Corynebacterium	ECO002	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	1.44	0.571571029	0.868428971
Corynebacterium	ECO004	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.1498	0.377128025	-0.227328025
Corynebacterium	ECO004	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	10671	2403	8268
Corynebacterium	ECO004	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	5.12	2.927183167	2.192816833
Corynebacterium	EMN001	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.5519	1.032251875	-0.480351875
Corynebacterium	EMN001	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	34814	8026	26788
Corynebacterium	EMN001	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	15.36	9.679732548	5.680267452
Corynebacterium	FUM002	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.2037	0.3602064	-0.1565064
Corynebacterium	FUM002	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	14631	2995	11636
Corynebacterium	FUM002	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	5.04	2.890803463	2.149196537
Corynebacterium	GOY005	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	19.272	19.41021979	-0.1382197875
Corynebacterium	GOY005	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	1448975	903743	545232
Corynebacterium	GOY005	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	85.52	81.23588054	4.284119457
Corynebacterium	JAE008	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	7.9246	11.9185801	-3.9939801
Corynebacterium	JAE008	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	282933	168862	114071
Corynebacterium	JAE008	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	82.47	73.08059418	9.389405824
Corynebacterium	JAE014	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	5.3121	8.767300663	-3.455200663
Corynebacterium	JAE014	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	194123	115381	78742
Corynebacterium	JAE014	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	63.61	54.82621075	8.783789246
Corynebacterium	KNP001	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.4094	0.9967614375	-0.5873614375
Corynebacterium	KNP001	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	24586	1892	22694
Corynebacterium	KNP001	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	3.81	2.20182998	1.60817002
Corynebacterium	KNP004	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.5661	1.375800988	-0.8097009875
Corynebacterium	KNP004	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	32261	1592	30669
Corynebacterium	KNP004	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	1.59	0.7312005513	0.8587994487
Corynebacterium	KNP005	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.1648	0.2887628125	-0.1239628125
Corynebacterium	KNP005	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	10396	400	9996
Corynebacterium	KNP005	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	0.99	0.3408627767	0.6491372233
Corynebacterium	KNP009	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.2623	0.565182275	-0.302882275
Corynebacterium	KNP009	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	15481	867	14614
Corynebacterium	KNP009	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	1.89	0.9320417313	0.9579582687
Corynebacterium	LIB007.A0115	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0	0	0
Corynebacterium	LIB007.A0115	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	0	0	0
Corynebacterium	LIB007.A0115	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	0	0	0
Corynebacterium	LIB007.A0116	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0	0	0
Corynebacterium	LIB007.A0116	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	2	0	2
Corynebacterium	LIB007.A0116	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	0	0	0
Corynebacterium	LIB007.A0135.SG1.1	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	1.00E-04	0.0014947375	-0.0013947375
Corynebacterium	LIB007.A0135.SG1.1	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	8	3	5
Corynebacterium	LIB007.A0135.SG1.1	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	0.01	0.005322151214	0.004677848786
Corynebacterium	LIB025.A0301	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	8.00E-04	3.23E-05	7.68E-04
Corynebacterium	LIB025.A0301	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	51	4	47
Corynebacterium	LIB025.A0301	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	0.06	0.006652689017	0.05334731098
Corynebacterium	LIB025.A1001	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	4.00E-04	7.78E-05	3.22E-04
Corynebacterium	LIB025.A1001	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	24	5	19
Corynebacterium	LIB025.A1001	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	0.03	0.009873991067	0.02012600893
Corynebacterium	LIB025.A1301	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	4.00E-04	1.13E-04	2.87E-04
Corynebacterium	LIB025.A1301	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	22	6	16
Corynebacterium	LIB025.A1301	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	0.04	0.01141461379	0.02858538621
Corynebacterium	MTM009	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.6197	2.173075712	-1.553375712
Corynebacterium	MTM009	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	40139	2544	37595
Corynebacterium	MTM009	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	2.04	0.8877138139	1.152286186
Corynebacterium	OAK002	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	4.2441	4.379427013	-0.1353270125
Corynebacterium	OAK002	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	312829	176338	136491
Corynebacterium	OAK002	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	84.84	72.74085185	12.09914815
Corynebacterium	OAK005	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	1.8515	1.491492675	0.360007325
Corynebacterium	OAK005	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	124564	70118	54446
Corynebacterium	OAK005	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	71.5	54.09339955	17.40660045
Corynebacterium	OME002	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.464	3.248567138	-2.784567138
Corynebacterium	OME002	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	27029	4217	22812
Corynebacterium	OME002	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	3.55	2.179595993	1.370404007
Corynebacterium	OME003	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.3495	1.705641375	-1.356141375
Corynebacterium	OME003	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	19653	1913	17740
Corynebacterium	OME003	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	2.21	1.275215442	0.9347845579
Corynebacterium	OME005	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.3756	0.794537075	-0.418937075
Corynebacterium	OME005	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	20901	779	20122
Corynebacterium	OME005	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	0.97	0.3432787533	0.6267212467
Corynebacterium	PES001	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.2682	0.4189847625	-0.1507847625
Corynebacterium	PES001	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	16732	3655	13077
Corynebacterium	PES001	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	7.58	4.495221969	3.084778031
Corynebacterium	TAF008	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	0.2775	0.48908285	-0.21158285
Corynebacterium	TAF008	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	20396	6925	13471
Corynebacterium	TAF008	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	13.07	8.117926266	4.952073734
Corynebacterium	VLC004	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	33.9976	37.90009141	-3.902491412
Corynebacterium	VLC004	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	962887	571664	391223
Corynebacterium	VLC004	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	94.22	90.72100443	3.49899557
Corynebacterium	VLC009	Corynebacterium_matruchotii_ATCC_14266	mean_fold_coverage	103.1252	118.2545872	-15.12938716
Corynebacterium	VLC009	Corynebacterium_matruchotii_ATCC_14266	number_reads_mapped_after_rmdup	2503706	1489440	1014266
Corynebacterium	VLC009	Corynebacterium_matruchotii_ATCC_14266	percent_coverage_morethan_1x	96.79	94.78884365	2.001156349
Fretibacterium	DJA002	Fretibacterium_fastidiosum	mean_fold_coverage	4.9298	4.929801	-1.00E-06
Fretibacterium	DJA002	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	336610	336610	0
Fretibacterium	DJA002	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	61.16	61.16903618	-0.009036184366
Fretibacterium	EBO003	Fretibacterium_fastidiosum	mean_fold_coverage	4.6432	4.6432109	-1.09E-05
Fretibacterium	EBO003	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	315217	315217	0
Fretibacterium	EBO003	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	66.28	66.28871916	-0.008719155616
Fretibacterium	ECO002	Fretibacterium_fastidiosum	mean_fold_coverage	1.102	1.1019666	3.34E-05
Fretibacterium	ECO002	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	82054	82054	0
Fretibacterium	ECO002	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	48.13	48.13682934	-0.006829338647
Fretibacterium	ECO004	Fretibacterium_fastidiosum	mean_fold_coverage	0.317	0.3170002	-2.00E-07
Fretibacterium	ECO004	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	24278	24278	0
Fretibacterium	ECO004	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	20.43	20.42969095	3.09E-04
Fretibacterium	EMN001	Fretibacterium_fastidiosum	mean_fold_coverage	1.134	1.1340218	-2.18E-05
Fretibacterium	EMN001	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	64640	64640	0
Fretibacterium	EMN001	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	42.28	42.2860406	-0.006040596951
Fretibacterium	FUM002	Fretibacterium_fastidiosum	mean_fold_coverage	0.0499	0.0498715	2.85E-05
Fretibacterium	FUM002	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	3643	3643	0
Fretibacterium	FUM002	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	3.38	3.377776833	0.00222316704
Fretibacterium	GOY005	Fretibacterium_fastidiosum	mean_fold_coverage	1.575	1.5749841	1.59E-05
Fretibacterium	GOY005	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	115364	115364	0
Fretibacterium	GOY005	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	48.46	48.46585809	-0.005858089903
Fretibacterium	JAE008	Fretibacterium_fastidiosum	mean_fold_coverage	1.9771	1.9771006	-6.00E-07
Fretibacterium	JAE008	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	66759	66759	0
Fretibacterium	JAE008	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	67.79	67.79242123	-0.002421233039
Fretibacterium	JAE014	Fretibacterium_fastidiosum	mean_fold_coverage	10.9892	10.9891853	1.47E-05
Fretibacterium	JAE014	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	370330	370330	0
Fretibacterium	JAE014	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	85.45	85.44950341	4.97E-04
Fretibacterium	KNP001	Fretibacterium_fastidiosum	mean_fold_coverage	19.4809	19.4808903	9.70E-06
Fretibacterium	KNP001	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	949239	949239	0
Fretibacterium	KNP001	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	69.42	69.42404025	-0.004040247287
Fretibacterium	KNP004	Fretibacterium_fastidiosum	mean_fold_coverage	27.8889	27.8888531	4.69E-05
Fretibacterium	KNP004	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	1220612	1220612	0
Fretibacterium	KNP004	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	69.65	69.65846911	-0.008469109159
Fretibacterium	KNP005	Fretibacterium_fastidiosum	mean_fold_coverage	22.7295	22.7294693	3.07E-05
Fretibacterium	KNP005	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	990369	990369	0
Fretibacterium	KNP005	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	70.7	70.70819434	-0.008194344312
Fretibacterium	KNP009	Fretibacterium_fastidiosum	mean_fold_coverage	18.6481	18.6480732	2.68E-05
Fretibacterium	KNP009	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	834783	834783	0
Fretibacterium	KNP009	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	68.57	68.57330099	-0.003300986353
Fretibacterium	LIB007.A0115	Fretibacterium_fastidiosum	mean_fold_coverage	0	0	0
Fretibacterium	LIB007.A0115	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	0	0	0
Fretibacterium	LIB007.A0115	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	0	0	0
Fretibacterium	LIB007.A0116	Fretibacterium_fastidiosum	mean_fold_coverage	0	0	0
Fretibacterium	LIB007.A0116	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	0	0	0
Fretibacterium	LIB007.A0116	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	0	0	0
Fretibacterium	LIB007.A0135.SG1.1	Fretibacterium_fastidiosum	mean_fold_coverage	0	0	0
Fretibacterium	LIB007.A0135.SG1.1	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	0	0	0
Fretibacterium	LIB007.A0135.SG1.1	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	0	0	0
Fretibacterium	LIB025.A0301	Fretibacterium_fastidiosum	mean_fold_coverage	0.001	9.90E-04	1.04E-05
Fretibacterium	LIB025.A0301	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	54	54	0
Fretibacterium	LIB025.A0301	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	0.1	0.09896152706	0.001038472943
Fretibacterium	LIB025.A1001	Fretibacterium_fastidiosum	mean_fold_coverage	0	2.31E-05	-2.31E-05
Fretibacterium	LIB025.A1001	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	2	2	0
Fretibacterium	LIB025.A1001	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	0	0.002309102298	-0.002309102298
Fretibacterium	LIB025.A1301	Fretibacterium_fastidiosum	mean_fold_coverage	1.00E-04	8.28E-05	1.72E-05
Fretibacterium	LIB025.A1301	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	6	6	0
Fretibacterium	LIB025.A1301	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	0.01	0.007110568981	0.002889431019
Fretibacterium	MTM009	Fretibacterium_fastidiosum	mean_fold_coverage	16.2197	16.2196884	1.16E-05
Fretibacterium	MTM009	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	972684	972684	0
Fretibacterium	MTM009	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	70.94	70.94467574	-0.004675741561
Fretibacterium	OAK002	Fretibacterium_fastidiosum	mean_fold_coverage	0.1333	0.13334	-4.00E-05
Fretibacterium	OAK002	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	9557	9557	0
Fretibacterium	OAK002	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	8.69	8.69479642	-0.004796419645
Fretibacterium	OAK005	Fretibacterium_fastidiosum	mean_fold_coverage	1.2088	1.2087971	2.90E-06
Fretibacterium	OAK005	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	75475	75475	0
Fretibacterium	OAK005	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	42.66	42.66033508	-3.35E-04
Fretibacterium	OME002	Fretibacterium_fastidiosum	mean_fold_coverage	0.0135	0.0134738	2.62E-05
Fretibacterium	OME002	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	1055	1055	0
Fretibacterium	OME002	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	0.42	0.4185339546	0.001466045384
Fretibacterium	OME003	Fretibacterium_fastidiosum	mean_fold_coverage	0.0098	0.0098437	-4.37E-05
Fretibacterium	OME003	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	772	772	0
Fretibacterium	OME003	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	0.35	0.3513867259	-0.001386725887
Fretibacterium	OME005	Fretibacterium_fastidiosum	mean_fold_coverage	0.0119	0.011897	3.00E-06
Fretibacterium	OME005	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	934	934	0
Fretibacterium	OME005	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	0.37	0.3663042598	0.003695740219
Fretibacterium	PES001	Fretibacterium_fastidiosum	mean_fold_coverage	0.3434	0.343351	4.90E-05
Fretibacterium	PES001	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	21823	21823	0
Fretibacterium	PES001	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	21.11	21.10673441	0.003265594779
Fretibacterium	TAF008	Fretibacterium_fastidiosum	mean_fold_coverage	1.8905	1.8905336	-3.36E-05
Fretibacterium	TAF008	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	128643	128643	0
Fretibacterium	TAF008	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	58.36	58.36494299	-0.004942988997
Fretibacterium	VLC004	Fretibacterium_fastidiosum	mean_fold_coverage	0.11	0.1100144	-1.44E-05
Fretibacterium	VLC004	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	3484	3484	0
Fretibacterium	VLC004	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	6.15	6.147490061	0.002509939219
Fretibacterium	VLC009	Fretibacterium_fastidiosum	mean_fold_coverage	2.0593	2.059325	-2.50E-05
Fretibacterium	VLC009	Fretibacterium_fastidiosum	number_reads_mapped_after_rmdup	51818	51818	0
Fretibacterium	VLC009	Fretibacterium_fastidiosum	percent_coverage_morethan_1x	72.2	72.20786466	-0.007864655817
Fusobacterium	DJA002	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	2.4661	0.2953647	2.1707353
Fusobacterium	DJA002	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	140034	31361	108673
Fusobacterium	DJA002	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	43.99	23.15921306	20.83078694
Fusobacterium	EBO003	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	0.4182	0.06546945	0.35273055
Fusobacterium	EBO003	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	24743	4491	20252
Fusobacterium	EBO003	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	18.39	5.825824318	12.56417568
Fusobacterium	ECO002	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	0.1321	0.0225387	0.1095613
Fusobacterium	ECO002	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	8554	1344	7210
Fusobacterium	ECO002	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	3.76	1.162507	2.597493
Fusobacterium	ECO004	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	0.5947	0.06640505	0.52829495
Fusobacterium	ECO004	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	38303	7663	30640
Fusobacterium	ECO004	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	32.29	9.295324504	22.9946755
Fusobacterium	EMN001	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	1.6652	0.40178395	1.26341605
Fusobacterium	EMN001	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	79110	35422	43688
Fusobacterium	EMN001	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	59.51	44.06730568	15.44269432
Fusobacterium	FUM002	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	0.0817	0.0111957	0.0705043
Fusobacterium	FUM002	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	5045	1001	4044
Fusobacterium	FUM002	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	2.7	1.273923349	1.426076651
Fusobacterium	GOY005	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	14.0965	3.78844635	10.30805365
Fusobacterium	GOY005	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	806001	404099	401902
Fusobacterium	GOY005	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	83.61	76.17109569	7.438904314
Fusobacterium	JAE008	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	6.3195	1.59231555	4.72718445
Fusobacterium	JAE008	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	189531	91795	97736
Fusobacterium	JAE008	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	74.25	66.6294456	7.620554403
Fusobacterium	JAE014	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	3.7053	2.62199095	1.08330905
Fusobacterium	JAE014	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	110837	74906	35931
Fusobacterium	JAE014	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	65.59	59.53652773	6.053472265
Fusobacterium	KNP001	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	3.1712	0.4160811	2.7551189
Fusobacterium	KNP001	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	130154	30866	99288
Fusobacterium	KNP001	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	37.33	21.66957482	15.66042518
Fusobacterium	KNP004	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	4.8223	0.63498175	4.18731825
Fusobacterium	KNP004	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	180944	45343	135601
Fusobacterium	KNP004	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	39.42	24.67152131	14.74847869
Fusobacterium	KNP005	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	0.7319	0.08539375	0.64650625
